@relation data

@attribute id string
@attribute 10319 numeric
@attribute 107 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1301 numeric
@attribute 1302 numeric
@attribute 1437 numeric
@attribute 1511 numeric
@attribute 1992 numeric
@attribute 22798 numeric
@attribute 23236 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 284217 numeric
@attribute 2919 numeric
@attribute 3315 numeric
@attribute 3458 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3684 numeric
@attribute 3689 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 3911 numeric
@attribute 3913 numeric
@attribute 3914 numeric
@attribute 3918 numeric
@attribute 4583 numeric
@attribute 4790 numeric
@attribute 4843 numeric
@attribute 50509 numeric
@attribute 5269 numeric
@attribute 5272 numeric
@attribute 5273 numeric
@attribute 5275 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 5747 numeric
@attribute 5868 numeric
@attribute 5869 numeric
@attribute 5878 numeric
@attribute 5970 numeric
@attribute 6318 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 7414 numeric
@attribute 7850 numeric
@attribute 7879 numeric
@attribute 81 numeric
@attribute 836 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 912 numeric
@attribute 929 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A11,-0.0015,-0.0037,-0.1374,-0.1513,-0.0255,-0.0042,-0.008,-0.0431,-0.0673,-0.1445,-0.0833,-0.073,-0.0831,-0.0399,-0.0911,0.0359,0.0525,1.5759,-0.0191,0.6393,-0.012,1.3016,-0.0695,1.2068,0.5344,0.6091,-0.0452,0.0703,0.114,1.6963,0.711,0.0599,0.1299,0.6078,-0.1162,-0.1018,0.0292,1.7635,2.3467,-0.0524,0.1453,-0.087,-0.0784,-0.1067,0.0653,0.1262,0.118,-0.1307,-0.0845,1.1005,-0.0388,-0.1778,0.4565,1.5103,-0.0829,-0.0479,1.2025,1.0402,0.9811,1.5981,1.2442,0.1945,1.4793,0.5867,-0.0621,0.9115,0.9113,-0.0051,0.3263,0.9853,-0.1178,0.8719,0.1375,0.7407,1.2122,1.159,1.2245,-0.1054,2.0524,0.1125,0.0373,1.4151,2.5597,0.191,-0.0424,-0.0152,0.1593,-0.0964,1.1749,0.1629,1.0696,0.9737,0.8471,0.0324,0.7463,-0.112,0.0255,0.9838,2.1312,-0.0351,Control
Utah__A12,-0.0351,0.1315,-0.1423,-0.0605,-0.0049,0.0417,-0.0791,-0.0456,-0.0293,-0.1909,-0.0709,-0.1059,-0.0612,-0.0433,-0.032,0.3136,0.1429,1.5979,0.0732,0.1726,0.0641,0.7748,-0.0414,0.8677,0.1356,0.3465,-0.0573,0.4555,0.1785,0.6982,0.5223,0.1982,0.1091,0.7553,0.1121,-0.0274,0.0923,1.0449,1.8196,0.0958,0.0689,-0.0253,-0.0684,0.0189,-0.0344,0.2851,0.3282,-0.0042,0.0066,1.0527,-5e-04,-0.2399,0.5612,1.2417,-0.0025,-0.0124,0.9215,1.1023,0.7648,1.6271,1.0289,-0.1111,0.8977,0.2473,-0.0411,0.786,0.9203,-0.3279,0.1184,0.5269,-0.2487,0.5241,0.1142,0.5805,0.6507,0.9653,0.8238,-0.2397,1.7473,0.1519,0.0208,0.8916,1.583,0.098,0.0987,0.0864,0.1519,0.0342,1.0398,0.3161,0.9931,0.546,0.8752,0.0743,0.6893,0.0294,-0.1285,0.9848,1.7223,-0.0202,Control
Utah__B01,-0.1438,0.1108,-0.2605,-0.1237,-0.1391,-0.0563,-0.0633,-0.1472,-0.0477,-0.192,-0.0188,-0.2749,-0.1094,-0.1448,-0.1981,0.1805,0.0396,1.9949,0.0334,0.3587,-0.046,1.0235,-0.0625,0.7913,0.5769,0.5895,-0.0582,-0.0275,0.103,0.1725,1.0294,0.1034,-0.0468,1.3925,0.082,-0.179,0.067,1.1671,1.7648,0.204,0.1316,-0.0989,-0.0676,-0.0398,-0.1937,0.1453,0.15,-0.0461,-0.246,1.5169,-0.031,-0.3835,0.6188,1.7171,0.0734,0.0127,1.4577,1.3226,1.0757,1.9184,1.5918,-0.161,1.4475,0.2449,-0.0318,0.7574,0.9718,-0.2682,0.5839,0.9472,-0.434,0.9051,0.2109,1.1098,1.1018,1.0045,1.2082,-0.3071,1.6757,0.0712,0.2077,1.5859,1.955,0.2251,0.0767,0.0881,-0.0279,-0.0588,1.0606,0.3311,1.2831,0.518,0.8695,0.0047,0.8482,-0.0443,-0.2583,1.1598,1.5434,-0.0206,Control
Utah__B02,0.0042,0.0233,-0.1146,-0.1015,0.0045,-0.0086,-0.0557,-0.0826,-0.0519,-0.14,-0.0692,-0.0803,-0.1064,-0.1092,-0.0516,0.1719,0.0132,2.333,-0.0178,0.2607,-0.0478,1.3879,0.0707,1.2331,0.34,0.704,-0.0647,0.4086,0.2175,0.8176,1.431,0.1695,0.1005,1.4536,0.0766,-5e-04,-0.1004,1.6613,2.4369,0.0585,0.2052,-0.0709,-0.0621,-0.0688,0.0537,0.166,0.1354,-0.1184,-0.0609,1.4394,0.0418,-0.1007,0.8758,2.3126,0.0597,0.0036,1.4219,1.4237,1.3587,2.0553,1.7587,0.2193,1.8017,0.5812,-0.0654,0.9736,1.0268,-0.1548,0.3378,0.785,-0.1472,1.006,0.1703,1.06,1.1419,1.1957,1.5865,-0.1422,2.0639,0.0817,0.1293,1.9248,2.4527,0.432,0.0047,0.0242,0.1705,-0.0577,1.1533,0.2911,1.3281,0.8099,1.1304,0.1269,0.8374,-0.0556,0.0296,1.4192,2.5875,-0.0856,Control
Utah__B03,-0.0398,-0.0151,-0.1932,-0.1453,-0.0014,-0.048,-0.0169,-0.0854,-0.0673,-0.1567,-0.0286,-0.1434,-0.1231,-0.1336,-0.0933,0.0866,0.024,2.1752,-0.0063,0.3661,0.0844,1.1755,-0.0014,1.0137,0.4581,0.6633,-0.0363,0.2713,0.1031,0.7522,1.234,0.0641,-0.042,1.3967,0.0824,-0.0955,-0.1084,1.6281,2.2962,0.061,0.1195,-0.0961,-0.0379,-0.0522,9e-04,0.0767,0.1185,-0.0414,-0.1228,1.4822,0.0065,-0.1767,0.7229,2.1876,-0.0921,0.0216,1.5109,1.3201,1.1338,1.9803,1.9459,0.104,1.6027,0.4731,-0.0366,0.9021,1.0272,-0.1715,0.3907,0.9095,-0.1904,1.0673,0.0978,1.1234,1.1219,1.1579,1.4088,-0.3114,1.7886,0.0384,0.1735,2.0306,2.3827,0.1665,-0.018,0.053,0.1645,-0.11,0.949,0.3191,1.3522,0.7944,1.0343,0.1189,0.6979,-0.0869,-0.1384,1.3075,2.3346,-0.0059,BRCACancer
Utah__B04,-0.0359,0.0312,-0.1745,-0.1033,-0.0772,-0.0154,-0.087,-0.1151,-0.0402,-0.1584,-0.089,-0.1594,-0.0854,-0.0768,-0.0805,0.1265,-0.1308,1.5939,-0.054,0.8222,-0.0342,1.4169,-0.0557,0.8468,1.0542,0.6721,-0.1218,0.2319,0.1144,0.8273,0.6965,0.223,-0.0135,0.5614,0.0383,-0.0666,-0.0411,1.5522,2.1018,0.0258,0.0849,-0.0526,-0.1177,-0.0578,-0.003,0.1617,0.1299,-0.1261,-0.0826,1.6554,-0.0552,-0.105,0.8175,1.9288,-0.1566,-0.0936,1.5671,1.5308,1.2611,1.9926,1.5967,0.1145,1.6955,0.4117,-0.1142,0.8631,1.2233,-0.0225,0.6402,1.5857,-0.1718,0.9176,0.225,1.2551,0.9697,0.9844,1.1378,-0.1794,1.8958,0.0586,-0.0211,1.9059,1.6029,0.3252,0.0437,-0.0461,0.18,-0.1043,1.427,0.1715,1.7575,0.8951,1.014,0.1694,0.8435,-0.066,-0.0541,0.9585,1.1982,-0.0783,BRCACancer
Utah__B05,-0.0538,0.0971,-0.1527,-0.0453,-0.0721,0.0663,-0.1137,-0.0891,0.0154,-0.1613,-0.0853,-0.135,-0.0646,-0.0331,-0.0575,0.1896,0.0328,1.8125,0.0062,0.1639,0.027,1.2177,-0.1221,1.0354,0.2673,0.5904,-0.1454,0.3329,0.0899,0.2616,1.7203,0.0958,-0.0427,1.0657,0.1435,0.0053,0.0574,1.253,2.2065,0.1651,0.0352,-0.0066,-0.1184,-0.0174,0.0207,0.1567,0.1721,-0.0626,-0.0947,1.2575,-0.0428,-0.1644,0.7304,1.9089,-0.2492,-0.0633,1.1566,1.1614,0.9971,2.133,1.6704,0.0153,1.6773,0.4203,-0.1119,0.9923,0.8631,-0.1351,0.1887,0.8601,-0.2041,0.8413,0.098,0.9006,0.9064,1.0929,1.3013,-0.2727,2.1324,0.1419,0.0523,1.0032,1.9613,0.3702,0.0746,-0.006,0.4939,-0.0198,1.038,0.1724,1.202,0.7589,1.108,0.1142,0.5293,-0.0032,-0.1234,0.8182,0.9236,-0.1208,BRCACancer
Utah__B06,-0.1739,-8e-04,-0.3408,-0.0659,-0.2012,-0.0117,-0.1655,-0.21,-0.0126,-0.1627,0.0329,-0.3343,-0.061,-0.1123,-0.2605,0.0153,-0.1891,1.643,0.1573,0.3007,0.0306,0.8211,-0.1509,0.4157,0.3375,0.3913,-0.0904,0.068,-0.0611,0.406,0.6245,0.1736,-0.0236,1.0626,0.1087,-0.1578,0.134,1.105,1.7476,0.1637,-0.0307,-0.0213,-0.0597,0.0648,-0.2301,0.0769,0.08,0.076,-0.2475,1.1971,-0.1107,-0.3873,0.5928,1.6443,-0.0953,0.0451,1.1199,1.072,0.73,1.4956,1.4068,-0.3234,1.3882,0.1163,0.0084,0.5286,0.7513,-0.3816,0.1906,0.7212,-0.4449,0.6527,0.1786,0.8871,0.7105,0.8739,0.8403,-0.237,1.4019,0.0949,0.2272,1.4803,2.0407,0.0857,0.1631,0.3131,-0.0107,-0.0067,0.8834,0.2164,1.0101,0.4844,0.9311,0.0727,0.5186,-0.0351,-0.3912,1.2528,1.5792,-0.011,BRCACancer
Utah__B07,0.012,0.0391,-0.1852,-0.0646,-0.0667,0.0128,-0.1042,-0.0993,-0.0291,-0.1555,-0.061,-0.1387,-0.0882,-0.0414,-0.0673,0.2475,0.2552,2.124,-0.005,0.3325,-0.0457,1.475,0.0306,1.1554,0.3625,0.7489,-0.108,0.4877,0.1994,1.3816,0.7264,0.1154,-0.0061,0.7762,0.0214,0.0253,-0.051,1.6973,2.4698,0.2915,0.1545,-0.0076,-0.0831,-0.0594,0.045,0.1812,0.1366,-0.0727,-0.1202,1.4782,-0.0205,-0.1451,0.9133,2.1901,0.1275,-0.0696,1.5493,1.4722,1.3599,2.0668,1.5879,0.1999,1.8805,0.5681,-0.0749,1.0257,1.149,-0.1569,0.2531,0.9385,-0.1719,1.0379,0.1564,1.2156,1.197,1.0724,1.4289,-0.0999,2.1589,0.0667,0.1821,2.1011,2.3214,0.1955,-0.0152,0.0038,0.2312,-0.0615,1.4078,0.171,1.4072,0.912,1.2236,0.2103,0.7512,-0.0669,-0.0312,1.3617,2.2506,-0.0939,BRCACancer
Utah__B08,0.0372,-0.0051,-0.1054,-0.0953,0.0525,-0.0252,-0.0284,-0.0437,-0.083,-0.1066,-0.0516,-0.0434,-0.0816,-0.0923,-0.0313,0.0702,0.0482,2.0725,-0.0779,0.2795,-0.0402,1.206,0.1001,1.5012,0.2896,0.6844,-0.0584,0.3119,0.1802,0.8476,0.9363,0.1297,0.0749,0.7175,0.0231,-0.0542,-0.0531,1.6412,2.4991,-0.0285,0.2438,-0.0765,-0.0629,-0.0617,0.123,0.0773,0.0442,-0.1265,-0.0579,1.1937,-0.0309,-0.0442,0.5778,1.8575,0.1781,4e-04,1.3231,1.6166,1.0708,1.8123,1.1769,0.1944,1.7224,0.7038,-0.023,1.0223,1.0355,-0.0317,0.242,0.7048,-0.0759,0.9504,0.257,0.8072,1.3152,1.2038,1.2913,-0.1157,2.4005,0.1417,0.0136,1.8056,2.7565,0.1823,-0.0422,3e-04,0.1633,-0.1004,1.5098,0.0802,1.1846,0.8449,1.1212,0.0576,1.0328,-0.0948,-0.0023,1.4904,2.4434,-0.041,Control
Utah__B09,-0.018,-0.0189,-0.1306,-0.1185,-0.0819,-0.0348,-0.1043,-0.0859,-0.1001,-0.1815,-0.0766,-0.1478,-0.1132,-0.1558,-0.1189,0.1496,-0.0537,1.4622,-0.0668,0.7363,-0.0625,1.4013,-0.0155,0.5807,0.9284,0.6796,-0.0534,0.3354,0.0294,0.547,0.2352,0.0042,-0.0041,0.7563,-0.1715,-0.0332,-0.0622,1.4726,1.935,0.1086,0.1556,-0.0807,-0.0698,-0.1114,0.0568,0.0958,0.0638,-0.1021,-0.0994,1.3948,0.0062,-0.1629,0.5525,1.4859,-0.1212,-0.0547,1.3758,1.4133,1.0565,1.6995,1.5101,0.144,1.5556,0.3254,-0.0493,0.7716,1.0551,-0.1108,0.6761,1.539,-0.1118,1.0045,0.2831,1.0388,1.0637,0.8893,1.1066,-0.1903,1.9835,0.0909,0.0192,1.3845,1.3879,0.0665,-0.0173,-0.0164,0.0944,-0.0817,1.6139,0.0458,1.4982,0.6857,0.9357,0.109,0.7526,-0.0398,-0.1082,0.745,0.6795,-0.0588,Control
