@relation data

@attribute id string
@attribute 1017 numeric
@attribute 10393 numeric
@attribute 10459 numeric
@attribute 107 numeric
@attribute 10734 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 10971 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 11261 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 151648 numeric
@attribute 163688 numeric
@attribute 196883 numeric
@attribute 23291 numeric
@attribute 245711 numeric
@attribute 246184 numeric
@attribute 25847 numeric
@attribute 26271 numeric
@attribute 27127 numeric
@attribute 27330 numeric
@attribute 286151 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 367 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 387778 numeric
@attribute 4085 numeric
@attribute 4342 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 51806 numeric
@attribute 5241 numeric
@attribute 5499 numeric
@attribute 5500 numeric
@attribute 5501 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 5529 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5613 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6300 numeric
@attribute 63928 numeric
@attribute 64506 numeric
@attribute 64682 numeric
@attribute 6500 numeric
@attribute 6790 numeric
@attribute 699 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 7534 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8243 numeric
@attribute 8454 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 891 numeric
@attribute 8945 numeric
@attribute 898 numeric
@attribute 89869 numeric
@attribute 9088 numeric
@attribute 9126 numeric
@attribute 9133 numeric
@attribute 9134 numeric
@attribute 9232 numeric
@attribute 9700 numeric
@attribute 9748 numeric
@attribute 983 numeric
@attribute 991 numeric
@attribute 995 numeric
@attribute 996 numeric
@attribute 9978 numeric
@attribute 9985 numeric
@attribute Class {Control,BRCACancer}

@data
A11,0.9891,0.2933,0.6959,0.0065,0.0219,-0.039,0.1749,0.6325,-0.0277,0.1511,1.2188,1.6138,-0.1337,0.4049,0.082,0.137,0.0902,0.4316,0.0131,-0.0296,0.8316,0.363,-0.1523,-0.1182,-0.0777,0.421,0.8459,-0.0712,0.2811,-0.096,0.4946,0.7943,0.4163,-0.1114,0.1075,-0.2445,0.3512,1.0158,0.1769,-0.1819,-0.1422,2.1131,1.7109,2.3951,1.4128,0.815,1.2934,0.9172,1.0891,0.4543,1.3667,0.8513,0.5975,0.6176,1.0314,0.9854,1.0712,0.8889,0.8992,-0.0094,1.8048,0.9765,0.5921,0.8499,0.7337,0.04,1.6868,-0.113,-0.1171,-0.1376,0.8273,0.7983,0.2979,0.0522,2.4022,0.6726,0.3116,1.3334,1.0061,2.2432,0.7597,2.1929,0.0765,0.1415,0.004,0.5991,0.4764,1.3042,0.7485,1.0335,1.289,0.2515,0.3659,0.3004,-0.1102,-0.0034,1.2176,0.0399,0.013,0.1572,0.0471,1.7316,-0.0248,-0.0152,-0.0072,0.6231,1.0675,0.4129,Control
A12,0.5104,0.2967,0.6771,0.1418,0.2048,0.0899,0.2956,0.3424,0.1141,0.187,1.0187,0.8764,-0.127,0.0162,-0.065,0.1439,0.0777,0.3904,-0.0701,-0.1184,0.769,0.3274,-0.1995,-0.1281,-0.174,0.1439,0.821,-0.1152,0.1116,-0.134,0.4476,0.3308,0.5281,0.4304,-0.0416,-0.3072,0.1738,1.0906,0.0825,-0.2837,-0.2611,1.6544,1.6023,2.2555,1.3762,0.5993,0.7434,0.4313,1.0704,0.4486,0.6908,0.8033,0.2166,0.4763,0.6565,0.8336,0.9017,0.7519,0.9088,-0.3354,1.2884,0.6537,0.3092,0.5054,0.6804,0.1467,1.2042,-0.2273,-0.1527,-0.1291,0.6441,0.7414,0.1279,0.0819,1.7834,0.4501,0.439,1.1176,0.3716,1.7425,0.6016,1.9669,0.1738,0.5523,0.1559,0.3965,0.2592,0.839,0.6786,0.8057,0.9314,0.4205,0.1452,0.0702,-0.1073,-0.008,0.8041,-0.2534,-0.2406,0.5781,-0.1016,1.1099,-0.0967,0.2113,0.1028,0.349,0.7566,0.0768,Control
B01,0.8005,0.4229,0.5342,0.1211,0.1898,0.0443,0.2545,0.6318,0.0072,0.1479,0.9312,1.224,-0.1404,0.0955,-0.025,-0.0097,0.088,0.616,-0.1736,0.2165,0.8111,0.5831,-0.1113,-0.0981,-0.2341,0.2394,1.3504,-0.0725,0.5865,-0.1566,0.6977,0.7744,0.6403,-0.0205,0.4269,-0.5499,0.6,1.225,-0.0693,-0.5864,-0.2628,1.2865,1.7998,2.3558,1.7176,0.7725,1.0859,0.8704,1.3219,0.2978,1.2466,0.8455,0.4506,0.6832,1.1579,1.246,1.3763,0.7207,0.9636,-0.275,1.5393,0.7649,0.6422,0.8828,0.6135,0.1028,1.6935,-0.406,-0.1745,-0.0234,0.9681,1.6457,0.1222,0.0744,2.4564,0.7235,0.5288,0.9992,1.0766,2.4417,1.5624,1.8282,-0.164,0.3388,-0.0201,0.7791,0.4152,1.3915,0.9691,1.0784,1.3661,0.5164,0.4109,0.3859,-0.072,-0.1265,1.3615,0.0534,-0.0935,0.2493,-0.021,1.7125,-0.2075,-0.1033,0.0364,0.72,1.315,0.5791,Control
B02,1.0142,0.347,0.9601,0.0335,0.1736,-0.0131,0.2964,0.7383,0.0023,0.1195,1.2179,1.7645,-0.1385,0.2924,0.1127,0.0859,0.1317,0.5963,-0.0662,0.2503,1.1093,0.6975,-0.1412,-0.0955,-0.0692,0.6799,1.3915,-0.08,0.3039,-0.0717,0.5838,0.6452,0.837,0.0706,0.3337,-0.1804,0.5865,1.5082,0.2231,-0.1474,-0.1608,2.0984,2.0838,2.5817,1.9071,0.8361,1.4757,0.8881,1.4678,0.5205,1.2866,1.1175,0.4321,0.6486,1.0794,1.34,1.2917,0.9567,1.0223,-0.1605,1.7139,1.0793,0.6051,0.9827,0.9415,0.1062,1.7893,-0.0206,-0.126,-0.0989,1.1161,1.5724,0.2013,0.1607,2.6982,0.7183,0.6927,1.2788,1.1539,2.7387,1.4678,2.1911,0.0852,0.2671,0.0542,0.6005,0.5354,1.5263,1.0457,1.3442,1.4671,0.5398,0.3414,0.5334,-0.0989,0.0941,1.34,0.0231,0.0297,0.3788,-0.0257,1.7279,0.0253,0.0138,0.1634,0.6761,1.395,0.8361,Control
B03,0.7245,0.4529,0.7682,-0.0049,0.1122,-0.0157,0.2716,0.6303,-0.0034,0.1163,1.1754,1.5419,-0.1298,0.2058,-0.0149,0.0725,0.1255,0.603,-0.0804,0.1749,0.9404,0.6931,-0.1468,-0.078,-0.1544,0.4737,1.3667,-0.0731,0.3365,-0.0924,0.6546,0.6863,0.7144,-0.0649,0.3951,-0.1955,0.5583,1.3374,0.074,-0.2766,-0.1721,1.9167,2.0664,2.5639,1.8553,0.766,1.3093,0.8912,1.4436,0.47,1.3624,0.974,0.4853,0.7216,1.1446,1.3327,1.3822,0.8786,1.0227,-0.1774,1.7231,0.9322,0.6391,1.0434,0.8717,0.0777,1.7773,-0.1355,-0.1666,-0.0484,1.0198,1.541,0.119,0.1186,2.6786,0.6356,0.5766,1.0836,1.0814,2.6709,1.5039,2.044,0.0245,0.2584,-0.0126,0.6969,0.5053,1.4414,0.9988,1.2373,1.4336,0.4012,0.336,0.3278,-0.0166,-0.0024,1.2995,0.0873,-0.0847,0.2021,0.026,1.7035,0.063,-0.0444,-0.0073,0.7104,1.2963,0.5856,BRCACancer
B04,0.5786,0.6028,0.6047,0.0414,0.0579,-0.0126,0.2781,0.953,-0.0089,0.0945,0.9782,1.7402,-0.2206,0.4092,0.0697,0.1499,0.1033,0.8943,-0.0574,0.0351,0.6429,0.3366,-0.2331,-0.1243,-0.2309,0.3923,1.2497,-0.0923,0.5077,-0.0956,0.9247,1.0079,0.7904,0.0146,0.1021,-0.0084,0.7608,1.1797,0.0443,-0.2827,-0.2268,1.546,1.8648,2.0517,1.5659,0.5713,1.0976,0.8618,1.4826,0.3753,1.7077,0.8904,0.7548,1.1801,1.3938,1.5488,1.7891,0.8361,1.2316,-0.0269,1.892,0.7103,0.7937,0.8951,0.8704,0.1477,1.7897,-0.0923,-0.1336,-0.1939,1.2084,1.4551,0.0725,0.0793,2.053,0.7935,0.7461,1.0923,1.1508,2.1272,1.4742,1.8986,-0.0229,0.154,0.0725,1.1183,0.5783,1.36,1.1241,0.9077,1.1671,0.4396,0.5286,0.2738,-0.1386,0.0624,1.0261,-0.0599,-0.0793,0.2301,-0.0754,1.6802,-0.145,0.0672,-0.0155,0.7627,1.2316,0.5378,BRCACancer
B05,0.6607,0.3649,0.6933,0.1073,0.1117,0.0274,0.2443,0.6076,0.0827,0.0862,1.0608,1.5683,-0.1946,0.2685,0.0229,0.1063,0.1212,0.4903,-0.0322,-0.0205,0.7711,0.3722,-0.147,-0.1077,-0.1225,0.3969,1.0339,-0.0708,0.1975,-0.0985,0.5067,0.6011,0.5639,0.1524,0.1176,-0.174,0.4468,1.1892,0.2597,-0.3327,-0.1919,1.9664,1.824,2.429,1.5339,0.7599,1.0423,0.6773,1.1387,0.4581,1.3629,0.8336,0.3161,0.5846,1.0679,0.9888,1.2404,0.9772,0.8478,-0.1407,1.7712,0.8091,0.4861,0.8195,0.7804,0.1613,1.5845,-0.1604,-0.1478,-0.2171,0.793,1.2026,-0.0514,0.1737,2.5809,0.6106,0.5105,1.1314,1.0027,2.5476,1.2093,2.0601,0.0799,0.3091,0.1191,0.5033,0.3698,1.2637,0.8091,0.7631,1.3151,0.3287,0.2736,0.304,-0.1533,0.1163,1.1174,-0.0826,-0.0546,0.4008,-0.0469,1.4219,-0.0617,0.1199,0.0149,0.5954,1.1894,0.6423,BRCACancer
B06,0.308,0.3103,0.357,0.0095,0.1926,0.0814,0.1166,0.4242,-0.036,0.0635,0.8203,1.1123,-0.15,-0.0515,-0.1868,-0.0165,0.0445,0.4556,-0.2125,-0.0644,0.5131,0.245,-0.29,-0.0698,-0.2861,0.1198,1.1564,-0.0464,0.1966,-0.0934,0.6137,0.5348,0.4722,-0.1984,0.1828,-0.6799,0.4109,0.8805,-0.1887,-0.6679,-0.2643,1.0591,1.494,2.1156,1.4358,0.5914,0.6971,0.6007,1.0463,0.266,0.9883,0.5586,0.223,0.6622,0.8725,0.9633,1.0844,0.4708,0.7287,-0.3896,1.2783,0.5053,0.5274,0.6327,0.4476,0.0056,1.3938,-0.4228,-0.2102,-0.0766,0.6517,1.1675,-0.0288,0.1037,2.1886,0.4492,0.2334,0.8639,0.64,2.1606,1.2963,1.547,-0.1689,0.261,-0.0479,0.5155,0.2511,1.0158,0.7877,0.8057,1.1826,0.1821,0.2561,0.0141,-0.0014,-0.197,0.9656,-0.1473,-0.2188,-0.0528,-0.2887,1.4687,-0.1916,-0.0663,0.0622,0.469,0.8813,0.2479,BRCACancer
B07,0.9975,0.4391,0.8192,0.0493,0.1735,-0.0353,0.3507,0.8514,0.0308,0.0254,1.1405,1.7998,-0.1603,0.3683,0.0456,0.1449,0.1885,0.6739,-0.0719,0.1769,0.947,0.7977,-0.1254,-0.0465,-0.121,0.6738,1.5546,-0.1148,0.2518,-0.1114,0.7463,0.7778,0.9134,0.2102,0.1907,-0.0685,0.7112,1.5366,0.1675,-0.1576,-0.1573,1.9256,1.9711,2.4361,1.8213,0.8726,1.3097,1.0208,1.6187,0.5994,1.5654,1.1095,0.4902,0.7926,1.269,1.556,1.3692,1.0137,1.1525,-0.1627,1.792,1.0321,0.6798,1.0143,0.9039,0.0924,1.8335,-0.1399,-0.1262,-0.1737,1.0344,1.5091,0.2014,0.256,2.5831,0.7835,0.5841,1.2898,1.2474,2.7136,1.3503,2.1078,-0.001,0.1795,0.0898,0.7844,0.6054,1.5097,1.1628,1.3605,1.5225,0.4851,0.4382,0.4731,-0.0707,0.0148,1.3704,0.117,0.13,0.2957,-0.0847,1.9249,0.1418,0.2066,0.0368,0.828,1.3569,0.8614,BRCACancer
B08,1.074,0.25,0.6755,0.0052,0.0271,-0.0469,0.2932,0.5538,-0.0333,0.1898,1.3989,1.7043,-0.1058,0.2051,0.0483,0.1265,0.1366,0.4415,-0.0453,0.1914,0.8506,0.6332,-0.0657,-0.0412,-0.0828,0.5964,1.047,-0.0749,0.2442,-0.0482,0.4203,0.6194,0.5477,0.6504,0.2182,-0.1679,0.3967,1.1303,0.2068,-0.1868,-0.1418,2.1701,1.8798,2.5715,1.6709,0.9851,1.4326,0.8409,1.2385,0.5933,1.0439,0.8955,0.3944,0.4368,1.016,0.9282,1.0281,1.01,1.0315,-0.0362,1.6981,1.0572,0.667,0.9276,0.827,0.0338,1.7098,0.0247,-0.0603,-0.1321,0.9488,0.845,0.2433,0.2315,2.5998,0.8018,0.3549,1.734,1.0174,2.4386,1.1764,2.4655,0.119,0.1689,0.0524,0.4077,0.5195,1.4271,0.8651,1.0721,1.3525,0.3715,0.3602,0.3684,-0.0839,0.1255,1.3146,0.1643,0.0904,0.0919,0.0235,1.6309,0.1215,0.0682,0.0042,0.7117,1.2838,0.4844,Control
