@relation data

@attribute id string
@attribute 4208 numeric
@attribute 3725 numeric
@attribute 4209 numeric
@attribute 4149 numeric
@attribute 4207 numeric
@attribute 1147 numeric
@attribute 5894 numeric
@attribute 4205 numeric
@attribute 6772 numeric
@attribute 6464 numeric
@attribute 2002 numeric
@attribute 5062 numeric
@attribute 1050 numeric
@attribute 6416 numeric
@attribute 8569 numeric
@attribute 8737 numeric
@attribute 1386 numeric
@attribute 9693 numeric
@attribute 8491 numeric
@attribute 4217 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5600 numeric
@attribute 9448 numeric
@attribute 5605 numeric
@attribute 673 numeric
@attribute 9252 numeric
@attribute 5606 numeric
@attribute 4214 numeric
@attribute 5603 numeric
@attribute 4215 numeric
@attribute 5604 numeric
@attribute 4216 numeric
@attribute 5609 numeric
@attribute 4294 numeric
@attribute 4293 numeric
@attribute 3551 numeric
@attribute 5607 numeric
@attribute 4296 numeric
@attribute 1385 numeric
@attribute 5608 numeric
@attribute 6885 numeric
@attribute 1326 numeric
@attribute 7786 numeric
@attribute 9064 numeric
@attribute 11184 numeric
@attribute 11183 numeric
@attribute 6196 numeric
@attribute 1616 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 5596 numeric
@attribute 5597 numeric
@attribute 8986 numeric
@attribute 5598 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 5879 numeric
@attribute 4609 numeric
@attribute 5594 numeric
@attribute 6195 numeric
@attribute 7867 numeric
@attribute 5871 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 1432 numeric
@attribute 8550 numeric
@attribute 6300 numeric
@attribute 5970 numeric
@attribute 9261 numeric
@attribute 7042 numeric
@attribute 2872 numeric
@attribute 7040 numeric
@attribute 7186 numeric
@attribute 369 numeric
@attribute 9020 numeric
@attribute 7046 numeric
@attribute 8717 numeric
@attribute 7043 numeric
@attribute 5058 numeric
@attribute 6667 numeric
@attribute 9175 numeric
@attribute 2353 numeric
@attribute 10746 numeric
@attribute Class {Control,BRCACancer}

@data
B06,0.7218,0.3086,0.5975,0.7725,-0.1702,1.1032,1.4508,0.7521,2.2731,0.4776,-0.0943,0.6924,-0.5096,0.4002,0.6747,1.0197,1.2558,0.6516,0.4282,0.6936,0.8584,0.0728,-0.3907,0.8494,-0.0139,0.3236,0.3382,0.3251,1.6836,0.4015,0.6712,0.5274,0.7383,0.1049,-0.1925,0.0211,0.8602,0.3071,0.304,1.416,0.4629,1.0289,0.5711,0.4203,-0.1616,0.4621,0.7856,0.0056,0.3958,1.3938,0.8575,0.2563,1.1253,0.5053,-0.1188,0.5191,-0.1218,0.0583,1.2056,1.5007,0.4988,0.6295,1.2783,0.4476,0.7359,0.3264,-0.0263,0.9729,1.0091,1.013,-0.4228,0.8016,0.7222,0.0968,0.5711,1.3579,-0.169,0.9006,0.3254,1.1808,0.4486,0.2262,0.8608,1.4454,0.0876,0.6734,1.2838,BRCACancer
B07,0.9278,1.0713,1.0717,1.148,0.0984,1.4799,1.951,1.0057,2.7551,0.879,0.2699,1.0305,0.3459,0.6667,0.932,1.5135,1.682,0.8499,0.516,1.062,1.2765,-0.0018,0.0257,1.1158,0.486,0.5811,0.6786,0.8574,2.0738,1.0787,1.1011,0.6798,1.0822,0.5956,0.2153,0.1144,1.2148,0.4836,0.7852,1.8168,0.5065,1.4521,0.8337,0.8648,0.1661,1.2655,1.0457,0.0924,0.7357,1.8335,1.177,0.7926,1.6451,1.0321,-0.142,0.7092,0.5686,0.4366,1.4768,2.1568,0.7269,1.1546,1.792,0.9039,1.1764,0.7905,0.3789,1.4186,1.4636,1.449,-0.1399,1.4052,1.0546,0.0683,1.2897,2.1339,0.2551,1.4505,0.7673,1.5779,1.2031,0.1792,1.26,1.9367,0.0177,1.1335,1.7905,BRCACancer
B08,0.5768,1.1173,0.6966,1.095,0.104,1.4267,1.5728,0.7458,1.6234,0.7952,0.3521,0.7563,0.7589,0.4788,0.5301,1.1911,1.4027,0.5785,0.3613,0.7818,0.9295,0.0215,0.1273,0.6901,0.444,0.3902,0.5668,0.7926,1.8445,0.8112,0.8861,0.667,0.7786,0.5798,0.1586,0.0585,0.8656,0.3559,0.8695,1.5686,0.433,1.1057,0.7369,0.6773,0.192,0.9371,1.0113,0.0338,0.6425,1.7098,1.007,0.7385,1.6528,1.0572,-0.0592,0.5923,0.5992,0.4735,1.2024,1.9468,0.4862,1.1963,1.6981,0.827,1.1754,0.9031,0.3671,1.0803,1.2368,1.2653,0.0247,1.2641,0.7547,0.1441,1.3543,2.3817,0.218,1.3196,0.6147,1.2824,1.1586,0.0031,1.2287,2.0082,-0.0486,1.386,1.5794,Control
B09,1.0196,0.8029,0.834,1.31,0.0996,0.9438,1.5204,1.2017,2.1007,0.6547,0.1412,0.9353,0.1631,0.8406,0.5874,1.1683,1.319,0.7856,0.5503,1.181,0.8686,-0.0231,-0.0968,1.3044,0.3163,0.7376,0.9168,0.6986,2.6368,0.6791,1.0287,0.7209,1.019,0.4622,0.1123,0.1472,1.0191,0.6777,0.5893,1.4345,0.6246,1.2557,0.9148,0.51,-0.0526,0.8159,1.0172,0.0856,0.4842,1.727,0.9742,0.457,1.6703,0.6103,-0.0795,0.6969,0.2808,0.3705,1.3963,2.012,0.6499,0.7747,1.8255,0.6669,0.9332,0.7508,0.2529,1.0942,1.3351,1.2698,-0.1495,1.0746,0.925,0.0927,1.175,1.9542,0.1315,1.1152,0.6344,1.468,0.7425,0.0089,0.8196,1.6369,-0.0599,1.357,1.4468,Control
B10,0.8288,0.8277,0.6462,0.7585,0.0298,1.0406,1.466,0.8956,2.1542,0.7099,0.1651,0.9486,0.1871,0.5586,0.5716,1.2365,1.5029,0.7072,0.4996,0.9829,0.9729,-0.0554,-0.0692,1.0611,0.1761,0.6824,0.5319,0.5039,2.5141,0.7544,0.9214,0.6102,0.896,0.3403,0.0493,0.0139,0.9582,0.3855,0.5595,1.5664,0.4213,1.2484,0.6296,0.3155,0.0637,0.5574,0.7498,0.1302,0.4338,1.5017,0.8469,0.3491,1.5222,0.6316,-0.1167,0.517,0.2974,0.2383,1.488,1.5794,0.8182,0.7997,1.7394,0.774,1.037,0.4897,0.2365,0.9202,1.3763,1.0344,-0.1359,0.9463,0.8549,0.057,1.0286,1.6541,0.0985,0.9866,0.4409,1.2968,0.6592,-0.0423,0.9727,1.7583,0.0519,1.762,1.6186,Control
B11,0.6971,0.9367,0.7751,1.0043,0.043,1.2072,1.3773,0.8651,2.0352,0.7097,0.2253,0.8346,0.6737,0.5536,0.5767,1.1771,1.2841,0.7224,0.4644,0.9361,0.96,0.015,-0.0522,0.836,0.3957,0.5422,0.5827,0.759,2.092,0.6434,0.8258,0.5357,0.8405,0.376,0.0909,0.0594,0.8689,0.4921,0.8031,1.4935,0.4453,1.1064,0.6843,0.4887,0.1899,0.8551,0.7785,0.0903,0.6831,1.558,0.9909,0.4995,1.7628,0.9134,-0.098,0.6347,0.4743,0.4532,1.3382,1.9276,0.5737,1.0451,1.6375,0.8229,1.1811,0.7137,0.4132,0.9405,1.35,1.1908,-0.042,1.2114,0.8262,0.1012,1.3803,2.5363,0.1268,1.1679,0.5328,1.2204,0.8388,-0.0199,1.2778,1.8999,0.0021,2.0348,1.7304,Control
B12,0.7332,0.4094,0.5691,0.9032,0.139,0.5564,1.2915,1.0179,2.0098,0.5071,0.1298,0.861,0.0289,0.4809,0.6549,0.7665,1.1807,0.5401,0.4755,0.7802,0.6759,-0.0057,-0.1087,1.2312,0.2992,0.6069,0.5605,0.5235,2.5645,0.4891,0.8388,0.613,0.8175,0.2893,0.0491,0.0177,1.0292,0.4711,0.389,1.2122,0.3131,1.0496,0.5031,0.3884,0.0026,0.485,0.5497,0.074,0.2267,1.3388,0.8328,0.2972,1.3374,0.4982,-0.123,0.5092,0.1043,0.1848,1.2842,1.5991,0.6707,0.7152,1.4211,0.5307,0.7643,0.4973,0.2142,0.7469,1.113,0.861,-0.0933,0.777,0.8296,0.0668,0.749,1.5348,0.1258,0.8072,0.4741,1.2306,0.6716,-0.0477,0.7335,1.315,-0.0861,0.998,1.0739,Control
C01,1.01,1.2058,1.0566,1.1007,0.1186,1.38,1.7093,1.1769,2.0151,0.7971,0.3028,1.0745,0.6957,0.6277,0.8149,1.3942,1.4373,0.8758,0.5489,0.96,0.9902,0.0114,-0.0058,1.0533,0.5529,0.5683,0.6386,0.9687,2.2111,0.9055,1.3333,0.7845,0.8987,0.6366,0.1592,0.0395,1.1534,0.5046,0.9886,1.6227,0.5762,1.2559,0.8571,0.7244,0.2668,1.0153,0.9221,0.1335,0.632,1.6252,1.0064,0.8192,1.8228,1.0379,-0.1057,0.631,0.7195,0.5618,1.4466,1.9287,0.7435,0.9066,1.903,1.0105,1.4998,0.921,0.4401,1.167,1.4476,1.2974,-0.1073,1.4302,1.1356,0.0901,1.4836,2.3079,0.229,1.4027,0.7814,1.4296,1.1134,0.0773,1.4181,2.0415,-0.0158,1.5999,1.8115,BRCACancer
C02,0.7336,1.0213,0.9413,0.9488,0.1404,1.2322,1.7086,0.6527,2.0997,0.8402,0.4252,0.9516,0.9505,0.4751,0.6921,1.3934,1.441,0.6963,0.4686,0.859,1.0013,0.0668,0.1277,0.8648,0.5078,0.551,0.5512,0.8616,1.9153,1.0455,0.95,0.5194,0.8957,0.6791,0.2755,0.0458,1.0308,0.3291,0.8697,1.6381,0.3462,1.2553,0.7197,0.7077,0.2306,1.1417,0.7766,0.1241,0.7078,1.5747,0.9107,0.8665,1.5148,1.072,-0.119,0.492,0.7953,0.5152,1.3945,2.0466,0.5309,1.3597,1.6208,1.0832,1.3948,0.967,0.5316,0.9944,1.1796,1.1704,-0.0187,1.5139,0.9434,0.1446,1.6345,2.3737,0.2922,1.2912,0.6195,1.142,1.2914,0.0433,1.0354,1.9417,0.0392,1.4708,1.7247,BRCACancer
C03,0.7258,1.1628,1.1714,1.1253,0.1805,1.376,1.8787,0.8636,2.5141,0.9851,0.4809,1.0312,0.9621,0.6092,0.825,1.5355,1.5388,0.8103,0.5223,0.8873,1.0868,0.0173,0.1151,1.0321,0.6919,0.5454,0.5661,0.9484,2.027,1.2029,1.1666,0.6452,0.9684,0.8146,0.3311,0.1238,1.1489,0.4061,1.1394,1.6651,0.3827,1.3089,0.9494,0.9657,0.3377,1.3613,0.8773,0.1377,0.8005,1.6109,1.0733,1.0065,1.5281,1.1353,-0.122,0.6894,0.9316,0.6534,1.3917,2.1791,0.747,1.2076,1.816,1.1488,1.4698,1.112,0.5973,1.2159,1.3531,1.304,-0.0448,1.6895,1.1593,0.1268,1.5829,2.4757,0.3394,1.5875,0.8353,1.5478,1.4113,0.113,1.2486,2.0143,0.0429,1.192,1.7821,BRCACancer
