@relation data

@attribute id string
@attribute 10376 numeric
@attribute 10381 numeric
@attribute 10382 numeric
@attribute 10383 numeric
@attribute 107 numeric
@attribute 10746 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1453 numeric
@attribute 153 numeric
@attribute 1812 numeric
@attribute 1813 numeric
@attribute 1902 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 203068 numeric
@attribute 23236 numeric
@attribute 2697 numeric
@attribute 2767 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2885 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 3265 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 347688 numeric
@attribute 347733 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 56034 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5607 numeric
@attribute 5613 numeric
@attribute 56604 numeric
@attribute 57369 numeric
@attribute 5894 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 7082 numeric
@attribute 7277 numeric
@attribute 7278 numeric
@attribute 7280 numeric
@attribute 7846 numeric
@attribute 79861 numeric
@attribute 80310 numeric
@attribute 81027 numeric
@attribute 84617 numeric
@attribute 84790 numeric
@attribute 983 numeric
@attribute Class {Control,BRCACancer}

@data
A11,0.2166,0.1523,0.2625,1.5203,-0.0037,1.2941,-0.0447,0.1771,-0.0329,0.1431,1.647,-0.1336,0.4234,1.3025,0.3136,-0.061,-0.0458,0.1683,0.2605,-0.018,0.1056,0.2866,0.6393,-0.2457,-0.0695,-0.0464,0.5898,1.5047,0.5344,0.6091,1.5523,-0.1354,-0.1251,-0.1305,0.3637,0.2933,0.2904,-0.0602,0.0407,-0.2143,-0.6502,0.0625,0.5047,0.8112,0.4282,1.4146,2.4753,0.2353,0.1526,-0.0382,0.2063,1.4793,0.5867,-0.0621,0.9115,0.9113,-0.0051,0.3263,0.9853,-0.1178,-0.1128,-0.0326,1.8347,0.9926,0.5001,0.1821,0.6056,0.4262,0.4864,0.8719,-0.1896,-0.0309,1.2804,0.7415,1.1993,0.2186,-0.0989,1.0512,0.6011,0.4321,0.8121,-0.1872,0.2378,3.4804,0.3254,0.3014,-0.0485,Control
A12,0.0659,0.0507,0.073,1.1583,0.1315,1.1227,0.0846,0.2876,0.106,0.1753,0.9007,-0.1268,0.0378,0.8695,0.1743,0.1702,-0.1652,0.1236,0.5833,0.1048,0.0937,0.2406,0.1726,-0.1771,-0.0414,-0.0219,0.5364,1.3056,0.1356,0.3465,1.1373,-0.084,-0.2088,-0.1732,0.3684,0.3915,0.2032,-0.0029,0.1745,-0.2333,-0.638,0.1951,0.458,0.3529,0.5382,0.8721,2.575,0.4062,0.0502,0.1046,0.2678,0.8977,0.2473,-0.0411,0.786,0.9203,-0.3279,0.1184,0.5269,-0.2487,-0.1082,-0.0031,1.3126,0.6672,0.0834,0.2784,0.3165,0.1908,0.1898,0.5241,0.2809,-0.0706,1.1644,0.5292,0.783,0.1258,-0.1682,1.3748,0.2884,0.4662,0.4262,-0.2521,-0.0656,3.9275,0.1254,0.2929,-0.0909,Control
B01,0.468,-0.0196,-0.0632,0.8142,0.1108,1.628,0.0389,0.25,0.0013,0.1403,1.2525,-0.1404,0.1165,1.2528,-0.0539,-0.0119,-0.0437,0.1767,0.4203,0.0118,0.1035,0.323,0.3587,-0.2821,-0.0625,0.1658,0.7127,1.4935,0.5769,0.5895,1.5002,-0.1399,-0.1874,-0.151,0.2603,0.2577,0.1584,-0.0286,0.0909,-0.2451,-1.1634,0.0613,0.7067,0.7916,0.6486,1.5366,2.5536,0.1887,-0.1167,0.0218,0.1125,1.4475,0.2449,-0.0318,0.7574,0.9718,-0.2682,0.5839,0.9472,-0.434,-0.1007,0.1492,1.5662,0.7793,0.2353,0.1806,0.6567,0.1449,0.5077,0.9051,-0.1563,-0.4334,1.6434,0.9141,1.2709,0.1574,-0.2066,1.2227,0.5321,0.2614,0.7875,-0.1556,-0.1211,2.917,0.079,0.2335,-0.1561,Control
B02,0.6002,0.1132,0.2154,1.4464,0.0233,1.656,-0.0187,0.2884,-0.0035,0.1148,1.7995,-0.1385,0.3118,1.5534,0.3448,-0.0499,-0.0773,0.1164,0.4014,-0.0267,0.1452,0.8662,0.2607,-0.0824,0.0707,0.0312,0.9572,1.7025,0.34,0.704,1.6034,-0.1298,-0.1431,-0.1547,0.2933,0.4006,0.3404,-0.0453,-0.0489,-0.1751,-0.3757,0.0446,0.5934,0.6638,0.8422,1.5341,3.1429,0.4217,0.0936,0.012,0.2816,1.8017,0.5812,-0.0654,0.9736,1.0268,-0.1548,0.3378,0.785,-0.1472,-0.0872,0.073,1.7427,1.0963,0.5218,0.2172,0.6188,0.4126,0.4002,1.006,-0.0421,-0.1333,1.8632,0.8807,1.2116,0.4168,-0.1141,1.551,0.6804,0.6337,1.2422,-0.0916,0.0192,3.3829,0.2446,0.3852,-0.019,Control
B03,0.3984,0.1624,0.0759,1.1532,-0.0151,1.7085,-0.0213,0.2657,-0.009,0.112,1.5743,-0.1297,0.2259,1.452,0.1937,-0.0554,-0.0763,0.255,0.0772,-0.0568,0.1393,0.6078,0.3661,-0.129,-0.0014,0.0294,0.7691,1.6628,0.4581,0.6633,1.5674,-0.1609,-0.1145,-0.1334,0.142,0.168,0.2646,-0.0142,-0.0446,-0.2394,-0.469,-0.0202,0.6638,0.7044,0.7215,1.6305,2.9071,0.1054,0.0918,-0.0159,0.0957,1.6027,0.4731,-0.0366,0.9021,1.0272,-0.1715,0.3907,0.9095,-0.1904,-0.099,-0.0157,1.7521,0.9479,0.3786,0.127,0.6536,0.3093,0.402,1.0673,-0.1312,-0.1862,1.7244,0.9276,1.2222,0.269,-0.1436,1.2333,0.632,0.372,1.0873,-0.1431,0.0403,2.0216,0.1644,0.2774,0.0032,BRCACancer
B04,0.0982,0.1319,0.0241,1.1114,0.0312,1.7879,-0.0182,0.2717,-0.0145,0.0924,1.7749,-0.2223,0.4276,1.3938,0.2511,0.0502,-0.117,0.2768,0.4419,-0.0234,0.1181,0.5546,0.8222,-0.131,-0.0557,0.0393,0.8921,1.3641,1.0542,0.6721,1.6385,-0.1226,-0.1443,-0.1889,0.5173,0.3786,0.1782,-0.1151,-0.0244,-0.2605,-0.766,0.0893,0.9323,1.0224,0.7962,1.3969,2.4183,0.4232,0.124,0.0352,0.3197,1.6955,0.4117,-0.1142,0.8631,1.2233,-0.0225,0.6402,1.5857,-0.1718,-0.0977,0.0285,1.9229,0.7243,0.2317,0.4015,0.8115,0.3653,0.6805,0.9176,-0.2661,-0.0874,1.7237,1.4335,1.2706,0.3471,-0.1348,1.1604,0.5269,0.4462,0.6176,-0.0957,0.2951,3.3464,0.1984,0.2141,-0.1193,BRCACancer
B05,0.268,0.0523,0.1165,1.2445,0.0971,1.2915,0.0219,0.2407,0.0753,0.085,1.6009,-0.1957,0.2881,1.5014,0.2707,-0.0992,-0.0552,-0.0095,0.2665,0.0386,0.1352,0.5542,0.1639,-0.0201,-0.1221,-0.018,0.8147,1.5271,0.2673,0.5904,1.4949,-0.1066,-0.1889,-0.2,0.416,0.2841,0.2381,-0.1022,0.0127,-0.1927,-0.8039,0.1273,0.5168,0.6201,0.5735,1.2745,2.3386,0.2711,0.0035,0.0372,0.3151,1.6773,0.4203,-0.1119,0.9923,0.8631,-0.1351,0.1887,0.8601,-0.2041,-0.1342,0.017,1.8007,0.8239,0.418,0.2254,0.4972,0.3668,0.326,0.8413,-0.0167,-0.0521,1.4156,0.7814,1.2163,0.2846,-0.1726,1.1386,0.5034,0.4937,0.6574,-0.2141,-0.0463,3.1198,0.1754,0.3501,-0.0703,BRCACancer
B06,0.0138,-0.0514,-0.0982,0.5958,-8e-04,1.285,0.076,0.1237,-0.0411,0.0647,1.1394,-0.1503,-0.0293,1.0791,-0.1031,-0.1773,-0.1598,0.0826,0.3649,-0.0104,0.0621,0.3662,0.3007,-0.2661,-0.1509,0.1532,0.4868,1.3365,0.3375,0.3913,1.1292,-0.0587,-0.1938,-0.0648,0.1732,0.1697,-0.0061,0.0239,0.0176,-0.2529,-1.247,-0.0243,0.6232,0.5546,0.4832,1.0451,2.0849,0.1626,-0.1438,0.0928,0.0157,1.3882,0.1163,0.0084,0.5286,0.7513,-0.3816,0.1906,0.7212,-0.4449,-0.1278,0.0933,1.3023,0.5177,0.075,0.1463,0.5394,-0.0057,0.3168,0.6527,-0.2685,-0.3921,1.4461,0.7812,1.0038,-0.0707,-0.1628,0.955,0.1429,0.3525,0.4014,-0.4159,-0.0586,3.0098,0.0017,0.0259,-0.1468,BRCACancer
B07,0.5152,0.0721,0.2104,1.3281,0.0391,1.7764,-0.041,0.3381,0.0244,0.0305,1.8352,-0.1607,0.3871,1.5906,0.2153,0.0062,-0.1409,0.1429,0.4331,-0.02,0.1993,0.7536,0.3325,-0.1619,0.0306,0.0062,0.9767,1.7369,0.3625,0.7489,1.6266,-0.1122,-0.1218,-0.1108,0.3513,0.3429,0.38,-0.0392,0.0042,-0.2125,-0.6063,0.0915,0.755,0.7949,0.9173,1.5831,2.8997,0.3941,0.102,0.0426,0.3019,1.8805,0.5681,-0.0749,1.0257,1.149,-0.1569,0.2531,0.9385,-0.1719,-0.0857,0.0824,1.8217,1.0487,0.45,0.2257,0.6951,0.4908,0.4927,1.0379,-0.0629,-0.1462,1.9525,1.1751,1.3281,0.3629,-0.1158,1.5067,0.8437,0.5742,0.8973,-0.1979,0.1943,3.2059,0.347,0.4234,0.0496,BRCACancer
B08,0.291,0.1587,0.2077,1.8924,-0.0051,1.5716,-0.0526,0.2855,-0.0384,0.1778,1.7385,-0.1052,0.2252,1.3516,0.3475,-0.0066,-0.0598,0.3115,0.6665,-0.0716,0.1498,0.4207,0.2795,-0.1243,0.1001,0.0308,0.7613,1.7617,0.2896,0.6844,1.6339,-0.1071,-0.1075,-0.1082,0.5925,0.5187,0.3687,-0.0044,-0.1081,-0.1443,-0.4971,0.1089,0.4308,0.6383,0.5576,1.4559,3.0033,0.6687,0.1944,-0.0054,0.0409,1.7224,0.7038,-0.023,1.0223,1.0355,-0.0317,0.242,0.7048,-0.0759,-0.0453,-0.005,1.7268,1.0739,0.4866,0.2775,0.682,0.4491,0.3655,0.9504,0.0221,-0.1283,1.5696,0.7597,1.3019,0.5462,-0.0616,1.4995,0.8,0.3451,1.0157,-0.1539,0.0559,4.4756,0.4911,0.5261,0.0376,Control
B09,0.4082,0.0622,0.0553,1.0671,-0.0189,1.4431,-0.0568,0.2227,-0.0341,0.1192,1.5841,-0.1501,0.1847,1.4646,0.1488,-0.0273,-0.1375,0.2406,0.562,-0.0452,0.1634,0.3555,0.7363,-0.0916,-0.0155,-0.0316,0.7395,1.0544,0.9284,0.6796,1.6507,-0.1637,-0.1351,-0.152,0.4581,0.4067,0.2599,-0.0469,0.0729,-0.2131,-0.5484,0.038,0.8773,0.9852,0.6223,1.1881,2.1589,0.481,0.166,-0.0016,0.0382,1.5556,0.3254,-0.0493,0.7716,1.0551,-0.1108,0.6761,1.539,-0.1118,-0.0865,-0.0743,1.8556,0.6235,0.3845,0.2529,0.7372,0.3222,0.6861,1.0045,-0.1842,-0.1971,1.5166,1.2186,1.2673,0.3244,-0.1562,1.2541,0.5341,0.434,0.8333,-0.0315,0.2208,4.0302,0.0829,0.4505,-0.1563,Control
B10,0.1505,0.1422,0.0479,1.0666,0.0631,1.6097,-0.0263,0.2004,-0.0107,0.0524,1.522,-0.169,0.2112,1.2205,0.2499,-0.1219,-0.1101,0.1712,0.2694,-0.0056,0.0767,0.405,0.579,-0.0765,0.0453,-0.0435,0.7754,1.4356,0.6993,0.4932,1.509,-0.1336,-0.1498,-0.1495,0.311,0.3151,0.2443,-0.0811,0.0755,-0.214,-0.5339,0.0641,0.6944,0.7306,0.5832,1.2227,2.6593,0.3289,0.0891,-0.0362,0.2398,1.5076,0.2981,-0.0904,0.7027,1.0905,-0.2745,0.405,1.1167,-0.0863,-0.0852,-0.0232,1.7685,0.645,0.2534,0.2588,0.624,0.1829,0.3949,0.9284,-0.1246,-0.1011,1.4615,1.0541,1.1165,0.2328,-0.1336,0.9925,0.5873,0.5241,0.5964,-0.1786,0.1,3.5257,0.1424,0.3069,-0.0314,Control
B11,0.1475,0.1526,0.1836,1.5162,-0.0029,1.7181,-0.0368,0.2103,0.0264,0.1526,1.5418,-0.1462,0.1991,1.276,0.115,0.0514,-0.1086,0.4486,0.6144,-0.0224,0.113,0.387,0.4488,0.0068,0.0817,0.0457,0.7904,1.5462,0.5084,0.6187,1.7392,-0.134,-0.135,-0.1374,0.4636,0.4773,0.4126,-0.036,0.0499,-0.1771,-0.536,0.0482,0.5697,0.7976,0.5183,1.3354,2.6495,0.4489,0.1099,0.0191,0.1497,1.696,0.6398,-0.0329,1.1206,0.8979,-0.1753,0.3123,0.9569,-0.0047,-0.0514,-0.0559,1.6655,0.929,0.4664,0.3509,0.5479,0.4011,0.5012,0.8914,0.222,-0.1594,1.3717,0.949,1.2658,0.4267,-0.0929,1.3911,0.7083,0.6542,0.8251,0.0038,0.0259,3.7824,0.2359,0.4882,0.0065,Control
B12,0.3505,0.1622,0.0203,0.8688,0.0589,1.0814,-0.0709,0.1341,-0.0087,0.0175,1.5314,-0.11,0.1318,1.2636,0.3429,-0.0884,-0.0819,0.2966,0.1879,-0.0631,0.041,0.3067,0.4228,-0.0992,-0.0173,0.023,0.637,0.7185,0.8178,0.5449,1.3322,-0.0883,-0.182,-0.1638,0.2764,0.2246,0.223,-0.0576,0.0201,-0.1332,-0.7541,-0.0191,0.693,0.6504,0.5279,0.938,1.1387,0.2543,0.105,-0.0106,0.0513,1.419,0.2497,-0.11,0.6792,0.7255,-0.1048,0.6519,1.3776,-0.1186,-0.1166,-0.0282,1.4468,0.5105,0.2004,0.1799,0.6269,0.3052,0.4803,0.7009,-0.14,0.0188,1.2848,1.0091,0.8422,0.2132,-0.1387,0.8072,0.3237,0.7424,0.604,-0.1086,-0.0935,3.4351,7e-04,0.1171,-0.0528,Control
C01,0.3344,0.1113,0.2114,1.7173,0.0598,1.7968,-0.0152,0.2995,0.0131,0.0422,2.0991,-0.2017,0.3192,1.6127,0.2852,-0.04,-0.1454,0.3187,0.4123,-0.0174,0.2219,0.6331,0.6491,-0.0632,0.0405,0.0246,1.0621,1.4869,0.7247,0.6989,1.7966,-0.1332,-0.186,-0.1821,0.5007,0.3553,0.4383,-0.1,-0.0601,-0.2027,-0.9043,0.1202,0.7023,0.8065,0.7498,1.499,2.7168,0.4387,0.1252,0.0115,0.2779,2.065,0.847,-0.1199,1.0811,0.8639,-0.0299,0.3616,1.229,-0.1739,-0.1212,-0.0156,1.9339,1.0546,0.5741,0.3176,0.8022,0.5572,0.5136,1.0348,-0.0207,-0.1308,1.7078,1.0332,1.3664,0.5989,-0.1392,1.3586,0.7512,0.5678,0.944,-0.2232,0.1054,3.5992,0.394,0.3538,0.0196,BRCACancer
