@relation data

@attribute id string
@attribute 11258 numeric
@attribute 7846 numeric
@attribute 5577 numeric
@attribute 8636 numeric
@attribute 11190 numeric
@attribute 85378 numeric
@attribute 984 numeric
@attribute 983 numeric
@attribute 10540 numeric
@attribute 10382 numeric
@attribute 79959 numeric
@attribute 10383 numeric
@attribute 4926 numeric
@attribute 80184 numeric
@attribute 9793 numeric
@attribute 55125 numeric
@attribute 5116 numeric
@attribute 95681 numeric
@attribute 84131 numeric
@attribute 7283 numeric
@attribute 55755 numeric
@attribute 22981 numeric
@attribute 27175 numeric
@attribute 9738 numeric
@attribute 9814 numeric
@attribute 9702 numeric
@attribute 80321 numeric
@attribute 121441 numeric
@attribute 27229 numeric
@attribute 4751 numeric
@attribute 54820 numeric
@attribute 7840 numeric
@attribute 10142 numeric
@attribute 5108 numeric
@attribute 1453 numeric
@attribute 1454 numeric
@attribute 5048 numeric
@attribute 22919 numeric
@attribute 22994 numeric
@attribute 22995 numeric
@attribute 10426 numeric
@attribute 55722 numeric
@attribute 8655 numeric
@attribute 114791 numeric
@attribute 55835 numeric
@attribute 3320 numeric
@attribute 1069 numeric
@attribute 5518 numeric
@attribute 7277 numeric
@attribute 5347 numeric
@attribute 10806 numeric
@attribute 8481 numeric
@attribute 10733 numeric
@attribute 22897 numeric
@attribute 10844 numeric
@attribute 11064 numeric
@attribute 5566 numeric
@attribute 11116 numeric
@attribute 80254 numeric
@attribute 1778 numeric
@attribute 1639 numeric
@attribute 1781 numeric
@attribute 9662 numeric
@attribute 203068 numeric
@attribute 7532 numeric
@attribute 891 numeric
@attribute 4957 numeric
@attribute 10121 numeric
@attribute 7531 numeric
@attribute 23332 numeric
@attribute 55142 numeric
@attribute Class {Control,BRCACancer}

@data
B03,0.8248,1.1,0.5802,0.5035,0.1382,0.715,1.1723,0.063,0.9546,0.0828,0.3138,1.1524,1.1083,0.5244,0.9361,1.1282,0.5135,0.2016,1.218,0.0678,0.8204,0.0298,0.218,0.4141,0.7389,1.0976,0.3947,1.1399,0.7131,-0.2032,0.6436,0.505,0.9702,1.5837,1.4219,0.3449,1.1057,1.0866,0.1226,0.5809,1.1541,0.1245,0.1015,0.6865,0.4019,0.9581,0.7052,1.3093,1.2318,-0.1539,0.2599,0.964,0.2819,0.4125,1.0595,1.2191,0.8786,0.5518,0.5108,1.5327,0.6368,0.2946,0.6186,0.6173,0.5766,0.4012,0.6182,1.2583,0.6356,0.9227,0.9035,BRCACancer
B04,0.5478,0.5986,1.2047,0.2326,0.1582,0.6394,1.167,-0.145,0.8746,0.0309,0.1317,1.1098,0.9995,0.3807,0.9603,1.2192,0.6737,0.2334,1.003,-0.0067,0.8529,-0.0145,0.2405,0.3342,0.6883,0.8082,0.5155,0.8135,0.7488,0.1115,0.8562,0.6175,1.2227,1.7492,1.3606,0.2773,1.236,0.8362,0.1204,0.4868,1.1493,0.2633,0.2006,0.5906,0.3104,0.6354,0.5942,1.0976,1.1595,0.0458,0.5587,0.9867,0.2885,0.3121,0.873,1.3604,0.8361,0.6655,0.5895,1.6901,0.6739,0.8318,0.6213,0.5619,0.7461,0.4396,0.6092,1.0925,0.7935,1.1774,0.6295,BRCACancer
B05,0.7116,0.6411,1.013,0.4686,0.0488,0.6173,0.985,-0.0617,0.8639,0.1234,0.1095,1.2456,0.9257,0.2428,0.8657,0.8999,0.5565,0.237,1.327,-0.0536,0.6782,-0.013,0.1355,0.306,0.588,0.8925,0.2963,0.8453,0.5112,0.2832,0.5664,0.4257,0.7826,1.3293,1.4738,0.3221,0.9922,0.9269,0.074,0.3502,0.979,0.1833,0.0374,0.482,0.2829,0.7922,0.7139,1.0423,1.138,-0.1026,0.2241,0.8388,0.3452,0.2863,0.9449,0.9554,0.9772,0.339,0.3976,1.485,0.5764,0.2509,0.385,0.5614,0.5105,0.3287,0.4436,1.1654,0.6106,0.8303,0.7095,BRCACancer
B06,0.4742,0.3679,0.9318,-0.1588,0.0429,0.4755,0.8128,-0.1916,0.6271,-0.0915,-0.001,0.5839,0.836,0.3583,0.7122,0.8579,0.2701,0.2302,0.9019,-0.1593,0.6626,-0.1105,0.0299,0.2363,0.4533,0.7966,0.2866,0.8536,0.4996,0.0971,0.4855,0.4556,0.8088,1.3081,1.03,-0.0171,0.8562,0.7132,-0.14,0.4382,0.8049,-0.0425,0.0394,0.3915,0.3924,0.6655,0.4032,0.6971,0.9562,-0.5261,0.1963,0.8355,0.1257,0.2345,0.7255,1.0725,0.4708,0.3752,0.4056,1.0733,0.4095,0.3606,0.2988,0.3659,0.2334,0.1821,0.2824,0.7805,0.4492,0.7703,0.5384,BRCACancer
B07,0.7816,0.8971,1.0142,0.5407,0.1974,0.8552,1.0127,0.1418,1.029,0.2173,0.3948,1.3307,1.1422,0.68,1.0912,1.2067,0.6477,0.3051,1.6836,0.0776,0.9258,0.0248,0.525,0.4714,0.8969,1.1379,0.4273,1.2142,0.8453,0.0023,0.8109,0.6358,1.1558,1.7173,1.5675,0.4018,1.2964,1.0275,0.2342,0.6993,1.243,0.268,0.2197,0.8059,0.5258,0.8132,0.6913,1.3097,1.5024,-0.0164,0.3321,1.2351,0.4756,0.4599,1.1738,1.5236,1.0137,0.6916,0.6389,1.6544,0.7317,0.4469,0.6778,0.769,0.5841,0.4851,0.6631,1.4486,0.7835,1.0385,0.9897,BRCACancer
B08,0.7848,1.0236,1.4494,0.5763,0.1409,0.6615,0.6379,0.1215,0.9913,0.2146,0.3973,1.9064,1.0828,0.441,0.9749,1.0328,0.4774,0.2693,1.1927,0.0653,0.7332,0.048,0.2737,0.5054,0.6014,1.0304,0.3546,1.1006,0.8844,0.1263,0.7232,0.3312,0.6882,1.2325,1.3164,0.3305,1.026,1.2209,0.1864,0.5258,1.1297,0.1699,0.2454,0.6007,0.3118,0.6412,1.0521,1.4326,1.4953,0.0986,0.1918,0.7399,0.1793,0.3286,0.9839,1.1025,1.01,0.3583,0.3552,1.4628,0.5688,0.2088,0.4043,0.4226,0.3549,0.3715,0.589,1.4835,0.8018,0.721,1.014,Control
B09,0.4706,0.8288,1.3319,0.3111,0.0686,0.6151,1.2968,-0.2078,0.7563,0.0621,0.1618,1.0646,0.9598,0.4405,0.9045,1.139,0.595,0.0838,1.2501,-0.1511,0.8382,0.0123,0.1355,0.3809,0.7526,0.7649,0.3168,0.7497,0.7258,0.0718,0.7783,0.597,1.0854,1.6051,1.435,0.3375,1.2157,0.7919,0.0648,0.4073,1.0494,0.127,0.0251,0.5946,0.3076,0.9921,0.6012,0.9781,1.2524,-0.0345,0.4394,0.9595,0.1078,0.3594,0.7817,1.3484,0.7362,0.5787,0.434,1.6448,0.5232,0.5341,0.5095,0.3547,0.6393,0.231,0.5064,0.9518,0.8023,1.0454,0.4511,Control
B10,0.4999,0.576,1.1453,0.2476,0.0428,0.4915,0.7389,0.0044,0.6715,0.0547,0.1519,1.064,0.8856,0.2745,0.7185,0.9357,0.3879,0.2387,1.2313,-0.0992,0.6051,-0.0092,0.022,0.2478,0.532,0.6869,0.2626,0.8273,0.5162,0.0492,0.596,0.4956,0.9343,1.5343,1.1786,0.1824,0.984,0.8818,0.0632,0.3898,0.9458,0.1056,0.1174,0.3728,0.1713,0.5125,0.6291,1.0456,0.9934,-0.0211,0.3645,0.7213,0.1483,0.1722,0.6206,1.0835,0.6609,0.4187,0.3887,1.5273,0.5462,0.5372,0.4804,0.4062,0.5327,0.2305,0.3337,0.978,0.6367,0.9137,0.6329,Control
B11,0.7224,0.8201,1.4263,0.5838,0.0818,0.5753,0.6742,0.0686,0.9041,0.1906,0.3705,1.5226,0.8834,0.2703,0.9301,0.9976,0.484,0.2177,0.9349,0.0607,0.7079,0.0474,0.1127,0.3062,0.4921,0.7575,0.301,1.001,0.7097,0.0118,0.6759,0.4728,0.861,1.3877,1.2368,0.2255,0.9276,0.9417,0.1411,0.3949,0.9905,0.1092,0.1703,0.5385,0.1508,0.5734,0.7699,1.0275,1.388,0.0798,0.3568,0.7014,0.253,0.2881,0.8372,1.0918,1.1173,0.3274,0.3952,1.591,0.5486,0.3033,0.4285,0.3875,0.491,0.6314,0.5057,1.2072,0.7199,0.7835,0.7432,Control
B12,0.2058,0.5841,1.0468,0.1479,-0.0041,0.5528,0.7872,-0.0319,0.5174,0.0271,0.0515,0.8623,0.8059,0.2102,0.4269,0.8036,0.495,0.1069,0.4502,-0.1405,0.5729,-0.0032,0.1983,0.0979,0.6282,0.5393,0.177,0.5037,0.3608,0.1082,0.6883,0.4839,0.8447,1.2531,1.2238,0.2188,0.8022,0.6691,0.0353,0.2343,0.7882,0.1819,0.1634,0.3165,0.0165,0.6104,0.1812,0.7638,0.8099,-0.0853,0.4194,0.7497,0.0488,0.1613,0.5823,0.9292,0.6353,0.4131,0.3038,1.2463,0.3934,0.3883,0.3373,0.3039,0.4932,-0.1192,0.3007,0.6259,0.6234,0.8408,0.2592,Control
C01,0.7685,0.947,1.0673,0.6217,0.2309,0.8739,0.8902,0.0909,1.0504,0.2184,0.3196,1.7277,1.1665,0.3924,1.1001,1.0754,0.6794,0.3179,1.3954,0.0989,0.779,-0.0113,0.3361,0.3865,0.7383,0.8907,0.2656,0.9762,0.7856,0.1932,0.8612,0.482,0.9655,1.4291,1.5907,0.3625,1.1046,1.0674,0.211,0.5853,1.1716,0.25,0.18,0.6077,0.3273,0.5576,0.7607,1.348,1.3557,0.1271,0.4115,0.9318,0.4348,0.5191,1.1738,1.2666,1.0742,0.4733,0.5472,1.7129,0.7477,0.4029,0.518,0.6436,0.7926,0.5626,0.6844,1.5146,0.9006,0.9444,0.9338,BRCACancer
C02,0.7808,0.8218,1.3816,0.6799,0.1292,0.8367,0.8222,0.0998,0.9585,0.216,0.3369,1.8363,1.0807,0.4106,0.8958,0.9488,0.5896,0.3056,1.2693,0.1895,0.7071,0.0648,0.3272,0.3717,0.7152,0.8977,0.4545,0.8406,0.6699,0.0902,0.742,0.4671,0.852,1.4054,1.3912,0.3923,0.8754,1.0192,0.268,0.3937,1.023,0.2865,0.1986,0.5817,0.2129,0.5775,0.7228,1.3977,1.5124,0.1191,0.2188,0.7663,0.3297,0.3766,1.0013,1.1402,0.9043,0.4365,0.4848,1.4677,0.805,0.2299,0.5127,0.6162,0.5677,0.5041,0.6003,1.4526,0.7823,0.8681,0.9502,BRCACancer
C03,0.8254,1.0189,1.0654,0.7372,0.319,1.0619,1.1174,0.2113,1.1295,0.2036,0.3763,1.861,1.2996,0.4921,1.1172,1.1591,0.8009,0.338,1.865,0.2529,0.8567,0.09,0.6175,0.486,0.9524,1.0169,0.3939,1.0389,0.833,0.1864,0.8246,0.531,1.0415,1.4911,1.6443,0.5061,1.0941,1.0324,0.3369,0.5278,1.1502,0.3493,0.168,0.5673,0.4682,0.5679,0.706,1.5257,1.533,0.1841,0.2907,0.9576,0.4621,0.5768,1.238,1.3329,0.9522,0.56,0.5596,1.8946,0.9622,0.3753,0.5466,0.813,0.6632,0.5992,0.7669,1.6394,0.8025,0.9739,0.8685,BRCACancer
C04,0.4418,0.6805,1.4556,0.3977,-0.0379,0.6361,0.3627,0.0335,0.7433,0.2672,0.1722,1.8551,0.8456,0.1376,0.6647,0.627,0.4689,0.0679,0.5536,0.05,0.4476,0.0192,0.0847,0.245,0.5426,0.5632,0.1877,0.6217,0.4551,0.1328,0.5453,0.2392,0.4469,0.8501,1.1115,0.3159,0.7156,0.8966,0.1689,0.1423,0.6499,0.1933,0.2558,0.3271,0.0775,0.7033,0.7101,1.0751,1.47,0.18,0.1092,0.4326,0.0643,0.1396,0.7237,0.6515,0.8578,0.1466,0.218,1.1888,0.5342,0.1049,0.1778,0.5304,0.4138,-0.0075,0.377,0.9872,0.5422,0.4949,0.6618,Control
C05,0.5419,0.5469,0.9648,0.5135,0.0191,0.5322,0.5084,0.0147,0.6853,0.2742,0.1761,1.3713,0.8011,0.1366,0.5618,0.5676,0.3802,0.1656,0.7173,0.032,0.4078,0.0696,0.0679,0.173,0.4469,0.5596,0.2133,0.6438,0.2757,0.2405,0.6212,0.2085,0.5342,0.9141,1.0536,0.2851,0.6691,0.8496,0.1901,0.19,0.6531,0.1784,0.0678,0.2914,0.0522,0.5904,0.5134,1.0944,1.0432,0.2095,0.0801,0.4261,0.1332,0.1691,0.6674,0.6187,0.7395,0.1377,0.2576,1.2414,0.6289,0.2812,0.2386,0.4715,0.4295,0.2257,0.2974,0.9992,0.4556,0.5818,0.5594,BRCACancer
C06,0.2747,0.2059,0.3074,0.1974,-0.0894,0.2367,0.34,-0.0847,0.2868,0.0174,0.0172,0.6762,0.337,-0.1982,0.0468,0.1524,0.1422,-0.1478,0.1625,-0.1008,0.1763,0.0857,-0.0266,-0.0883,0.215,0.1801,0.1773,0.1361,-0.0695,0.1271,0.2318,0.0306,0.1338,0.242,0.6506,0.0755,0.3677,0.5305,0.0185,-0.2177,0.0945,0.1471,0.0975,-0.0175,-0.0102,0.5825,0.1088,0.4446,0.7648,-8e-04,0.0414,0.167,-0.1749,-3e-04,0.2288,0.1589,0.4594,-0.0382,-0.0304,0.428,0.1124,0.0964,-0.1089,-0.1287,0.2139,-0.1279,0.0531,0.4335,0.4238,0.2189,0.0991,Control
C07,0.5116,0.5163,1.5936,0.6034,0.0473,0.6046,0.6256,-0.0489,0.8071,0.1415,0.1271,1.7564,0.9372,0.2519,0.7891,0.7377,0.4882,0.1814,1.0681,0.0314,0.4839,0.0271,0.1926,0.2842,0.4898,0.7162,0.3292,0.8118,0.5329,0.0926,0.4956,0.317,0.694,1.1707,1.1242,0.3026,0.7404,0.9085,0.1784,0.2046,0.7178,0.1489,0.1322,0.3476,0.0368,0.5303,0.6005,1.1649,1.2741,0.047,0.157,0.5322,0.0939,0.227,0.7453,0.7239,0.7379,0.2091,0.2096,1.5112,0.6045,0.2005,0.3142,0.498,0.559,0.2042,0.405,1.1108,0.505,0.7034,0.7039,Control
C08,0.6861,0.7659,1.1049,0.6411,0.1475,0.6953,0.661,-0.0051,0.9389,0.2442,0.396,1.7036,1.0965,0.4278,1.0343,1.0615,0.5171,0.3238,1.1585,0.1918,0.7276,0.0834,0.2249,0.4551,0.6613,0.8893,0.3688,0.9899,0.7471,0.03,0.6772,0.4138,0.7903,1.3466,1.1953,0.3285,0.8775,0.968,0.1669,0.356,0.9758,0.2068,0.1474,0.4739,0.28,0.6262,0.8286,1.3447,1.3901,0.0071,0.1633,0.7418,0.2557,0.3587,0.9293,1.1277,0.9361,0.2595,0.3091,1.5918,0.7,0.1632,0.4471,0.3679,0.4795,0.3905,0.5987,1.3199,0.7695,0.7541,1.0409,Control
C09,0.6257,0.6661,1.288,0.4817,0.0462,0.6737,0.7299,-0.0016,0.7452,0.1705,0.1792,1.6299,0.8363,0.2389,0.662,0.6262,0.4061,0.1839,0.8267,-0.0147,0.4276,0.0581,0.0976,0.2627,0.5168,0.5982,0.2157,0.7029,0.4844,0.0239,0.5196,0.2857,0.6527,1.2282,1.0553,0.31,0.6559,0.974,0.1423,0.2375,0.7287,0.1472,0.1253,0.2954,0.1367,0.595,0.6076,1.248,1.485,0.1677,0.0986,0.5077,0.1516,0.2186,0.629,0.693,0.7079,0.2479,0.2817,1.2508,0.6125,0.1883,0.3289,0.5911,0.4898,0.1956,0.4252,1.1347,0.4689,0.7127,0.7648,Control
C10,0.4743,0.4305,1.5138,0.5985,0.0335,0.6021,0.6791,-0.0019,0.7098,0.1346,0.1994,1.7582,0.8502,0.1093,0.5968,0.6837,0.2892,0.2653,0.8261,0.1364,0.4855,0.0339,0.1467,0.1958,0.4434,0.5521,0.3178,0.6902,0.4592,0.1402,0.5485,0.3251,0.6708,1.1575,1.116,0.3147,0.6094,0.9891,0.1539,0.2564,0.7217,0.2414,0.1971,0.2611,0.041,0.4034,0.7326,1.1424,1.644,0.0568,0.1809,0.4562,0.2002,0.1857,0.7065,0.7368,0.7573,0.3066,0.3153,1.1327,0.7191,0.2227,0.4028,0.6545,0.5597,0.3548,0.444,1.0732,0.6212,0.7243,0.5234,BRCACancer
