@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10059 numeric
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10109 numeric
@attribute 10163 numeric
@attribute 10451 numeric
@attribute 10552 numeric
@attribute 1072 numeric
@attribute 1073 numeric
@attribute 10810 numeric
@attribute 123745 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 1759 numeric
@attribute 1785 numeric
@attribute 1794 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2212 numeric
@attribute 2213 numeric
@attribute 2214 numeric
@attribute 23396 numeric
@attribute 23533 numeric
@attribute 255189 numeric
@attribute 26052 numeric
@attribute 27040 numeric
@attribute 273 numeric
@attribute 2934 numeric
@attribute 3055 numeric
@attribute 3635 numeric
@attribute 382 numeric
@attribute 3984 numeric
@attribute 3985 numeric
@attribute 4067 numeric
@attribute 4082 numeric
@attribute 4651 numeric
@attribute 5058 numeric
@attribute 50807 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5321 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 55616 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 56848 numeric
@attribute 5788 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5894 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 65108 numeric
@attribute 6850 numeric
@attribute 7408 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7454 numeric
@attribute 81873 numeric
@attribute 8394 numeric
@attribute 8395 numeric
@attribute 8398 numeric
@attribute 8503 numeric
@attribute 85477 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 8613 numeric
@attribute 8853 numeric
@attribute 8877 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute 9846 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
A11,0.5406,1.0933,1.1605,1.2831,0.3335,1.6919,1.7301,0.4612,0.6698,0.4247,0.4061,0.8996,0.0042,0.0628,0.6717,1.9019,-0.0121,0.8289,1.3565,0.5283,0.6608,0.3249,0.6023,1.8083,0.219,1.2512,-0.1073,0.0277,1.3993,-0.0541,0.3184,1.5517,1.1425,1.4739,0.3741,0.6126,1.0919,0.9467,-0.0468,1.166,0.6921,1.2242,1.0238,0.9645,1.5704,1.2045,0.1856,0.2168,1.1671,0.6251,0.201,0.4391,-0.0859,0.3076,0.9582,0.9963,0.2031,-0.1143,1.8048,0.9765,0.5921,0.105,2.931,0.4206,1.5323,1.2871,1.015,0.6447,1.0411,1.1095,0.4895,1.1678,0.1492,1.0199,0.341,0.2108,0.1173,0.2705,0.0321,-0.0072,0.1028,0.1114,0.0705,0.1463,0.011,0.0079,0.4878,0.5874,0.9791,Control
A12,0.3543,0.7486,1.0692,1.2621,0.0199,1.704,1.7916,0.3094,0.4517,0.5352,0.454,0.6516,-0.013,0.0564,0.3489,1.4738,-0.0045,0.5783,1.0558,0.3826,0.4377,0.1058,0.3486,1.7899,0.0321,0.7218,-0.0907,0.1591,1.0673,0.0166,0.1753,1.0201,1.0352,0.8413,0.3417,0.2559,0.9496,0.6546,0.0481,0.6782,0.3211,0.9277,1.0841,0.7457,1.6025,0.9724,-0.1209,0.226,0.8362,0.245,0.1658,0.1515,-0.0098,0.0835,0.4893,1.0017,0.2057,-0.2447,1.2884,0.6537,0.3092,-1e-04,2.6066,0.307,1.0033,1.1725,0.6513,0.3874,1.0616,0.4482,0.1742,0.7893,0.0614,0.5974,0.0274,0.1075,-0.045,0.1435,0.0919,0.0328,0.1784,-0.0405,0.1772,0.3645,-0.2104,0.0253,0.2385,0.2513,0.6876,Control
B01,0.6849,1.2338,1.3265,1.5558,0.6676,1.5259,2.1624,0.5303,0.6104,0.6736,0.4608,1.2156,0.0268,0.0595,0.7315,1.4403,-0.1627,0.8325,1.4604,0.3787,0.5976,0.5302,0.6694,1.1247,0.0024,0.9716,-0.0596,0.0936,1.2662,-0.0505,0.2191,1.2879,1.1946,0.7406,0.2314,0.6806,1.3861,0.8123,-0.014,0.9999,0.7371,1.4936,1.2976,1.0602,1.9253,1.579,-0.1709,0.2717,1.4003,0.5104,0.2055,0.2924,-0.0649,0.5853,0.9193,0.9213,0.3418,-0.4292,1.5393,0.7649,0.6422,-0.0474,3.056,0.7761,1.2247,1.6457,1.0517,0.4722,0.7867,0.9847,0.2971,1.0718,0.0455,0.8309,0.139,0.368,0.1655,0.2395,-0.0076,-0.0124,0.3036,-0.1242,0.091,0.2821,-0.3219,0.009,0.6144,0.6486,1.4666,Control
B02,0.4887,1.258,1.6299,1.9978,0.7834,2.1168,2.531,0.4659,0.5786,0.7954,0.728,1.2632,0.0471,-0.0025,0.8572,1.9308,0.0408,0.9871,1.4828,0.6586,0.816,0.5699,0.6045,1.9054,0.3491,1.3378,-0.0566,0.0811,1.6457,-0.0651,0.3412,1.8264,1.4018,1.5059,0.6032,0.6646,1.3263,1.3554,-0.0284,1.1145,0.5991,1.4558,1.3956,1.3465,2.0769,1.7588,0.2103,0.3776,1.468,0.4882,0.2942,0.5546,-0.01,0.32,0.7534,1.3186,0.2455,-0.1437,1.7139,1.0793,0.6051,0.2588,3.301,0.6982,1.6089,1.8628,1.2088,0.8568,1.4485,0.9629,0.6916,1.4801,0.1538,1.1653,0.5001,0.4138,0.0631,0.3484,0.167,-0.0063,0.1427,0.1179,0.0783,0.2881,0.065,0.0462,0.5783,0.5123,1.4387,Control
B03,0.618,1.221,1.5888,1.8594,0.5304,1.8399,2.3418,0.5392,0.6305,0.7476,0.6299,1.1122,-0.1245,0.0018,0.7913,1.7595,-0.0585,0.9388,1.5366,0.5588,0.6437,0.5781,0.3569,1.4989,0.2819,1.1244,-0.0445,0.007,1.3902,-0.0435,0.2291,1.5971,1.3328,1.3463,0.3875,0.667,1.3701,1.0773,-0.017,1.1141,0.6805,1.5497,1.2952,1.119,1.9938,1.9606,0.0948,0.3694,1.4472,0.5496,0.2673,0.4885,-0.0257,0.377,0.8807,1.1555,0.2867,-0.1867,1.7231,0.9322,0.6391,0.1311,3.4126,0.7721,1.448,1.7257,1.0655,0.6331,1.1772,0.9639,0.524,1.3199,0.1213,1.0938,0.4189,0.3303,0.0675,0.3121,0.1555,-0.0998,0.1652,-0.0146,0.005,0.1181,-0.0465,0.0441,0.6149,0.5548,1.3911,BRCACancer
B04,1.0125,1.1172,1.466,1.5864,0.6206,1.7992,2.4106,1.2015,1.0397,0.7921,0.4693,0.6517,0.0375,-0.0207,0.8492,1.6126,-0.0088,1.0543,2.035,0.5084,0.6265,0.5669,0.5108,1.2318,0.2676,1.3669,-0.1163,0.1169,1.2456,-0.0444,0.3598,1.3866,1.6247,0.9411,0.4788,0.6125,2.0108,0.9244,-0.0155,1.1366,1.1004,1.609,1.4994,1.2478,2.0074,1.5843,0.1053,0.4318,1.3972,0.7434,0.3861,0.37,-0.0327,0.646,1.5724,1.1271,0.495,-0.1682,1.892,0.7103,0.7937,0.1138,3.6942,0.8504,1.267,1.725,1.107,0.475,1.1642,1.2308,0.4196,1.184,0.2001,0.9398,0.3161,0.6228,0.1155,0.3132,0.2276,0.0078,0.176,-0.0383,0.0509,0.3134,-0.0159,0.0756,0.871,1.0609,1.7601,BRCACancer
B05,0.5078,1.0898,1.4026,1.4938,0.4771,1.7815,2.2303,0.5942,0.5644,0.7375,0.7588,0.9372,-0.0531,0.0217,0.6725,1.6936,-0.0768,0.9398,1.4409,0.4305,0.6992,0.2217,0.2262,2.3199,0.1973,1.1669,-0.1306,0.0988,1.2346,-0.0355,0.1633,1.5995,1.4358,1.0227,0.4452,0.416,1.5095,1.105,0.0302,1.0147,0.5232,1.1758,1.1414,0.9807,2.163,1.6637,0.0058,0.2146,1.0175,0.5848,0.1121,0.5259,-0.0254,0.1593,0.8302,1.0955,0.2936,-0.2003,1.7712,0.8091,0.4861,0.0841,3.07,0.4846,1.5184,1.4207,0.9788,0.5479,1.2231,0.9325,0.4286,1.2466,0.1172,1.0236,0.328,0.3238,-0.0575,0.3196,0.1488,-0.0184,0.1342,0.0041,0.075,0.2708,-0.0707,0.0365,0.4913,0.4579,1.2624,BRCACancer
B06,0.4508,0.8867,1.2904,1.2146,0.2719,1.4127,1.9785,0.4107,0.5914,0.4268,0.3107,0.6058,-0.1277,-0.0683,0.5029,1.2557,-0.2293,0.7167,1.3063,0.1636,0.3683,0.4689,0.6026,0.7725,-0.133,0.7683,-0.2234,0.0994,0.8901,0.048,0.0121,1.1286,1.0167,0.73,0.1109,0.4108,1.025,0.6763,-0.0282,0.8608,0.529,1.137,1.0547,0.7105,1.4569,1.3797,-0.3337,0.2832,0.999,0.4449,0.161,0.2597,-0.043,0.1613,0.6881,0.8584,0.2515,-0.4401,1.2783,0.5053,0.5274,-0.1471,3.202,0.4988,0.8041,1.4508,0.8575,0.2563,0.6149,0.6892,0.1032,0.8845,-0.1186,0.5987,0.0076,0.2342,0.1197,0.1537,0.0896,-0.0677,0.1743,-0.2969,0.2727,0.1552,-0.4117,-0.0909,0.4379,0.4852,1.0718,BRCACancer
B07,0.6026,1.2742,1.7653,1.9246,0.6604,2.0467,2.5699,0.687,0.7972,0.8389,0.7237,1.0353,-0.0062,-0.0713,0.9115,1.991,0.0469,1.1079,1.5631,0.6203,0.7663,0.6466,0.6412,1.5717,0.3106,1.4254,-0.1518,0.0893,1.5943,-0.0378,0.2457,1.7131,1.4224,1.4499,0.5321,0.6794,1.2438,1.204,-0.0593,1.26,0.6569,1.5902,1.4427,1.3477,2.0896,1.5748,0.191,0.432,1.6168,0.5754,0.3315,0.6157,-0.0222,0.2287,0.9103,1.3872,0.2653,-0.1682,1.792,1.0321,0.6798,0.2399,3.5324,0.7269,1.5398,1.951,1.177,0.7926,1.2466,1.0043,0.5536,1.4775,0.1305,1.1211,0.536,0.3783,0.0715,0.4622,0.286,-0.0281,0.164,0.1228,0.0891,0.2524,0.0256,0.0737,0.6405,0.4588,1.5184,BRCACancer
B08,0.3104,1.2871,1.5532,1.5536,0.5802,2.1548,2.1066,0.408,0.404,0.532,0.6534,1.0902,0.2881,-0.0089,0.8787,2.1418,0.1593,0.9136,1.2415,0.6297,0.7068,0.4777,0.6122,1.5121,0.3476,1.155,-0.0709,0.0888,1.6623,-0.0322,0.4039,1.9244,1.1446,1.5889,0.452,0.5451,1.0587,1.199,-0.0368,1.2287,0.5725,1.3514,1.5826,1.0552,1.8077,1.132,0.1855,0.4514,1.2187,0.5589,0.1862,0.5635,-0.0442,0.2168,0.6713,1.3328,0.1572,-0.0727,1.6981,1.0572,0.667,0.1818,2.8425,0.4862,1.6268,1.5728,1.007,0.7385,1.3155,0.9843,0.7295,1.3839,0.1572,1.0919,0.3645,0.2678,0.0729,0.306,0.0681,-1e-04,0.0814,0.1026,0.0664,0.4132,0.2867,0.1273,0.4553,0.4566,1.0596,Control
B09,1.0313,1.2154,1.2759,1.4228,0.4725,1.477,2.2546,0.7658,1.075,0.6267,0.7427,0.8305,0.1293,0.043,0.6428,1.6838,0.0172,1.048,1.7735,0.4484,0.6215,0.2112,0.1489,1.1361,0.2768,1.3513,-0.0732,0.0959,1.1289,-0.049,0.2016,0.8837,1.4435,0.9309,0.3218,0.5044,2.0407,0.6826,-0.0592,0.8196,1.0114,1.4071,1.3856,1.0407,1.6827,1.491,0.1349,0.2316,1.1976,0.7236,0.1483,0.4883,-0.0586,0.6846,1.5246,0.9275,0.4966,-0.1084,1.8255,0.6103,0.7209,0.0666,3.4057,0.6499,1.097,1.5204,0.9742,0.457,1.1202,1.0192,0.4414,1.0445,0.1708,0.9373,0.2884,0.4124,0.1079,0.3119,0.1414,-0.0175,0.2562,0.1029,0.1183,0.4033,-0.0322,0.0622,0.7085,1.0035,1.5966,Control
B10,0.7046,0.9611,1.377,1.4676,0.2732,1.7183,2.2213,0.8287,0.8424,0.477,0.4021,0.5674,-0.0168,-0.0215,0.5308,1.6986,0.0048,0.8029,1.7805,0.3712,0.4803,0.2858,0.1535,2.1648,0.1789,1.0806,-0.1218,0.0758,1.0981,-0.0162,0.2265,1.1864,1.4225,1.1601,0.3946,0.456,1.7219,0.9463,-0.0148,0.9727,0.7409,1.4557,1.2765,1.0392,2.015,1.4619,0.0478,0.3194,1.0868,0.5548,0.1514,0.2488,-0.0389,0.3924,1.0926,1.0241,0.3351,-0.083,1.7394,0.6316,0.6102,0.0702,3.8873,0.8182,1.361,1.466,0.8469,0.3491,1.281,0.9153,0.4218,0.9307,0.0362,0.8252,0.1958,0.3343,0.015,0.1911,0.1516,0,0.1319,0.1256,0.0107,0.2499,-0.1036,0.0156,0.5859,0.8076,1.5265,Control
B11,0.4604,1.1526,1.3628,1.3623,0.3338,1.9487,2.0583,0.6325,0.6514,0.6323,0.6645,0.8185,0.1429,0.0048,0.7269,2.0848,0.0842,0.821,1.5673,0.4509,0.6847,0.3187,0.5014,2.1557,0.3394,1.1408,-0.0999,0.0871,1.3163,-0.0186,0.3449,1.6304,1.2831,1.0994,0.49,0.4871,1.4614,1.1811,0.0078,1.2778,0.839,1.4217,1.3764,1.0564,1.9382,1.24,0.1458,0.4621,1.1631,0.4739,0.3463,0.3768,-0.0432,0.2925,0.9291,1.3426,0.2732,-0.0018,1.6375,0.9134,0.5357,0.1429,2.9815,0.5737,1.5061,1.3773,0.9909,0.4995,1.417,1.0786,0.5072,1.248,0.1687,1.2812,0.3099,0.208,0.1133,0.208,0.2017,-0.0196,0.0884,0.171,0.0613,0.4167,0.1822,0.0795,0.5248,0.6537,1.1268,Control
B12,0.8008,0.758,0.9844,1.1749,0.209,1.4477,2.0279,0.861,0.5464,0.3445,0.3309,0.5213,-0.0535,0.0244,0.4206,1.1924,-0.024,0.7963,1.7074,0.3638,0.5036,0.1228,0.2017,0.6587,0.1911,0.9547,-0.1695,0.0366,0.9009,-0.1073,0.1264,0.8651,1.3225,0.6665,0.1512,0.3803,1.6009,0.4783,-0.0326,0.7335,0.7698,1.1501,1.1129,0.9981,1.2222,1.1456,0.0789,0.2175,1.175,0.513,0.1189,0.249,-0.1263,0.6586,1.3595,0.913,0.3298,-0.1152,1.4211,0.4982,0.613,0.0513,3.5071,0.6707,0.8838,1.2915,0.8328,0.2972,1.074,0.8223,0.1545,0.7461,0.0678,0.6328,0.2217,0.2571,0.0065,0.2393,-0.0027,-0.1503,0.1358,0.05,0.0974,0.1295,-0.1177,-0.0267,0.5124,0.6683,1.4994,Control
C01,0.4944,1.2585,1.554,1.7323,0.5757,2.2147,2.2649,0.8847,0.7783,0.7207,0.6192,0.9258,0.1094,-0.017,1.0225,1.8504,0.0187,1.1723,1.7929,0.6847,0.8,0.5603,0.3621,1.4019,0.479,1.6889,-0.1395,0.0939,1.4141,-0.0213,0.4336,2.1285,1.5603,1.2167,0.6581,0.7015,1.8108,1.0651,0.0073,1.4181,0.9566,1.3664,1.3659,1.3215,2.0354,1.2568,0.2252,0.4567,1.2554,0.741,0.4276,0.7561,0.0252,0.3456,1.2075,1.5064,0.3439,-0.1702,1.903,1.0379,0.7845,0.269,3.15,0.7435,1.7496,1.7093,1.0064,0.8192,1.1977,1.3931,0.8395,1.61,0.2072,1.4009,0.3604,0.3744,0.1281,0.4229,0.1749,0.0129,0.1054,0.0649,0.0433,0.3551,0.1091,0.1442,0.6516,1.0345,1.3296,BRCACancer
C02,0.4671,1.154,1.5776,1.697,0.403,2.2701,2.232,0.6136,0.6598,0.6512,0.5776,0.8788,0.0914,0.0237,0.7952,1.9463,0.0779,0.9692,1.4317,0.7019,0.7799,0.4765,0.5597,1.1995,0.4535,1.5715,-0.0744,0.1306,1.6389,-0.0227,0.3049,1.6852,1.4184,1.4719,0.6621,0.5569,1.2227,1.0452,0.0035,1.0354,0.5119,1.4157,1.3914,1.3841,1.9216,1.2932,0.2894,0.4081,1.4863,0.5558,0.3603,0.6215,0.0512,0.2186,0.6748,1.4552,0.1939,-0.0912,1.6208,1.072,0.5194,0.276,3.0548,0.5309,1.6819,1.7086,0.9107,0.8665,1.3868,0.9256,0.7451,1.4449,0.1248,1.3165,0.4392,0.3469,0.0216,0.4549,0.1995,0.023,0.1089,0.1342,0.1093,0.4132,0.2308,0.116,0.4694,0.4033,1.0886,BRCACancer
