@relation data

@attribute id string
@attribute 107 numeric
@attribute 10746 numeric
@attribute 108 numeric
@attribute 1081 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 123745 numeric
@attribute 1432 numeric
@attribute 163688 numeric
@attribute 1839 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 2002 numeric
@attribute 2185 numeric
@attribute 23236 numeric
@attribute 2488 numeric
@attribute 26279 numeric
@attribute 2767 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2796 numeric
@attribute 2797 numeric
@attribute 2798 numeric
@attribute 2885 numeric
@attribute 30814 numeric
@attribute 3265 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 391013 numeric
@attribute 3972 numeric
@attribute 4214 numeric
@attribute 4215 numeric
@attribute 4216 numeric
@attribute 4313 numeric
@attribute 4323 numeric
@attribute 468 numeric
@attribute 4893 numeric
@attribute 50487 numeric
@attribute 51806 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5613 numeric
@attribute 5894 numeric
@attribute 6300 numeric
@attribute 6416 numeric
@attribute 64600 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 775 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 815 numeric
@attribute 81579 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
A11,0.0065,1.2931,-0.039,-0.0371,0.1749,-0.0277,0.1511,1.6138,-0.1337,0.4049,0.0628,1.1233,0.137,0.2661,-0.0127,0.0902,0.307,0.862,0.6182,-0.0569,0.0677,-0.0625,0.5011,0.6078,0.0934,0.0991,-0.292,1.5674,-8e-04,0.2849,0.4946,0.7943,0.4163,1.0715,1.415,-0.0321,0.0182,1.7477,0.8779,0.7115,-0.1397,-0.0687,1.3146,2.524,-0.0141,-0.1819,0.0848,-0.0128,0.2168,-0.2318,1.4507,0.5666,-0.0643,0.201,0.4391,0.8889,0.8992,-0.0094,0.3076,0.9582,0.9963,1.8048,0.9765,0.4872,1.1557,-0.0624,0.8994,-0.0066,0.7966,0.5921,0.421,0.6863,0.5351,0.4688,0.8499,1.2871,-0.113,0.6083,-0.0593,0.7411,1.1911,0.2131,-0.0814,-0.0138,-0.0084,2.2432,0.7597,2.1929,0.0765,0.1415,0.0773,0.004,0.5991,0.4764,0.2705,0.137,0.0466,0.3248,0.9791,Control
A12,0.1418,1.1164,0.0899,0.2045,0.2956,0.1141,0.187,0.8764,-0.127,0.0162,0.0564,0.8493,0.1439,0.5322,0.1107,0.0777,0.1436,0.6486,0.1347,0.0154,0.3118,-0.0345,0.0799,0.33,0.0157,0.0583,-0.2017,1.1338,0.1288,0.1934,0.4476,0.3308,0.5281,0.7127,0.869,0.2378,0.2768,1.228,0.376,0.6477,-0.1235,-0.1736,1.2622,2.6251,0.0554,-0.2837,-0.08,0.2002,0.226,0.0609,0.8356,0.2326,-0.0433,0.1658,0.1515,0.7519,0.9088,-0.3354,0.0835,0.4893,1.0017,1.2884,0.6537,0.0668,0.6947,-0.2465,0.889,0.0022,0.6695,0.3092,0.184,0.6913,0.2159,0.2095,0.5054,1.1725,-0.2273,0.2659,0.2264,0.5264,0.746,0.1246,-0.0376,0.0089,0.0615,1.7425,0.6016,1.9669,0.1738,0.5523,0.2558,0.1559,0.3965,0.2592,0.1435,0.147,-0.0087,0.1131,0.6876,Control
B01,0.1211,1.6374,0.0443,0.0663,0.2545,0.0072,0.1479,1.224,-0.1404,0.0955,0.0595,1.2183,-0.0097,0.904,0.0172,0.088,0.1758,0.9569,0.3275,0.0136,0.0634,-0.0555,0.5459,0.5871,0.1304,-0.0217,-0.2445,1.513,0.0071,0.1464,0.6977,0.7744,0.6403,0.9621,1.5378,0.1816,0.4744,2.2282,0.9445,0.8463,-0.1637,-0.3012,1.806,2.6035,0.0275,-0.5864,0.0663,0.0585,0.2717,0.045,1.417,0.2302,-0.034,0.2055,0.2924,0.7207,0.9636,-0.275,0.5853,0.9193,0.9213,1.5393,0.7649,0.22,1.4678,-0.3463,1.0989,-0.0215,0.703,0.6422,0.1378,0.573,0.6443,0.2865,0.8828,1.6457,-0.406,0.5919,0.078,0.9155,1.2677,0.1548,-0.0398,0.0476,-0.0349,2.4417,1.5624,1.8282,-0.164,0.3388,0.3692,-0.0201,0.7791,0.4152,0.2395,0.2066,-0.0081,0.5154,1.4666,Control
B02,0.0335,1.6663,-0.0131,0.0376,0.2964,0.0023,0.1195,1.7645,-0.1385,0.2924,-0.0025,1.3113,0.0859,0.7003,-0.0214,0.1317,0.3923,1.0893,0.226,-0.0697,0.0228,0.077,0.2957,0.7082,0.1073,0.0633,-0.2481,1.6209,0.0459,0.3374,0.5838,0.6452,0.837,1.3562,1.5353,0.082,0.2059,2.0497,1.0293,0.9045,-0.1556,-0.0886,2.1248,3.2009,0.0433,-0.1474,0.0105,-0.0602,0.3776,-0.0791,1.7916,0.5612,-0.0676,0.2942,0.5546,0.9567,1.0223,-0.1605,0.32,0.7534,1.3186,1.7139,1.0793,0.509,1.2677,0.0037,1.2179,-0.0218,1.0242,0.6051,0.4073,0.8811,0.5247,0.6416,0.9827,1.8628,-0.0206,0.5649,0.0623,0.8818,1.2043,0.4023,-0.0645,0.0138,-0.0239,2.7387,1.4678,2.1911,0.0852,0.2671,0.3636,0.0542,0.6005,0.5354,0.3484,0.079,-0.0538,0.7367,1.4387,Control
B03,-0.0049,1.7204,-0.0157,0.0191,0.2716,-0.0034,0.1163,1.5419,-0.1298,0.2058,0.0018,1.2964,0.0725,0.6934,-0.0516,0.1255,0.3166,1.0493,0.3352,0.0157,0.1643,0.0052,0.4204,0.6652,0.124,0.1095,-0.2578,1.5833,-0.0178,0.2578,0.6546,0.6863,0.7144,1.1569,1.6324,0.1238,0.2267,2.2274,0.9125,0.9251,-0.1158,-0.0865,2.0161,2.9618,0.0866,-0.2766,-0.008,0.0282,0.3694,-0.0745,1.5811,0.4548,-0.0389,0.2673,0.4885,0.8786,1.0227,-0.1774,0.377,0.8807,1.1555,1.7231,0.9322,0.3646,1.2757,-0.0909,1.1503,-0.034,0.914,0.6391,0.3033,0.708,0.5927,0.497,1.0434,1.7257,-0.1355,0.6194,-0.0606,0.9292,1.2156,0.2613,-0.0514,0.012,-0.042,2.6709,1.5039,2.044,0.0245,0.2584,0.2725,-0.0126,0.6969,0.5053,0.3121,0.0654,-0.0491,0.5568,1.3911,BRCACancer
B04,0.0414,1.8023,-0.0126,0.0052,0.2781,-0.0089,0.0945,1.7402,-0.2206,0.4092,-0.0207,1.5574,0.1499,0.2099,-0.018,0.1033,0.2218,1.4229,0.8077,-0.0524,-0.0371,-0.0488,1.0499,0.6745,0.0637,0.109,-0.1892,1.6575,-0.0825,0.1672,0.9247,1.0079,0.7904,0.8223,1.3972,-0.0231,0.0794,2.5867,1.1652,1.1091,-0.164,-0.2012,1.3773,2.4663,0.0552,-0.2827,-0.0716,0.0429,0.4318,-0.142,1.6792,0.3945,-0.1163,0.3861,0.37,0.8361,1.2316,-0.0269,0.646,1.5724,1.1271,1.892,0.7103,0.2164,1.1452,-0.0903,1.1443,-0.0073,0.8283,0.7937,0.3598,0.7454,0.6523,0.4032,0.8951,1.725,-0.0923,0.7505,0.0195,1.4407,1.2674,0.3358,-0.1022,-0.0363,-0.0071,2.1272,1.4742,1.8986,-0.0229,0.154,0.543,0.0725,1.1183,0.5783,0.3132,-0.06,-0.1579,0.4234,1.7601,BRCACancer
B05,0.1073,1.2905,0.0274,0.1477,0.2443,0.0827,0.0862,1.5683,-0.1946,0.2685,0.0217,1.0531,0.1063,0.4567,0.0442,0.1212,0.1931,0.8942,0.1257,-0.0952,0.0998,-0.1148,0.2189,0.588,0.2091,0.0483,-0.1808,1.5074,0.0684,0.23,0.5067,0.6011,0.5639,0.6881,1.274,0.0053,0.1104,1.848,0.9602,0.7172,-0.282,-0.2459,1.8404,2.3855,-0.0173,-0.3327,-0.0829,0.0645,0.2146,-0.0915,1.66,0.4028,-0.1141,0.1121,0.5259,0.9772,0.8478,-0.1407,0.1593,0.8302,1.0955,1.7712,0.8091,0.4043,1.0222,-0.1129,0.9502,0.0088,0.6254,0.4861,0.3612,0.8433,0.2515,0.4422,0.8195,1.4207,-0.1604,0.52,0.043,0.7814,1.2093,0.2762,-0.1112,-0.0174,0.0557,2.5476,1.2093,2.0601,0.0799,0.3091,0.2195,0.1191,0.5033,0.3698,0.3196,-0.2379,-0.0595,0.3824,1.2624,BRCACancer
B06,0.0095,1.2838,0.0814,0.1343,0.1166,-0.036,0.0635,1.1123,-0.15,-0.0515,-0.0683,1.0091,-0.0165,0.5136,-0.005,0.0445,-0.0943,0.83,0.2674,0.0203,0.2251,-0.1436,0.2931,0.3774,0.1315,0.0895,-0.1938,1.1253,-0.2514,-0.0263,0.6137,0.5348,0.4722,0.3086,1.0432,0.1026,0.051,1.6836,0.6712,0.7383,-0.1416,-0.3711,1.6177,2.1283,-0.1043,-0.6679,-0.0115,0.1325,0.2832,0.1619,1.3543,0.1037,0.006,0.161,0.2597,0.4708,0.7287,-0.3896,0.1613,0.6881,0.8584,1.2783,0.5053,0.0583,0.9729,-0.3907,0.8584,0.0728,0.4015,0.5274,-0.0139,0.3251,0.4629,0.1049,0.6327,1.4508,-0.4228,0.4002,-0.1526,0.7812,0.9821,-0.0629,-0.0907,-0.0845,-0.0565,2.1606,1.2963,1.547,-0.1689,0.261,0.239,-0.0479,0.5155,0.2511,0.1537,0.1536,0.0059,0.2021,1.0718,BRCACancer
B07,0.0493,1.7905,-0.0353,0.0237,0.3507,0.0308,0.0254,1.7998,-0.1603,0.3683,-0.0713,1.4636,0.1449,0.2751,-0.0147,0.1885,0.2699,1.2037,0.3003,0.0021,0.0691,0.0371,0.3195,0.7557,0.3541,0.0881,-0.1759,1.6451,0.0629,0.3789,0.7463,0.7778,0.9134,1.0713,1.5847,-0.0169,-0.0258,2.0738,1.1011,1.0822,-0.1533,-0.092,2.1065,2.9543,0.1405,-0.1576,-0.0949,-0.0013,0.432,-0.1791,1.8749,0.5483,-0.0771,0.3315,0.6157,1.0137,1.1525,-0.1627,0.2287,0.9103,1.3872,1.792,1.0321,0.4366,1.4186,0.0257,1.2765,-0.0018,1.0787,0.6798,0.486,0.8574,0.5065,0.5956,1.0143,1.951,-0.1399,0.6667,-0.0371,1.1794,1.3289,0.3509,-0.1126,-0.0058,-0.0231,2.7136,1.3503,2.1078,-0.001,0.1795,0.514,0.0898,0.7844,0.6054,0.4622,0.088,-0.0431,0.6768,1.5184,BRCACancer
B08,0.0052,1.5794,-0.0469,-0.0601,0.2932,-0.0333,0.1898,1.7043,-0.1058,0.2051,-0.0089,1.2368,0.1265,0.3032,-0.0666,0.1366,0.3521,0.8834,0.2454,-0.0599,0.0716,0.1063,0.2425,0.6875,0.1109,0.068,-0.1764,1.6528,-0.1207,0.3671,0.4203,0.6194,0.5477,1.1173,1.4566,-0.0382,0.1617,1.8445,0.8861,0.7786,-0.1389,-0.0142,1.6485,3.0594,0.1242,-0.1868,-0.0053,-0.0065,0.4514,-0.1291,1.7077,0.6819,-0.0253,0.1862,0.5635,1.01,1.0315,-0.0362,0.2168,0.6713,1.3328,1.6981,1.0572,0.4735,1.0803,0.1273,0.9295,0.0215,0.8112,0.667,0.444,0.7926,0.433,0.5798,0.9276,1.5728,0.0247,0.4788,-0.0042,0.7595,1.3009,0.5257,-0.0753,0.0125,-0.0353,2.4386,1.1764,2.4655,0.119,0.1689,0.3608,0.0524,0.4077,0.5195,0.306,-0.0394,-0.0504,0.415,1.0596,Control
B09,-0.0086,1.4468,-0.051,0.0305,0.2247,-0.0289,0.1244,1.5516,-0.1498,0.1642,0.043,1.3351,0.1369,0.41,-0.04,0.1508,0.1412,1.1795,0.7187,-0.0377,0.2552,-0.0088,0.9171,0.6824,0.1491,0.1789,-0.2538,1.6703,0.0909,0.2529,0.8693,0.9703,0.6135,0.8029,1.1871,-0.0401,-0.132,2.6368,1.0287,1.019,-0.1672,-0.1945,1.8382,2.2033,-0.0178,-0.2839,0.1201,-0.0757,0.2316,-0.2273,1.5313,0.3094,-0.0516,0.1483,0.4883,0.7362,1.0524,-0.1161,0.6846,1.5246,0.9275,1.8255,0.6103,0.3705,1.0942,-0.0968,0.8686,-0.0231,0.6791,0.7209,0.3163,0.6986,0.6246,0.4622,0.9813,1.5204,-0.1495,0.8406,-0.0685,1.2234,1.2638,0.3141,-0.0711,-0.0017,-0.0651,2.5275,1.1587,2.1265,0.075,0.214,0.4485,-0.0023,1.0519,0.5245,0.3119,0.0588,-0.0234,0.4069,1.5966,Control
B10,0.0734,1.6186,-0.0207,0.0906,0.2003,-0.005,0.0498,1.4903,-0.1684,0.191,-0.0215,1.3763,0.0728,0.3319,-2e-04,0.0598,0.1651,1.0678,0.5557,0.0682,0.1511,0.0517,0.6751,0.4852,0.1232,0.2005,-0.1835,1.5222,-0.0112,0.2365,0.6854,0.7128,0.5737,0.8277,1.2219,-0.0205,-0.0179,2.5141,0.9214,0.896,-0.168,-0.1894,1.08,2.7107,-0.0739,-0.1364,0.1098,-0.0338,0.3194,-0.0853,1.4806,0.2826,-0.0925,0.1514,0.2488,0.6609,1.0901,-0.2815,0.3924,1.0926,1.0241,1.7394,0.6316,0.2383,0.9202,-0.0692,0.9729,-0.0554,0.7544,0.6102,0.1761,0.5039,0.4213,0.3403,0.9058,1.466,-0.1359,0.5586,0.0395,1.057,1.1026,0.2267,-0.0933,-0.06,0.006,2.1629,1.1797,2.0692,0.1548,0.3353,0.3345,0.0917,0.6618,0.4118,0.1911,-0.0541,-0.0028,0.277,1.5265,Control
