@relation data

@attribute id string
@attribute 10157 numeric
@attribute 501 numeric
@attribute 51166 numeric
@attribute Class {Control,BRCACancer}

@data
H06,0.1807,-0.0242,-0.0162,Control
H07,0.2404,0.0338,-0.0766,BRCACancer
H08,0.0484,0.0262,-0.0683,BRCACancer
H09,0.1566,0.1097,-0.0421,BRCACancer
H10,0.159,0.051,-0.0083,BRCACancer
H11,0.2815,-0.0205,-0.0391,BRCACancer
H12,0.4367,-0.0678,-0.0517,BRCACancer
I01,0.3317,-0.0383,-0.0831,Control
I02,0.3163,-0.0235,-0.0862,Control
I03,0.17,0.0171,-0.0975,Control
I04,0.2048,0.0323,-0.0234,Control
I05,0.2258,-6e-04,-0.0298,Control
I06,0.2832,0.0529,-0.0686,Control
I07,0.4535,-0.0054,-0.0431,Control
I08,0.2821,0.0135,-0.0466,Control
I09,0.168,0.0264,-0.0661,Control
I10,0.4572,-0.0166,-0.0927,Control
I11,0.1328,-0.0218,-0.0231,Control
I12,0.3077,-0.0144,-0.0391,Control
I13,0.2018,-0.0839,-0.0586,Control
J01,0.1621,-0.0089,0.0097,Control
J02,0.2338,0.1516,-0.022,Control
J03,0.3602,-0.0197,-0.0374,Control
J04,0.1856,-0.0445,-0.0496,Control
J05,0.1854,0.1039,-0.028,Control
J06,0.2523,-0.0436,-0.0431,Control
J07,0.1827,0.0049,-0.0448,Control
J08,0.1881,0.0487,-0.0638,Control
J09,0.2455,-0.0178,-0.0447,Control
J10,0.3878,-0.0979,-0.08,Control
J11,0.3423,-0.0261,-0.0291,Control
J12,0.1843,-0.0677,-0.0946,Control
K01,0.297,0.0065,-0.0492,BRCACancer
K02,0.2877,0.0485,-0.0745,BRCACancer
K03,0.1935,0.0071,-0.0739,BRCACancer
K04,0.3618,-0.0345,-0.081,BRCACancer
K05,0.1461,-0.0057,-0.0419,Control
AA3226,0.0175,0.01,-0.0692,Control
AB3227,0.381,-0.0304,-0.0633,Control
AC3228,0.3227,0.0451,0.013,Control
AD3231,0.3773,-0.0078,-0.0248,Control
AE1543,0.3574,0.0427,-0.0758,Control
AF3229,0.04,-0.0027,-0.0675,Control
AG3230,0.2229,-0.0297,-0.0888,Control
AH3232,0.247,0.013,-0.1805,Control
AI3233,0.3507,0.0417,-0.0281,Control
AJ3234,0.3661,-0.0473,-0.0433,Control
AK3235,0.3271,0.0248,-0.0432,Control
AL3236,0.3374,0.0125,-0.0661,Control
AM3237,0.4866,0.0093,-0.0887,Control
AN757,0.1946,0.0406,-0.0676,Control
C474,0.0414,-0.0975,-0.0742,Control
D480,0.2674,-0.0483,0.0112,Control
E519,0.3025,-0.0345,-0.0491,Control
F548,0.1943,-0.1602,-0.0791,Control
G660,0.1717,0.041,-0.05,Control
H663,0.2302,-0.0028,-0.1012,Control
I782,0.2203,-0.0147,-0.0395,Control
J787,0.0542,0.0184,-0.0882,Control
K1162,0.1826,-0.0121,-0.0648,BRCACancer
L1176,0.1543,0.0567,-0.0479,BRCACancer
M1263,0.3403,0.0085,-0.0826,BRCACancer
P1075,0.2749,0.0082,0.0034,BRCACancer
Q1080,0.0787,-0.0194,-0.0459,BRCACancer
R1104,0.0841,-0.0252,-0.0168,BRCACancer
S1133,0.0441,-0.1038,-0.0172,BRCACancer
T1463,0.3082,0.0396,-0.0785,BRCACancer
U2017,0.2504,0.0652,-0.0906,BRCACancer
V432,0.0609,-0.0677,-0.1142,BRCACancer
W433,0.4583,-0.0367,-0.0885,BRCACancer
X524,0.1277,0.0014,-0.0495,BRCACancer
Y546,0.194,-0.0021,-0.0255,BRCACancer
Z3225,0.474,0.0389,-0.0884,Control
