@relation data

@attribute id string
@attribute 1003 numeric
@attribute 103910 numeric
@attribute 10398 numeric
@attribute 10411 numeric
@attribute 10451 numeric
@attribute 10627 numeric
@attribute 10686 numeric
@attribute 11069 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1432 numeric
@attribute 149461 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 1535 numeric
@attribute 1536 numeric
@attribute 2185 numeric
@attribute 23533 numeric
@attribute 23562 numeric
@attribute 24146 numeric
@attribute 26285 numeric
@attribute 27035 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2909 numeric
@attribute 29119 numeric
@attribute 29895 numeric
@attribute 3383 numeric
@attribute 3676 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3702 numeric
@attribute 387 numeric
@attribute 394 numeric
@attribute 399 numeric
@attribute 4301 numeric
@attribute 4313 numeric
@attribute 4318 numeric
@attribute 4478 numeric
@attribute 4633 numeric
@attribute 4636 numeric
@attribute 4688 numeric
@attribute 4689 numeric
@attribute 4950 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50508 numeric
@attribute 50848 numeric
@attribute 51208 numeric
@attribute 5175 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 53842 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5747 numeric
@attribute 5781 numeric
@attribute 5829 numeric
@attribute 58494 numeric
@attribute 58498 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 60 numeric
@attribute 6093 numeric
@attribute 6300 numeric
@attribute 6387 numeric
@attribute 6494 numeric
@attribute 7070 numeric
@attribute 71 numeric
@attribute 7122 numeric
@attribute 7294 numeric
@attribute 7408 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7412 numeric
@attribute 7414 numeric
@attribute 7430 numeric
@attribute 7852 numeric
@attribute 81 numeric
@attribute 83593 numeric
@attribute 83700 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 90952 numeric
@attribute 93408 numeric
@attribute 9475 numeric
@attribute 9564 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A11,-0.1027,0.2841,0.7253,0.0812,0.6698,1.199,0.1031,-0.0403,-0.2819,0.1852,-0.0813,-0.2473,1.1233,0.1126,0.234,-0.104,1.8848,0.614,1.2425,3.1548,0.862,1.2512,0.0659,0.0823,-0.0083,-0.1622,-0.0454,0.5688,1.5057,0.6236,-0.1185,-0.189,0.7997,2.2748,2.161,1.7572,2.4501,2.3512,1.797,0.5479,0.5881,1.0461,0.091,-0.1397,0.0311,0.798,-0.0132,-0.0835,2.2493,0.6116,-0.142,0.0326,0.0084,-0.0676,0.9364,-0.1066,1.6625,1.2242,1.0238,0.9645,1.5704,1.2045,0.1856,1.1671,0.6251,-0.1532,0.3076,0.9582,-0.1143,-0.0624,0.7966,0.1269,0.4071,0.8348,-0.0163,-0.0883,0.4206,1.5323,0.9522,1.7278,1.4698,1.239,-0.113,-0.0735,0.9507,-0.0918,1.1094,0.2901,1.1876,0.4895,1.1678,0.1492,0.0213,1.1373,1.5159,2.2581,0.9421,0.6466,0.3246,0.0321,0.7323,-0.1101,0.0283,-0.1202,0.1169,-0.1409,-0.215,-0.0386,0.1035,-0.2692,0.6606,0.13,0.9791,Control
Utah__A12,-0.1388,0.2178,0.8621,0.0483,0.4517,1.2186,0.2476,0.056,-0.1148,0.1569,-0.2183,-0.2025,0.8493,0.1232,0.1796,0.0276,1.6147,0.1774,0.7577,2.2753,0.6486,0.7218,0.0554,0.0251,-0.116,-0.0696,-0.0206,0.5129,1.3063,0.412,-0.1525,-0.3406,0.4793,1.9491,1.4341,0.9552,1.8175,1.7763,1.6778,0.2865,0.2718,0.766,0.1572,-0.1235,0.017,0.4322,0.141,-0.1335,2.2371,0.2646,-0.0589,0.0378,0.1563,-0.054,1.2296,0.0351,1.2989,0.9277,1.0841,0.7457,1.6025,0.9724,-0.1209,0.8362,0.245,-0.0662,0.0835,0.4893,-0.2447,-0.2465,0.6695,0.1012,0.2448,0.458,-0.1217,0.0324,0.307,1.0033,0.7867,0.5958,1.4197,0.8331,-0.2273,0.0261,0.4591,-0.0559,0.8923,0.3988,0.7066,0.1742,0.7893,0.0614,0.0463,0.9948,1.4445,2.698,0.5344,0.6375,0.2919,0.0919,0.6729,0.0304,-0.1267,-0.1592,0.0322,-0.1637,-0.0855,-0.1345,0.2125,0.0645,0.6181,0.0919,0.6876,Control
Utah__B01,-0.1696,0.8421,0.4849,-0.0292,0.6104,1.8146,0.1159,0.062,-0.4386,-0.069,-0.286,-0.328,1.2183,-0.2413,0.2351,-0.0503,2.2548,0.6334,1.095,2.924,0.9569,0.9716,-0.1101,-0.1032,-0.2474,-0.0557,0.17,0.6975,1.4944,0.491,-0.1225,-0.3753,0.7316,2.5478,1.6948,1.0915,2.099,1.7165,2.3362,0.7625,0.9313,1.438,0.2105,-0.1637,-0.2313,0.832,0.0879,-0.2724,2.2188,0.4252,-0.2723,0.1253,0.0929,-0.035,1.0389,-0.0562,1.6848,1.4936,1.2976,1.0602,1.9253,1.579,-0.1709,1.4003,0.5104,-0.0603,0.5853,0.9193,-0.4292,-0.3463,0.703,0.2081,0.5505,0.6428,-0.1401,0.002,0.7761,1.2247,1.3078,1.788,1.454,1.4378,-0.406,-0.0095,0.6651,-0.1894,0.8693,-0.0527,1.651,0.2971,1.0718,0.0455,-0.0509,1.0168,1.6918,2.6122,0.5078,0.9203,0.2374,-0.0076,0.8385,-0.0429,-0.2572,-0.1673,0.0402,-0.108,-0.2232,-0.2684,-0.0259,-0.2028,0.9096,-0.1494,1.4666,Control
Utah__B02,-0.0723,0.9314,0.6647,0.034,0.5786,1.7505,-0.0046,-0.0405,-0.2167,0.1302,-0.0563,-0.1524,1.3113,0.0696,0.3172,-0.0949,2.3678,0.6288,1.631,3.1901,1.0893,1.3378,0.0013,0.2753,-0.1432,-0.0857,0.0334,0.9533,1.7037,0.5372,-0.0901,-0.1439,1.1885,2.6729,2.3559,1.6431,2.3005,2.4496,2.4139,0.6839,0.6443,1.4113,0.2536,-0.1556,0.0409,0.7442,-0.0615,0.0073,2.772,0.7012,-0.137,-0.0535,-0.0089,-0.1107,1.2979,-0.051,1.8552,1.4558,1.3956,1.3465,2.0769,1.7588,0.2103,1.468,0.4882,-0.0085,0.32,0.7534,-0.1437,0.0037,1.0242,0.1632,0.4639,1.0534,-0.0887,-0.0665,0.6982,1.6089,1.1261,1.4589,2.1053,1.3561,-0.0206,-0.0019,1.1715,-0.0848,1.3637,0.3316,1.4541,0.6916,1.4801,0.1538,-0.0402,1.1146,1.9793,3.0694,0.7859,0.9632,0.2171,0.167,0.8273,-0.0541,0.0324,-0.1153,0.0235,-0.0733,-0.1771,-0.0398,0.137,-0.0744,0.8781,0.0281,1.4387,Control
Utah__B03,-0.1214,0.866,0.1767,0.0308,0.6305,1.6459,0.0536,-0.0392,-0.3077,0.0448,-0.2309,-0.2325,1.2964,-0.1341,0.315,-0.0687,2.4214,0.6455,1.3883,3.2648,1.0493,1.1244,0.0168,0.0585,-0.0215,-0.0345,0.0315,0.7565,1.6639,0.6195,-0.1128,-0.2197,0.8349,2.831,2.1722,1.6061,2.3513,2.2961,2.4318,0.6896,0.636,1.5059,0.191,-0.1158,-0.0365,0.8356,-0.0328,-0.1169,2.6657,0.6535,-0.1686,0.0191,0.0106,-0.071,1.1139,-0.1255,1.6735,1.5497,1.2952,1.119,1.9938,1.9606,0.0948,1.4472,0.5496,-0.1451,0.377,0.8807,-0.1867,-0.0909,0.914,0.0831,0.5275,0.9326,-0.0562,-0.0477,0.7721,1.448,1.2178,1.6055,1.8191,1.4188,-0.1355,-0.0678,0.98,-0.0229,1.1485,0.0478,1.2661,0.524,1.3199,0.1213,0.0656,0.8991,1.9811,3.1133,0.7712,0.8711,0.1232,0.1555,0.6819,-0.0852,-0.1367,-0.1068,0.0117,-0.1108,-0.1606,-0.1455,-0.0774,-0.1266,0.9308,0.0302,1.3911,BRCACancer
Utah__B04,-0.0959,0.4183,0.6043,-0.0124,1.0397,1.4855,0.0317,-0.0297,-0.1174,0.0256,-0.0996,-0.2486,1.5574,0.1939,0.5641,-0.0997,2.1529,1.0674,1.3421,2.8562,1.4229,1.3669,-0.0562,0.182,9e-04,-0.1728,0.0416,0.8852,1.3649,0.7675,-0.1384,-0.2762,0.5185,3.1187,2.2337,1.5213,2.6115,2.0841,2.4291,1.0121,0.7393,1.6161,0.2688,-0.164,-0.0758,1.257,-0.1384,-0.0689,2.1694,0.4392,-0.1304,0.0716,0.0134,-0.095,0.9852,-0.023,1.9491,1.609,1.4994,1.2478,2.0074,1.5843,0.1053,1.3972,0.7434,-0.187,0.646,1.5724,-0.1682,-0.0903,0.8283,0.2236,0.6234,1.0826,-0.0843,-0.1423,0.8504,1.267,1.8155,2.5789,1.7322,1.4506,-0.0923,-0.1304,0.8152,-0.0584,0.9156,0.3622,1.823,0.4196,1.184,0.2001,0.0147,1.4033,1.7792,1.9081,0.8671,0.8621,0.2846,0.2276,0.8337,-0.0644,-0.0518,-0.142,0.0565,-0.1802,-0.1844,-0.2156,0.1012,-0.1885,1.022,0.0675,1.7601,BRCACancer
Utah__B05,-0.1531,0.5547,0.5536,-0.0034,0.5644,1.5723,0.2018,0.0048,-0.0787,0.1435,-0.2379,-0.2049,1.0531,0.3243,0.2621,-0.0412,2.01,0.5154,1.5447,2.9004,0.8942,1.1669,-0.1302,0.1548,-0.1811,-0.1729,-0.0166,0.8042,1.5281,0.502,-0.1483,-0.2905,0.8501,2.5154,2.1999,1.1874,2.2374,2.1983,1.9279,0.6877,0.5221,1.0604,0.1754,-0.282,-0.1279,0.5996,-0.0928,-0.0876,2.0787,0.3353,-0.1173,0.0179,0.1195,-0.0173,0.8279,-0.0262,1.9541,1.1758,1.1414,0.9807,2.163,1.6637,0.0058,1.0175,0.5848,-0.0372,0.1593,0.8302,-0.2003,-0.1129,0.6254,0.0832,0.3737,0.891,-0.1165,0.1129,0.4846,1.5184,1.0569,1.6766,1.9046,1.1686,-0.1604,-0.0583,1.1228,-0.1239,1.1503,0.3158,1.2328,0.4286,1.2466,0.1172,0.0106,0.9929,1.7158,3.0883,0.7374,0.7982,0.1114,0.1488,0.5061,-0.0021,-0.1215,-0.1758,0.0511,-0.1124,-0.1237,-0.2841,0.0644,-0.0814,0.6726,0.0025,1.2624,BRCACancer
Utah__B06,-0.2524,0.4911,0.3054,-0.1698,0.5914,1.4063,0.2759,0.0665,-0.4743,-0.0773,-0.3543,-0.3597,1.0091,0.048,0.1927,0.0519,1.9793,0.356,1.222,3.1706,0.83,0.7683,-0.1891,-0.0815,-0.0039,-0.0852,0.1572,0.461,1.3373,0.3768,-0.1124,-0.4927,0.354,2.4239,1.5641,1.0223,2.0964,1.6977,2.0333,0.5814,0.3538,1.0698,0.1376,-0.1416,-0.4233,0.6904,-0.0281,-0.207,2.3823,0.2467,-0.3279,-0.141,0.1298,-0.0308,0.9112,-0.0735,1.3898,1.137,1.0547,0.7105,1.4569,1.3797,-0.3337,0.999,0.4449,-0.2925,0.1613,0.6881,-0.4401,-0.3907,0.4015,0.1723,0.4064,0.4627,-0.1184,-0.142,0.4988,0.8041,1.0417,1.2785,1.464,1.2192,-0.4228,-0.225,0.4885,-0.2299,0.7797,-0.1188,1.0891,0.1032,0.8845,-0.1186,-0.0555,0.8298,1.4342,2.3045,0.4757,0.7035,0.043,0.0896,0.4949,-0.0337,-0.391,-0.1925,0.0785,-0.0622,-0.173,-0.5274,-0.1089,-0.2484,0.7029,-0.0864,1.0718,BRCACancer
Utah__B07,-0.0967,0.6602,0.6082,0.0265,0.7972,1.8962,-0.0686,-0.0639,-0.2807,0.1908,-0.0945,-0.095,1.4636,0.2044,0.3497,-0.0637,2.3394,0.6557,1.85,3.2479,1.2037,1.4254,-0.0425,0.2581,-0.0764,-0.1657,0.008,0.9738,1.7381,0.6995,-0.1084,-0.1167,0.7679,2.8221,2.4675,1.6832,2.5925,2.4855,2.7159,0.9305,0.7107,1.5971,0.317,-0.1533,0.0236,0.7828,-0.0802,0.008,2.7611,0.881,-0.1408,-0.0512,0.0614,-0.0804,1.2492,-0.0683,1.7769,1.5902,1.4427,1.3477,2.0896,1.5748,0.191,1.6168,0.5754,-0.1471,0.2287,0.9103,-0.1682,0.0257,1.0787,0.1479,0.4293,1.1855,-0.0498,-0.0636,0.7269,1.5398,1.3158,1.8069,2.0562,1.5765,-0.1399,-0.0414,1.1849,-0.0221,1.2133,0.3932,1.2377,0.5536,1.4775,0.1305,0.1479,1.383,1.9657,2.4092,0.8833,0.825,0.2245,0.286,0.7375,-0.0653,-0.0288,-0.1532,0.0632,-0.1245,-0.1206,-0.0655,0.0774,-0.0505,1.0957,0.0614,1.5184,BRCACancer
Utah__B08,-0.0661,0.5552,1.1161,0.0597,0.404,1.591,0.005,-0.0665,-0.1328,0.2934,-0.0744,-0.047,1.2368,0.0859,0.2739,-0.0915,1.9728,0.6406,1.3282,3.2852,0.8834,1.155,0.0867,0.1942,-0.0205,-0.0621,0.0329,0.7483,1.7629,0.5104,-0.0845,-0.145,0.8458,2.0075,2.0859,1.6207,2.2952,2.5175,1.8446,0.5672,0.687,1.1134,0.044,-0.1389,0.0457,0.6436,0.0565,-0.0472,2.7516,0.7401,-0.1007,0.0235,0.0467,-0.0801,1.4847,-0.113,1.7731,1.3514,1.5826,1.0552,1.8077,1.132,0.1855,1.2187,0.5589,-0.1159,0.2168,0.6713,-0.0727,0.1273,0.8112,0.2591,0.423,0.888,0.0055,-0.052,0.4862,1.6268,0.962,1.2446,1.8059,1.3469,0.0247,-0.007,1.0619,-0.031,1.3897,0.7757,1.2,0.7295,1.3839,0.1572,-0.0225,1.4907,1.5822,1.9595,0.8193,0.6712,0.3976,0.0681,1.031,-0.093,4e-04,-0.1241,0.1247,-0.1255,-0.1343,-0.0026,0.4556,-0.1236,0.862,0.1055,1.0596,Control
Utah__B09,-0.0277,0.5783,0.7087,0.0287,1.075,1.4659,-0.0252,-0.0549,-0.3584,0.1348,-0.186,-0.3084,1.3351,0.0463,0.3131,-0.1001,1.9714,0.7453,1.4388,2.668,1.1795,1.3513,0.0318,0.0181,-0.2452,-0.0413,-0.0304,0.7255,1.0549,0.679,-0.1297,-0.1421,0.3581,2.6131,2.075,1.4325,2.8246,1.9022,2.1816,1.0014,0.7996,1.3862,0.4896,-0.1672,0.0207,1.1866,-0.0316,-0.0869,1.7923,0.4351,-0.1751,-0.0621,0.0769,-0.1338,0.9104,-0.1511,1.8668,1.4071,1.3856,1.0407,1.6827,1.491,0.1349,1.1976,0.7236,-0.1221,0.6846,1.5246,-0.1084,-0.0968,0.6791,0.2879,0.7033,1.0372,0.0011,-0.1195,0.6499,1.097,1.3985,2.6277,1.5271,1.4309,-0.1495,-0.0765,0.8205,-0.0863,0.9219,0.2994,1.5891,0.4414,1.0445,0.1708,-0.081,1.6005,1.6002,2.3737,0.6676,0.7214,0.3587,0.1414,0.7389,-0.0384,-0.1062,-0.1822,0.0132,-0.0784,-0.199,-0.1154,0.1921,-0.1465,0.8732,0.0329,1.5966,Control
Utah__B10,-0.1113,0.2527,0.6399,0.0491,0.8424,0.9846,0.07,-0.0537,-0.4035,0.0032,-0.1199,-0.1707,1.3763,0.1542,0.3812,-0.0671,2.1065,0.7201,0.9998,2.9303,1.0678,1.0806,0.0123,-0.0046,-0.1197,-0.1104,-0.0425,0.763,1.4364,0.5106,-0.1108,-0.1256,0.4619,2.9757,2.0115,1.3341,2.3771,2.0721,2.4228,0.6115,0.5646,1.2593,0.1759,-0.168,-0.108,1.0916,0.0286,-0.1072,2.2241,0.3029,-0.1635,-0.0161,0.0974,-0.112,0.9152,-0.029,1.6755,1.4557,1.2765,1.0392,2.015,1.4619,0.0478,1.0868,0.5548,-0.1642,0.3924,1.0926,-0.083,-0.0692,0.7544,0.0802,0.3825,0.7477,-0.0894,-0.0149,0.8182,1.361,1.3641,2.0403,1.5575,1.2836,-0.1359,-0.063,0.7208,-0.1064,0.8827,0.2671,1.6432,0.4218,0.9307,0.0362,-0.0266,1.043,1.611,2.4536,0.7001,0.7968,0.1769,0.1516,0.5971,-0.0295,-0.1269,-0.1422,-0.0541,-0.2081,-0.1856,-0.0401,0.0231,-0.0986,0.7921,0.0301,1.5265,Control
Utah__B11,-0.0778,0.1779,1.388,0.0762,0.6514,1.3728,0.0498,-0.0409,-0.2361,0.2324,-0.1532,-0.1035,1.35,0.1538,0.3754,-0.0579,1.9275,0.6532,1.1547,3.1143,1.0285,1.1408,0.0535,0.1846,-0.1095,-0.1746,0.0481,0.7787,1.5471,0.5422,-0.0939,-0.1919,0.9873,2.343,1.9895,1.6226,2.1992,2.2398,1.7007,0.5429,0.5812,1.0767,0.1474,-0.1549,0.0403,0.8864,-0.022,0.0134,2.6052,1.0524,-0.0969,8e-04,0.0471,-0.0637,1.2861,-0.1045,1.7998,1.4217,1.3764,1.0564,1.9382,1.24,0.1458,1.1631,0.4739,-0.0268,0.2925,0.9291,-0.0018,-0.0522,0.6434,0.1845,0.3893,0.8744,-0.0919,-0.0986,0.5737,1.5061,1.0837,1.3337,1.6381,1.2874,-0.042,-0.0024,0.9479,0.0074,1.0033,0.8044,1.1239,0.5072,1.248,0.1687,0.0277,1.485,1.5006,2.0014,0.7801,0.7059,0.2519,0.2017,0.9208,-0.018,-0.028,-0.1152,-0.0496,-0.1963,-0.0441,-0.1251,0.3074,-0.1097,0.8886,0.0623,1.1268,Control
Utah__B12,-0.0129,0.3904,0.4787,0.0275,0.5464,1,-0.0302,-0.0304,-0.1452,0.2284,-0.1282,-0.135,1.113,0.3478,0.2559,-0.0966,1.7512,0.5755,1.1673,2.7976,1.1205,0.9547,0.0296,0.1337,-0.2684,-0.178,0.025,0.6182,0.7186,0.4052,-0.1254,-0.1617,0.3858,2.5269,1.6495,1.1284,2.3982,1.7572,2.1187,0.7352,0.541,1.3545,0.1589,-0.1541,-0.0748,1.0027,-0.1668,-0.1794,1.9156,0.1883,-0.1998,0.2071,0.0435,-0.0563,0.5644,-0.0235,1.1443,1.1501,1.1129,0.9981,1.2222,1.1456,0.0789,1.175,0.513,-0.1063,0.6586,1.3595,-0.1152,-0.1087,0.4891,0.0977,0.3487,0.7739,-0.0472,0.0512,0.6707,0.8838,1.2181,2.2155,1.5376,1.0406,-0.0933,-0.0613,0.5762,-0.1745,0.5958,0.214,1.7182,0.1545,0.7461,0.0678,-0.0635,0.9676,1.2851,1.9598,0.4748,0.6191,0.0207,-0.0027,0.5807,-0.0563,-0.1101,-0.1938,-0.0532,-0.1021,-0.0935,-0.0227,0.0542,0.0052,0.5598,0.1243,1.4994,Control
Utah__C01,-0.1092,0.4341,0.899,0.0435,0.7783,1.2618,0.0266,-0.0259,-0.0685,0.0997,-0.0496,-0.1562,1.4476,0.2423,0.4922,-0.0943,1.9901,1.0252,1.7579,3.3853,1.3466,1.6889,-0.0638,0.3175,-0.1614,-0.2183,0.0267,1.0631,1.4878,0.6425,-0.1623,-0.1631,1.1771,2.4975,2.4577,2.0951,2.1418,2.527,1.81,0.9105,0.5133,1.1416,0.1167,-0.2288,0.1243,1.0888,-0.048,0.0139,2.7961,0.8165,-0.1308,0.0316,0.0166,-0.0755,1.1762,-0.0378,2.1992,1.3664,1.3659,1.3215,2.0354,1.2568,0.2252,1.2554,0.741,-0.1859,0.3456,1.2075,-0.1702,-0.0058,0.9055,0.1894,0.4644,1.202,-0.099,0.019,0.7435,1.7496,1.3097,1.8948,1.8712,1.4124,-0.1073,-0.1043,1.1774,-0.1144,1.2049,0.5381,1.441,0.8395,1.61,0.2072,0.02,1.4443,1.6058,1.7642,0.9941,0.9007,0.4673,0.1749,0.8318,-0.0153,-0.0378,-0.1903,0.0201,-0.1609,-0.1876,-0.0178,0.2032,-0.0483,0.8637,0.0894,1.3296,BRCACancer
Utah__C02,-0.1137,0.3909,0.883,-0.0119,0.6598,1.1855,-0.0079,-0.0323,-0.1696,0.2594,0.0756,-0.0518,1.1796,0.2855,0.3202,-0.0572,1.9165,0.5599,1.5318,3.0407,1.0743,1.5715,0.0166,0.3125,-0.2792,-0.1153,0.0553,0.9007,1.5915,0.4799,-0.1383,-0.1537,1.0293,2.3783,2.3549,1.6939,2.1641,2.4965,2.2057,0.5033,0.5287,1.1953,0.2207,-0.1582,0.1447,0.6698,-0.089,0.0594,2.7773,0.9026,-0.0036,0.0874,0.0294,-0.0792,1.2464,0.022,1.5975,1.4157,1.3914,1.3841,1.9216,1.2932,0.2894,1.4863,0.5558,0.0296,0.2186,0.6748,-0.0912,0.1277,1.0455,0.1387,0.3541,1.1077,-0.0561,-0.0571,0.5309,1.6819,0.9177,1.1287,1.9218,1.3063,-0.0187,-0.0455,1.2769,-0.0323,1.2102,0.685,1.3892,0.7451,1.4449,0.1248,-0.0154,1.3709,1.6421,2.1494,0.8439,0.8789,0.4851,0.1995,0.876,3e-04,2e-04,-0.1296,0.0631,-0.1646,-0.1284,-0.0906,0.3479,0.0166,0.8878,0.0922,1.0886,BRCACancer
Utah__C03,-0.1089,0.756,0.7592,-0.003,0.6966,1.4373,0.0085,-0.0199,-0.1015,0.3572,0.0826,-0.0076,1.3531,0.2677,0.4262,-0.0456,2.1618,0.7003,2.0309,3.1917,1.2891,1.923,-0.0972,0.5996,-0.2487,-0.1202,-0.0272,1.159,1.7393,0.6872,-0.1236,-0.1203,1.3651,2.615,2.7484,2.1431,2.5163,2.7414,2.4733,0.7448,0.4535,1.1841,0.3484,-0.1374,0.0446,0.8034,-0.0272,0.1079,2.6861,1.0696,-0.0979,0.0555,0.03,-0.0373,1.1478,-0.0333,1.7405,1.5104,1.3048,1.4812,2.1422,1.2173,0.4337,1.6089,0.6095,-0.0739,0.2433,0.8136,-0.0481,0.1151,1.2029,0.0924,0.4329,1.4625,-0.0541,-0.0388,0.747,1.9186,1.0659,1.5542,2.1639,1.3674,-0.0448,-0.0458,1.4327,-0.0312,1.2548,0.6464,1.2769,0.8476,1.6581,0.1904,0.055,1.5157,1.8217,1.9786,0.9956,0.9602,0.3923,0.39,0.7695,-0.0157,0.0205,-0.1635,0.0866,-0.1879,-0.0802,-0.1244,0.3389,-0.0712,0.8812,0.0351,1.3494,BRCACancer
Utah__C04,-0.0039,0.3649,1.0243,0.0572,0.228,0.9264,0.0048,-0.0227,0.0056,0.2273,-0.1595,-0.0737,0.6519,0.4462,0.1623,-0.0697,1.3327,0.3947,1.1351,2.9165,0.6564,1.2282,0.2007,0.2566,-0.2035,-0.2302,-0.0804,0.6086,1.0608,0.3461,-0.092,-0.1126,0.6512,1.7242,1.9361,1.6617,2.1554,2.5496,1.3234,0.304,0.3689,0.7627,0.0999,-0.1918,0.1677,0.406,-0.0448,0.0448,2.279,0.4124,-0.1123,0.0418,-0.0324,-0.0252,0.9556,0.0041,1.4589,0.7955,1.1165,0.8543,1.3223,0.7671,0.3081,1.1772,0.2979,0.1224,0.174,0.502,-0.0114,0.1095,0.5427,0.1722,0.1876,0.8506,0.0066,-0.0156,0.3925,1.4391,0.6767,0.8231,1.5571,0.8506,0.1398,0.0456,0.9352,-0.1614,1.1961,0.723,0.6356,0.5441,1.0324,0.1014,0.0105,1.522,0.9334,2.5108,0.6682,0.5426,0.8011,-0.1339,1.0129,-0.0136,-0.0375,-0.1246,0.0681,-0.1179,-0.0226,-0.1392,0.4543,-0.1036,0.4435,0.1977,0.6996,Control
Utah__C05,-0.0381,0.0393,0.4647,0.0327,0.3264,0.7512,0.0252,-0.0086,-0.1438,0.2072,-0.0688,-0.0711,0.7781,0.3821,0.2354,-0.051,1.4813,0.3757,1.1402,3.193,0.7764,1.0841,0.0856,0.3016,-0.0503,-0.0963,-0.0674,0.698,1.2524,0.2809,-0.095,-0.0553,0.6921,2.13,2.0524,1.6965,1.6506,2.7839,1.6981,0.3584,0.3113,0.7812,0.0554,-0.1374,0.1753,0.4359,-0.0154,0.0113,2.5333,0.4633,-0.0905,-0.0622,0.077,-0.0639,0.7622,-0.0486,1.5317,0.937,1.1142,1.0445,1.636,0.8638,0.2248,1.1237,0.3168,-0.188,0.1022,0.4343,0.0555,0.0748,0.5979,0.0514,0.2155,0.8549,-0.0218,0.1032,0.4559,1.4929,0.7211,0.6764,1.6674,0.9308,0,-0.0151,0.9771,-0.0198,1.0857,0.5183,0.8253,0.4714,0.9815,0.0993,0.0466,0.9478,1.1397,1.9557,0.6263,0.7015,0.1947,0.0081,0.6607,-0.0412,0.0193,-0.0817,0.1277,-0.0595,-0.1724,-0.161,0.2366,-0.0445,0.4301,0.1467,0.6797,BRCACancer
Utah__C06,-0.0371,-0.0064,0.7824,0.0297,-0.0355,0.3023,0.0333,-0.0432,-0.3948,0.3448,-0.202,-0.1819,0.2166,0.0289,0.0065,-0.0481,0.521,0.0604,0.5775,0.8417,0.3123,0.4463,0.1445,0.0161,-0.2052,-0.0402,-0.081,0.1152,0.1688,0.2311,-0.0777,-0.1935,0.2336,0.561,0.9021,0.45,0.5605,1.2274,0.1841,0.2708,0.0041,0.3208,0.0375,-0.0184,0.1653,0.3676,-0.0425,-0.1546,0.6635,0.0198,-0.0837,0.1727,0.0717,-0.083,0.2227,-0.0233,0.2778,0.2206,0.2189,0.2789,0.3699,0.3392,-0.0112,0.4169,0.0768,-0.0731,-0.0098,0.3943,-0.1207,-0.0863,0.3615,-0.0571,0.2149,0.2781,-0.0304,0.036,0.0011,0.5011,0.3956,0.4332,0.8272,0.3764,-0.1069,0.0575,0.3317,-0.0395,0.4413,0.3013,-0.039,0.1541,0.1992,0.1012,0.1232,0.3177,0.5461,0.9819,0.3262,0.2405,0.1645,-0.0154,0.3527,0.0022,-0.195,-0.1563,0.1753,-0.069,-0.3506,-0.1741,0.036,0.0377,-0.0736,0.2632,0.3935,Control
Utah__C07,-0.0682,0.0035,0.8678,0.0139,0.4415,1.0132,0.1827,-0.0282,-0.2709,0.3346,-0.0256,-0.0446,0.915,0.1929,0.2194,-0.0557,1.6858,0.2941,1.1585,2.7595,0.8576,1.2108,-0.0804,0.1459,-0.1794,-0.1054,0.0637,0.6759,1.5284,0.4432,-0.1069,-0.0844,0.6963,1.9294,2.3484,1.5112,2.0737,2.4171,1.9006,0.3207,0.3786,0.9949,0.1291,-0.1801,0.113,0.5341,0.0172,-0.0088,2.6314,0.3527,-0.0588,0.0413,0.0878,-0.1312,1.0808,-0.0273,1.4055,1.1736,1.1021,1.0766,1.8423,1.0366,0.1955,1.098,0.4054,-0.1203,0.1355,0.5835,-0.0586,0.0812,0.9146,0.1039,0.303,0.8831,-0.0536,-0.0451,0.3857,1.4949,0.7897,0.8215,1.5629,1.0643,0.0118,0.0198,1.0312,-0.0562,0.9939,0.6511,0.7476,0.4888,1.1076,0.0777,0.1506,1.3053,1.4564,2.1653,0.7667,0.7089,0.3418,0.094,0.792,0.0268,-0.0612,-0.126,0.1354,-0.1464,-0.0919,-0.098,0.2502,-0.0689,0.6735,0.1058,0.7236,Control
