@relation data

@attribute id string
@attribute 2645 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 80201 numeric
@attribute Class {Control,BRCACancer}

@data
F02,0.0686,0.5526,0.3439,1.3641,0.0969,Control
F03,-0.0188,0.5091,0.2628,1.1087,0.0026,Control
F04,0.0375,0.5329,0.3727,1.1858,-0.0561,Control
F05,0.0176,0.5037,0.3199,1.1358,-0.0034,Control
F06,0.018,0.5441,0.2766,1.2757,-0.0744,Control
F07,-0.0569,0.478,0.3285,1.1859,0.1015,Control
F09,-0.0083,0.5987,0.355,1.5727,0.1272,Control
F10,-0.0463,0.5986,0.3817,1.617,0.0548,Control
F11,-8e-04,0.5728,0.3029,1.3721,-0.0057,Control
F12,-0.0662,0.5307,0.3926,1.2475,-0.0382,Control
G01,0.0769,0.5469,0.293,1.3197,-0.0755,Control
G02,-0.028,0.4866,0.2414,1.1377,0.0046,Control
G03,-0.015,0.5272,0.3849,1.4187,0.1123,Control
G04,0.0123,0.5456,0.2721,1.3398,0.1502,BRCACancer
G05,-0.1224,0.4237,0.2137,1.0479,-0.0351,BRCACancer
G06,-0.0677,0.4947,0.2983,1.2776,-0.0553,BRCACancer
G07,0.0023,0.4059,0.1797,0.6396,0.0996,Control
G08,-0.0105,0.5222,0.2884,1.3645,-0.0111,Control
G09,-0.0188,0.4172,0.2729,1.0468,-0.0482,Control
G10,0.0155,0.3699,0.2351,0.593,-0.1637,BRCACancer
G11,-0.0402,0.3608,0.216,0.3752,0.0102,BRCACancer
G12,0.0132,0.4556,0.2765,1.1064,-0.0685,BRCACancer
H01,-0.0269,0.369,0.1675,0.719,-0.0863,Control
H02,0.0027,0.5197,0.2431,0.9856,0.0545,Control
H03,0.0229,0.4041,0.1344,0.5656,0.0104,Control
H04,-0.0202,0.5422,0.2113,1.0219,-0.0183,Control
H06,-0.0203,0.5003,0.2288,1.0886,-0.036,Control
H07,-0.0639,0.4363,0.1925,0.9426,0.0081,BRCACancer
H08,0.0253,0.5143,0.266,1.4983,-0.165,BRCACancer
H09,-0.0295,0.3218,0.2077,0.504,-0.2014,BRCACancer
H10,0.0363,0.3597,0.3047,0.9078,-0.0948,BRCACancer
H11,0.0312,0.3797,0.3334,1.2256,-0.0842,BRCACancer
H12,0.0148,0.4964,0.2219,1.2099,-0.0656,BRCACancer
I01,-0.0333,0.5001,0.2845,1.1531,-0.1042,Control
I02,-0.0587,0.3251,0.3035,0.7067,-0.0915,Control
I03,-0.0357,0.3632,0.1154,0.4468,-0.0952,Control
I04,-0.009,0.5154,0.3406,1.2893,0.0804,Control
I05,0.0321,0.5756,0.1946,1.3679,0.0859,Control
I06,0.0351,0.4256,0.4158,1.1134,-0.002,Control
I07,-0.0156,0.6016,0.455,1.7028,0.0946,Control
I08,-0.0558,0.4332,0.2744,1.2114,0.0269,Control
I09,-1e-04,0.3994,0.3158,1.0656,-0.0553,Control
I10,-0.056,0.5158,0.4231,1.2398,0.0834,Control
I11,0.1016,0.3098,0.2762,0.7648,-0.088,Control
I12,-0.0119,0.4356,0.2807,0.6584,-0.0537,Control
I13,0.0372,0.4313,0.2833,1.162,0.0843,Control
J01,-0.0333,0.4823,0.2539,0.7928,-0.0549,Control
J02,0.007,0.4031,0.1951,0.7583,0.0421,Control
J03,-0.0557,0.4871,0.2461,0.946,-0.028,Control
J04,-0.0011,0.5481,0.2752,1.0724,0.1062,Control
J05,0.016,0.4924,0.4453,1.0891,-0.1682,Control
J06,0.025,0.3511,0.3924,1.1078,-0.117,Control
J07,-0.0013,0.6053,0.404,1.4468,0.011,Control
J08,-0.0492,0.5501,0.3314,1.1594,0.0177,Control
J09,-0.0651,0.2827,0.1745,0.8155,-0.041,Control
J10,0.0049,0.5466,0.2366,0.9597,0.0655,Control
J11,-0.031,0.4826,0.2517,0.7998,-0.0159,Control
J12,4e-04,0.4679,0.2922,0.728,-0.0106,Control
K01,0.0723,0.6579,0.5679,1.7289,-0.0451,BRCACancer
K02,0.0443,0.5648,0.3593,1.2234,0.0972,BRCACancer
K03,0.0214,0.4423,0.2737,0.7791,-0.1003,BRCACancer
K04,-0.0375,0.5762,0.1964,0.9959,-0.0549,BRCACancer
K05,-0.0319,0.5069,0.2332,0.7627,-0.0375,Control
AA3226,-0.0116,0.4132,0.3499,0.6273,-0.0435,Control
AB3227,-0.0295,0.4397,0.1849,1.1473,0.0324,Control
AC3228,0.0692,0.4333,0.1807,0.9976,0.0019,Control
AD3231,0.0248,0.3836,0.2153,1.1746,0.0248,Control
AE1543,0.0308,0.471,0.5887,0.9892,-0.0083,Control
AF3229,-0.0391,0.4363,0.4611,0.873,-0.0491,Control
AG3230,-0.0656,0.4819,0.2556,0.9806,-0.0194,Control
AH3232,-0.0805,0.3202,0.1632,0.7751,-0.0236,Control
AI3233,-0.0683,0.6539,0.3968,1.4528,0.0952,Control
AJ3234,0.0072,0.5414,0.4412,1.39,0.0707,Control
AK3235,0.0475,0.495,0.2065,1.3074,-0.0664,Control
AL3236,-0.0242,0.4553,0.2342,1.1621,0.0238,Control
AM3237,-0.0636,0.5069,0.172,1.0211,0.0029,Control
AN757,-0.0093,0.4531,0.1955,0.8526,0,Control
C474,0.011,0.5724,1.0727,0.9913,-0.0552,Control
D480,0.0214,0.5882,0.1037,1.0435,-0.0733,Control
E519,-0.0458,0.5537,0.3137,0.7471,0.0283,Control
F548,0.0241,0.3986,0.6719,0.7804,-0.0144,Control
G660,0.0775,0.4943,0.1269,1.2593,-0.1577,Control
H663,0.01,0.4661,0.0893,1.0902,-0.0537,Control
I782,0,0.4247,0.4252,0.6665,-0.0448,Control
J787,-0.0327,0.7676,0.108,1.0722,-0.0528,Control
K1162,-0.0117,0.5187,0.158,1.5808,0.0312,BRCACancer
L1176,-0.0098,0.4469,0.1468,0.9525,-0.0393,BRCACancer
M1263,0.0394,0.5213,0.1882,1.2456,0.0689,BRCACancer
P1075,-0.048,0.5148,0.4035,0.6852,-0.1153,BRCACancer
Q1080,0.0371,0.4889,0.2291,0.7571,-0.1034,BRCACancer
R1104,0.026,0.433,0.1958,1.0554,-0.0653,BRCACancer
S1133,0.0325,0.4119,0.7522,0.6745,-0.0866,BRCACancer
T1463,0.0239,0.6547,0.2056,1.5759,0.042,BRCACancer
U2017,0.0628,0.4162,0.212,0.9406,-0.0628,BRCACancer
V432,-0.1224,0.4047,0.4227,0.4537,0.0265,BRCACancer
W433,0.0065,0.5333,0.2447,1.3464,0.1064,BRCACancer
X524,-0.0635,0.5109,0.4733,0.5487,-0.0363,BRCACancer
Y546,-0.0037,0.4451,0.1634,0.9654,-0.203,BRCACancer
Z3225,-0.0439,0.5894,0.1826,1.6595,0.3121,Control
