@relation data

@attribute id string
@attribute 10023 numeric
@attribute 11197 numeric
@attribute 1452 numeric
@attribute 1453 numeric
@attribute 1457 numeric
@attribute 1487 numeric
@attribute 1488 numeric
@attribute 1499 numeric
@attribute 166 numeric
@attribute 1855 numeric
@attribute 1856 numeric
@attribute 2033 numeric
@attribute 2249 numeric
@attribute 22943 numeric
@attribute 23002 numeric
@attribute 23291 numeric
@attribute 23521 numeric
@attribute 2487 numeric
@attribute 2488 numeric
@attribute 2535 numeric
@attribute 2597 numeric
@attribute 26108 numeric
@attribute 26190 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 3251 numeric
@attribute 3725 numeric
@attribute 4040 numeric
@attribute 4041 numeric
@attribute 4609 numeric
@attribute 51176 numeric
@attribute 51384 numeric
@attribute 51701 numeric
@attribute 5308 numeric
@attribute 53944 numeric
@attribute 54361 numeric
@attribute 5515 numeric
@attribute 5518 numeric
@attribute 567 numeric
@attribute 56998 numeric
@attribute 58480 numeric
@attribute 59343 numeric
@attribute 595 numeric
@attribute 60 numeric
@attribute 607 numeric
@attribute 6422 numeric
@attribute 6424 numeric
@attribute 64321 numeric
@attribute 6468 numeric
@attribute 64840 numeric
@attribute 6862 numeric
@attribute 6932 numeric
@attribute 7088 numeric
@attribute 7089 numeric
@attribute 7471 numeric
@attribute 7472 numeric
@attribute 7473 numeric
@attribute 7474 numeric
@attribute 7475 numeric
@attribute 7476 numeric
@attribute 7477 numeric
@attribute 7478 numeric
@attribute 7481 numeric
@attribute 7482 numeric
@attribute 7483 numeric
@attribute 7855 numeric
@attribute 7976 numeric
@attribute 80319 numeric
@attribute 80326 numeric
@attribute 8061 numeric
@attribute 81029 numeric
@attribute 8312 numeric
@attribute 8321 numeric
@attribute 8322 numeric
@attribute 8323 numeric
@attribute 8324 numeric
@attribute 8325 numeric
@attribute 83439 numeric
@attribute 83999 numeric
@attribute 8456 numeric
@attribute 85407 numeric
@attribute 85458 numeric
@attribute 8840 numeric
@attribute 894 numeric
@attribute 8945 numeric
@attribute 896 numeric
@attribute 89780 numeric
@attribute 9368 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A11,0.6478,-0.176,1.1976,1.2647,0.3831,0.4904,0.1164,1.8848,1.0792,0.2517,0.7332,1.7813,0.0257,-0.2012,0.3923,0.4316,0.6553,-0.0755,-0.0569,0.1782,0.3341,-0.1717,1.4068,0.8863,0.4751,0.379,1.1269,1.0715,-0.0478,0.0255,0.9927,0.8913,0.0988,0.6223,-0.1797,0.3916,-0.044,1.4128,1.2934,3.4174,0.0487,0.4915,0.5442,0.1247,1.4698,0.0375,-0.0746,-0.1365,-0.1856,0.536,0.3,0.1228,0.7033,0.0559,0.0302,0.158,-0.1366,-0.0986,-0.0859,-0.0745,-0.0057,0.0751,0.0473,0.033,-0.1508,-0.1139,-0.0192,0.1912,0.0478,0.0228,0.0067,-0.0182,0.2534,0.0825,-0.0392,0.1355,-0.0022,0.0408,-0.0574,-0.0201,-0.0308,0.0431,-0.1634,0.1215,1.224,0.3659,1.234,0.0512,1.3027,Control
Utah__A12,0.1881,-0.1303,0.9284,0.8097,0.1663,0.5173,0.029,1.6147,0.8451,0.2777,0.4711,0.9995,-0.2259,-0.24,0.2775,0.3904,0.23,-0.0692,0.0154,-0.2186,0.2029,-0.2896,0.859,0.5291,0.3882,0.349,0.6128,0.7127,-0.0316,0.033,0.9269,0.7401,0.0235,0.34,-0.1138,0.0706,-0.0589,1.3762,0.7434,2.9883,0.203,0.2379,0.4791,0.0055,1.4197,0.1416,-0.1129,0.0435,-0.1915,0.2323,0.1585,0.254,0.6547,-0.0159,-0.0696,0.0402,0.0059,0.0107,-0.0979,-0.1435,0.2021,-0.0048,0.0882,-0.0336,-0.133,-0.0081,0.1733,0.1273,-0.084,0.0576,-0.1368,-0.0682,0.1319,0.072,-0.0478,0.1416,-0.0392,-0.1932,0.0584,-0.151,-0.1227,-0.0544,-0.1575,0.338,0.6969,0.1452,1.4393,0.1745,0.8803,Control
Utah__B01,0.2282,-0.0559,1.5675,1.2125,0.5637,0.5093,-0.0078,2.2548,1.066,0.1178,0.6241,1.7081,-0.2987,-0.3656,0.4936,0.616,0.7466,-0.1326,0.0136,-0.388,0.1181,-0.4174,1.5526,0.7147,0.6682,0.5532,0.9147,0.9621,0.0768,-0.1215,1.1103,1.7721,-0.1741,0.6567,-0.3188,0.3609,-0.2214,1.7176,1.0859,3.6374,0.1707,0.5863,0.7423,-0.2002,1.454,0.2039,-0.0886,-0.1129,-0.5114,0.5499,0.2357,0.0862,1.5171,0.0991,-0.0649,-0.1669,-0.0749,-0.0427,-0.3679,-0.3118,0.1877,-0.169,0.0589,-0.1132,-0.2815,-0.2098,-0.0403,0.3093,8e-04,-0.2426,-0.2374,-0.2482,0.1456,-0.0732,-0.0843,0.1732,-0.2774,-0.3122,-0.0189,-0.0524,-0.2183,-0.0423,-0.2104,0.1837,1.0654,0.4109,1.0551,0.0517,0.9488,Control
Utah__B02,0.6177,-0.0956,1.6148,1.5284,0.4675,0.7563,0.1443,2.3678,1.4318,0.4366,0.9226,1.7695,0.1037,-0.2384,0.4037,0.5963,1.0834,-0.0401,-0.0697,0.1774,0.5198,-0.2027,1.6481,1.0367,0.5401,0.4937,1.0804,1.3562,0.055,0.0496,1.1732,1.3407,-0.0669,0.5224,-0.0959,0.3309,-0.0487,1.9071,1.4757,4.0267,0.2279,0.8011,0.8812,0.1157,2.1053,0.1488,-0.0613,-0.0606,-0.0286,0.4581,0.4094,0.1052,1.5889,0.0661,0.0677,0.1519,-0.1187,-0.0776,-0.1491,0.0042,0.1519,0.0239,-0.0297,0.0666,-0.1279,-0.0042,-0.0204,0.2916,-0.1077,0.135,-0.0407,0.0234,0.3476,0.3387,-0.0717,0.144,-0.057,0.037,-0.0432,-6e-04,0.0085,0.0378,-0.1177,0.0973,1.3267,0.3414,1.5454,0.2428,1.3843,Control
Utah__B03,0.4887,-0.1101,1.6103,1.4219,0.4974,0.62,0.0902,2.4214,1.1977,0.272,0.705,1.7464,-0.0334,-0.2084,0.3844,0.603,0.9638,-0.0195,0.0157,-0.011,0.4253,-0.2373,1.6472,0.8915,0.647,0.5412,1.0563,1.1569,0.0676,-0.0101,1.017,1.3657,-0.0898,0.5012,-0.1864,0.3723,-0.1773,1.8553,1.3093,3.8548,0.1411,0.7558,0.8148,0.0397,1.8191,0.1193,-0.0533,-0.1151,-0.2054,0.5019,0.3623,0.055,1.4157,0.0748,-0.0114,0.0705,-0.0814,-0.0169,-0.2157,-0.1778,0.145,0.0385,-0.0547,-0.0764,-0.1698,-0.1193,0.0694,0.259,-0.1423,-0.0561,0.0265,-0.0969,0.2265,0.1219,-0.0326,0.1654,-0.1333,-0.0374,-0.0466,-0.0335,-0.0691,0.0189,-0.1358,0.0905,1.3182,0.336,1.2501,0.1751,1.2593,BRCACancer
Utah__B04,0.4967,-0.2395,1.6519,1.3606,0.5796,0.802,0.4569,2.1529,1.0505,0.3287,0.5712,1.9242,-0.173,-0.3079,0.5106,0.8943,0.7261,-0.0809,-0.0524,-0.1254,0.2775,-0.288,1.4808,0.789,1.0867,0.8001,0.6035,0.8223,-0.0551,0.028,0.9954,1.892,-0.0845,0.9104,-0.0978,0.4853,0.0428,1.5659,1.0976,3.5051,0.3327,0.368,0.73,0.0261,1.7322,0.1103,-0.1159,-0.0991,-0.2317,0.908,0.2893,0.1729,1.3965,0.1313,-0.0688,0.1095,-0.1563,0.0059,-0.0835,-0.1678,0.0384,-0.0384,-0.0302,-0.0462,-0.1144,-0.0869,0.1101,0.4012,-0.1514,-0.001,0.0252,-0.0384,0.3723,-0.0284,-0.0775,0.2249,-0.1013,-0.0445,-0.0358,-0.1187,-0.0116,-0.0213,-0.1529,0.1396,1.2741,0.5286,1.3634,0.1865,1.0832,BRCACancer
Utah__B05,0.3564,-0.2139,1.3552,1.4738,0.3819,0.6762,0.1557,2.01,1.1878,0.3267,0.6583,1.758,-0.0725,-0.2408,0.2761,0.4903,0.6724,-0.0544,-0.0952,-0.2696,0.2466,-0.2498,1.4199,0.961,0.5288,0.4937,0.8371,0.6881,-0.0694,0.0354,0.8446,0.7214,-0.0668,0.5412,-0.1143,0.2164,0.0216,1.5339,1.0423,3.9417,0.1907,0.2824,0.4894,0.0519,1.9046,0.1133,-0.1138,-0.0714,-0.1595,0.4383,0.3191,0.1488,0.979,0.2026,-0.0844,0.0287,-0.0389,-0.0343,-0.1358,-0.0427,0.1088,-0.022,0.0432,0.0067,-0.1237,-0.087,-0.0393,0.4038,0.0264,0.1347,-0.0782,-0.0487,0.2503,0.0654,-0.0278,0.2052,-0.1703,-0.0461,0.0079,-0.0857,-0.042,-0.0358,-0.2305,0.2207,1.1199,0.2736,1.5505,0.2091,1.1831,BRCACancer
Utah__B06,0.1236,-0.0612,1.2399,1.03,0.3896,0.4007,-0.146,1.9793,0.6403,0.0375,0.3434,1.3232,-0.461,-0.4277,0.3712,0.4556,0.6215,-0.0652,0.0203,-0.3673,0.1848,-0.4549,1.3286,0.4884,0.4849,0.4638,0.5568,0.3086,0.0038,-0.2152,0.6295,1.0619,-0.148,0.4049,-0.3725,0.177,-0.1517,1.4358,0.6971,3.7194,0.133,0.54,0.5136,-0.2336,1.464,0.1343,-0.2205,-0.0519,-0.526,0.3169,0.102,0.0055,0.7955,0.0078,-0.2225,-0.2487,-0.0171,-0.1791,-0.3822,-0.3889,-0.0035,-0.1756,0.2355,-0.2926,-0.2325,-0.183,0.0194,0.164,0.0145,-0.1848,-0.3766,-0.2139,-0.0476,-0.2689,-0.0763,0.2348,-0.2583,-0.3283,0.0185,-0.1939,-0.2794,-0.186,-0.1911,0.2724,0.7608,0.2561,0.7803,0.0484,0.7454,BRCACancer
Utah__B07,0.5348,-0.1098,1.7017,1.5675,0.6156,0.8347,0.0809,2.3394,1.365,0.468,0.8899,1.9144,0.0084,-0.1996,0.4352,0.6739,1.4247,0.0196,0.0021,0.0759,0.6485,-0.1743,1.7568,1.0274,0.6284,0.6575,1.01,1.0713,0.0153,0.0242,1.1546,1.2925,-0.0433,0.6455,-0.0334,0.4458,-0.0074,1.8213,1.3097,4.0345,0.201,0.8401,0.9089,0.1106,2.0562,0.1132,-0.1366,-0.1158,-0.0442,0.5335,0.4119,0.2468,1.3438,0.065,0.0631,0.1502,-0.0824,-0.0159,-0.1284,-4e-04,0.135,0.0706,-0.076,-0.0734,-0.1386,0.1372,0.0815,0.4369,-0.09,0.2503,0.0471,-0.0344,0.3825,0.2413,-0.0619,0.2883,-0.1236,0.0472,-0.0352,-0.1036,-0.0448,-0.0332,-0.0074,0.127,1.3186,0.4382,1.426,0.246,1.491,BRCACancer
Utah__B08,0.6588,-0.1137,1.299,1.3164,0.4707,0.5818,0.1681,1.9728,1.2005,0.3902,0.7322,1.6647,0.1325,-0.0841,0.523,0.4415,0.7044,-0.0544,-0.0599,0.3195,0.5444,-0.0802,1.449,1.073,0.4248,0.3883,1.0865,1.1173,0.097,0.0706,1.1963,0.9571,-0.0645,0.6483,-0.0718,0.3505,-0.1241,1.6709,1.4326,3.6745,0.1471,0.5742,0.7036,0.2393,1.8059,0.0741,-0.0369,-0.1764,-0.0913,0.3985,0.3329,0.0593,0.9937,0.0493,0.0377,0.2429,-0.0958,0.0282,-0.1248,-0.0352,0.0099,0.0547,-0.1051,0.0722,-0.1014,-0.0126,0.0576,0.1067,-0.1571,0.0949,0.0801,-0.0014,0.2636,0.3448,-0.0191,0.1381,-0.0704,0.1074,-0.0348,-0.0181,0.0743,-0.0151,-0.07,0.0793,1.2897,0.3602,1.4627,0.1097,1.3128,Control
Utah__B09,0.4097,-0.1672,1.454,1.435,0.5934,0.6272,0.2671,1.9714,1.0086,0.2861,0.4413,1.8836,0.001,-0.2545,0.4676,0.7533,0.826,-0.0258,-0.0377,-0.0966,0.6697,-0.2123,1.469,0.7073,0.8415,0.5804,0.6094,0.8029,-0.0812,0.0191,0.7747,1.5045,-0.1651,0.8454,-0.1271,0.4043,-0.06,1.3917,0.9781,3.7909,0.1768,0.4017,0.7431,0.1129,1.5271,0.05,-0.0805,-0.2314,-0.254,0.8617,0.321,0.0419,1.3463,0.3135,0.0316,0.049,-0.1027,0.005,-0.0838,-0.1664,0.0717,0.0427,-0.0541,0.028,-0.1985,-0.0377,0.1191,0.0773,-0.1836,-0.0586,0.0396,-0.0879,0.371,-0.0347,-0.051,0.1819,-0.029,0.0125,-0.0308,-0.1429,0.024,0.0373,-0.1862,0.1513,1.2241,0.5067,1.0544,0.2172,1.1423,Control
Utah__B10,0.4427,-0.1344,1.3597,1.1786,0.4717,0.6132,0.2074,2.1065,0.9165,0.3226,0.429,1.7164,0.0563,-0.1679,0.266,0.6176,0.3213,0.0637,0.0682,-0.0363,0.2859,-0.1815,1.2567,0.7617,0.846,0.5864,0.5937,0.8277,-0.0445,-0.0019,0.7997,1.474,-0.0331,0.6551,-0.0538,0.2337,-0.036,1.5729,1.0456,3.5945,0.2112,0.2904,0.6245,0.0599,1.5575,0.0466,-0.1238,-0.1293,-0.0302,0.6168,0.1686,0.26,1.0612,0.1519,-0.03,0.0727,-0.0994,0.0159,-0.1157,0.0296,0.0419,0.0025,-0.0163,-0.0533,-0.0824,-0.0287,-0.0316,0.2154,-0.0426,0.1062,0.0299,-0.1264,0.1519,0.1463,-0.001,0.2331,0.014,0.0468,-0.0039,-0.0969,0.0494,0.01,-0.1833,0.1814,1.104,0.3498,1.2607,0.244,1.0584,Control
Utah__B11,0.676,-0.1262,1.3067,1.2368,0.3426,0.5977,0.1336,1.9275,1.1441,0.3401,0.6142,1.8336,0.0927,-0.2376,0.4614,0.4431,0.5389,0.0092,0.0128,0.2325,0.4924,-0.1039,1.2918,1.0527,0.622,0.5468,1.0042,0.9367,-0.0558,0.0292,1.0451,1.1873,-0.1012,0.6377,-0.0925,0.3537,-0.048,1.5697,1.0275,3.2149,0.1878,0.629,0.5826,0.1143,1.6381,0.1505,-0.0451,-0.0856,-0.0664,0.4684,0.2956,0.2375,1.1013,0.0546,0.0105,0.1827,-0.1389,0.0113,-0.0494,0.0238,0.0424,0.0131,-0.0377,0.0046,-0.0623,0.0091,0.1587,0.2405,-0.1408,0.1082,0.0314,-0.0939,0.1803,0.3738,-0.004,0.1705,-0.0634,0.1131,-0.007,-0.0866,-0.001,0.036,-0.1349,0.0499,1.1087,0.3372,1.6683,0.2809,1.2225,Control
Utah__B12,0.3872,-0.0854,1.1991,1.2238,0.2642,0.6434,0.2078,1.7512,0.7958,0.2823,0.3825,1.5738,-0.0278,-0.181,0.2689,0.5793,0.5026,-0.0671,-0.2021,-0.1511,0.2558,-0.2095,1.0226,0.4048,0.7691,0.5003,0.2765,0.4094,-0.07,-0.0036,0.7152,2.132,-0.0475,0.6262,-0.1642,0.226,-0.1159,1.0209,0.7638,3.869,0.1939,0.1303,0.4249,0.0638,1.5376,0.0766,-0.1471,-0.1453,-0.1713,0.7102,0.1761,0.0956,1.5674,-0.0021,-0.0364,-0.0011,-0.098,0.0513,-0.1483,-0.0729,0.1662,-0.0735,-0.0135,-0.0841,-0.1578,-0.0544,0.025,0.0646,-0.0796,0.1383,0.0112,-0.0207,0.2255,-0.0862,-0.0832,0.0374,-0.0372,0.0778,-0.0179,-0.1526,-0.0203,0.0795,-0.179,0.2206,1.0456,0.3255,1.1326,0.1286,0.6279,Control
