@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1017 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 10488 numeric
@attribute 1147 numeric
@attribute 1385 numeric
@attribute 1387 numeric
@attribute 148327 numeric
@attribute 1499 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2033 numeric
@attribute 2064 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2260 numeric
@attribute 2263 numeric
@attribute 2308 numeric
@attribute 23533 numeric
@attribute 2475 numeric
@attribute 2885 numeric
@attribute 2932 numeric
@attribute 2950 numeric
@attribute 3265 numeric
@attribute 3320 numeric
@attribute 3326 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 354 numeric
@attribute 3551 numeric
@attribute 3645 numeric
@attribute 367 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 4193 numeric
@attribute 468 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4824 numeric
@attribute 4893 numeric
@attribute 51176 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56034 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 5894 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 64764 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6716 numeric
@attribute 673 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7039 numeric
@attribute 7157 numeric
@attribute 7184 numeric
@attribute 80310 numeric
@attribute 83439 numeric
@attribute 842 numeric
@attribute 84699 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 898 numeric
@attribute 90993 numeric
@attribute 9134 numeric
@attribute 9586 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A11,0.5676,0.9388,1.0246,1.9281,0.9237,1.3304,1.3699,1.3339,-0.004,1.8734,0.058,-0.0012,0.3734,0.2605,-0.018,1.7953,0.3532,0.54,0.6814,0.0462,-0.0089,0.717,1.3016,0.6633,1.5523,0.4848,0.7888,0.2904,0.6377,1.2382,-0.0749,0.3053,0.1059,0.7748,-0.0279,-0.0926,1.1705,1.4146,1.2362,1.309,1.1005,2.0611,-0.0886,2.4753,0.9207,0.2353,0.1526,-0.0382,0.2063,0.738,1.2025,1.0402,0.9811,1.5981,1.2442,0.1945,1.8347,0.9926,0.1821,0.6056,0.4262,0.1519,0.9839,1.2804,0.8355,0.118,1.1887,1.2245,0.2722,0.7415,1.1993,-0.1364,0.477,0.7619,0.3638,-0.0022,0.5349,2.2006,0.2378,-0.0608,0.5884,-0.0376,0.0324,0.326,0.267,-0.1033,0.006,0.1013,Control
Utah__A12,0.3938,0.5469,1.2203,1.4627,0.62,0.8268,1.1942,0.7983,0.1998,1.615,-0.0552,0.0383,0.2724,0.5833,0.1048,1.0459,0.1255,0.3955,0.4581,0.0382,-0.0298,0.3782,0.7748,0.6272,1.1373,0.3984,0.6249,0.2032,0.5292,1.3492,-0.112,0.1393,0.187,0.759,0.1762,-0.1302,0.8099,0.8721,0.7101,1.2577,1.0527,1.6799,-0.1904,2.575,0.7845,0.4062,0.0502,0.1046,0.2678,0.4944,0.9215,1.1023,0.7648,1.6271,1.0289,-0.1111,1.3126,0.6672,0.2784,0.3165,0.1908,0.0625,0.3508,1.1644,0.4273,0.002,0.4731,0.8238,0.2983,0.5292,0.783,0.0131,0.3712,0.7174,0.1106,0.0865,0.1924,1.8048,-0.0656,0.055,0.5065,0.0149,0.0743,0.1215,0.0768,-0.1934,-0.2199,0.1183,Control
Utah__B01,0.7023,0.7844,1.2201,2.4335,0.7006,1.2599,1.6304,1.305,0.083,2.2274,-0.0727,0.1099,0.5023,0.4203,0.0118,1.7251,-0.0543,0.3916,0.6181,0.0425,0.0423,0.8428,1.0235,0.8853,1.5002,0.6768,0.4959,0.1584,0.7447,1.996,-0.076,0.6045,0.2515,0.984,-0.0512,-0.1525,1.3595,1.5366,1.2355,1.79,1.5169,2.5332,-0.2032,2.5536,1.7142,0.1887,-0.1167,0.0218,0.1125,0.5477,1.4577,1.3226,1.0757,1.9184,1.5918,-0.161,1.5662,0.7793,0.1806,0.6567,0.1449,-0.0285,1.093,1.6434,0.8919,-0.198,1.3335,1.2082,0.3558,0.9141,1.2709,-0.0073,0.5276,1.5057,0.5719,0.0958,0.6532,2.0978,-0.1211,-0.0223,0.7169,-0.0696,0.0047,0.0231,0.3377,-0.2638,-0.0889,0.1476,Control
Utah__B02,0.5192,0.9593,1.5659,2.7571,1.0441,1.2798,1.7362,1.342,0.1384,2.3355,0.13,0.206,0.3833,0.4014,-0.0267,1.784,0.2792,0.6693,0.8367,0.0591,-0.0206,0.6198,1.3879,0.9693,1.6034,0.5494,0.9339,0.3404,0.873,2.0691,-0.0823,0.3277,0.0837,1.1073,0.0035,-0.0685,1.5389,1.5341,1.268,2.1022,1.4394,3.0801,0.0627,3.1429,1.3256,0.4217,0.0936,0.012,0.2816,0.7354,1.4219,1.4237,1.3587,2.0553,1.7587,0.2193,1.7427,1.0963,0.2172,0.6188,0.4126,0.2533,0.837,1.8632,0.8229,0.1092,0.7824,1.5865,0.3238,0.8807,1.2116,-0.0474,0.5114,1.5713,0.4183,-0.0103,0.8116,2.2529,0.0192,-0.0466,0.87,-0.0277,0.1269,0.3715,0.4595,-0.1052,0.0208,0.0639,Control
Utah__B03,0.6398,0.7222,1.0662,2.7839,0.88,1.2715,1.7208,1.3124,0.0477,2.3868,0.0976,0.0436,0.4464,0.0772,-0.0568,1.7618,0.1054,0.5703,0.6643,0.1362,0.0273,0.6984,1.1755,0.9023,1.5674,0.6557,0.8097,0.2646,0.9221,1.9213,-0.0764,0.3596,0.2052,1.0527,-0.0781,-0.0889,1.4142,1.6305,1.2046,1.9957,1.4822,2.6611,-0.0745,2.9071,1.3481,0.1054,0.0918,-0.0159,0.0957,0.7817,1.5109,1.3201,1.1338,1.9803,1.9459,0.104,1.7521,0.9479,0.127,0.6536,0.3093,0.1479,1.0128,1.7244,0.8578,0.0353,1.0604,1.4088,0.3688,0.9276,1.2222,-0.0781,0.5587,1.4131,0.4352,0.0074,0.7021,2.218,0.0403,-0.05,0.7021,-0.0907,0.1189,0.1943,0.2897,-0.139,-0.081,0.1318,BRCACancer
Utah__B04,1.008,0.6027,0.8629,1.7267,0.6418,1.0648,1.7166,1.5339,8e-04,2.1299,0.0856,0.0739,1.0343,0.4419,-0.0234,1.9323,0.2069,0.5203,0.647,0.1108,-0.0505,1.1462,1.4169,1.0325,1.6385,1.0929,0.6307,0.1782,0.6259,1.2682,-0.0926,0.5273,0.0668,1.3054,-0.0173,-0.0922,1.1114,1.3969,1.2701,1.3704,1.6554,1.6784,-0.0469,2.4183,1.8222,0.4232,0.124,0.0352,0.3197,0.8342,1.5671,1.5308,1.2611,1.9926,1.5967,0.1145,1.9229,0.7243,0.4015,0.8115,0.3653,0.0771,1.4959,1.7237,0.8418,0.0221,1.7255,1.1378,0.5657,1.4335,1.2706,-0.0606,0.83,1.3954,1.0028,-0.0099,0.5137,1.7884,0.2951,-0.0392,0.6354,-0.0845,0.1694,0.1092,0.2451,-0.1803,-0.0762,0.2232,BRCACancer
Utah__B05,0.537,0.6699,1.0562,2.0329,0.6726,1.014,1.3458,1.3523,0.0304,1.9932,0.0428,0.147,0.3223,0.2665,0.0386,1.773,0.2357,0.443,0.7198,0.0165,-0.1098,0.5611,1.2177,0.8083,1.4949,0.5382,0.769,0.2381,0.7698,1.7994,-0.0745,0.2234,0.0534,0.875,0.0601,-0.095,1.3448,1.2745,1.1671,1.8238,1.2575,2.6321,-0.063,2.3386,0.7677,0.2711,0.0035,0.0372,0.3151,0.72,1.1566,1.1614,0.9971,2.133,1.6704,0.0153,1.8007,0.8239,0.2254,0.4972,0.3668,0.1261,0.7624,1.4156,0.7045,0.0472,0.6514,1.3013,0.3697,0.7814,1.2163,-0.0911,0.4643,1.0139,0.6239,0.0358,0.5965,2.16,-0.0463,0.0045,0.6323,-0.0635,0.1142,0.0503,0.27,-0.1535,-0.0542,0.1022,BRCACancer
Utah__B06,0.4838,0.3813,0.7968,1.9325,0.4487,1.0869,1.4075,0.9722,0.0167,1.9638,-0.1297,-0.039,0.3981,0.3649,-0.0104,1.3562,-0.0803,0.1783,0.3886,-0.0879,0.0956,0.5205,0.8211,0.6961,1.1292,0.4945,0.3756,-0.0061,0.6535,1.61,-0.054,0.2225,0.2427,0.8773,-0.1293,-0.0899,0.9088,1.0451,0.8907,1.6057,1.1971,1.5065,-0.2331,2.0849,1.0744,0.1626,-0.1438,0.0928,0.0157,0.3761,1.1199,1.072,0.73,1.4956,1.4068,-0.3234,1.3023,0.5177,0.1463,0.5394,-0.0057,-0.0875,0.7256,1.4461,0.575,-0.2305,0.8106,0.8403,0.3094,0.7812,1.0038,0.0312,0.3334,0.8462,0.247,0.088,0.2316,1.9948,-0.0586,0.0151,0.5456,-0.1474,0.0727,-0.1238,0.0305,-0.3396,-0.2004,0.2151,BRCACancer
Utah__B07,0.6255,0.9456,1.1664,2.4596,1.0027,1.466,1.8107,1.4398,0.0948,2.3083,0.1341,0.1748,0.453,0.4331,-0.02,1.9229,0.2795,0.6313,0.7869,0.0808,-0.0731,0.6398,1.475,0.9697,1.6266,0.6372,0.6945,0.38,0.7891,1.8502,-0.1116,0.2766,-0.0026,1.23,-0.0027,-0.1078,1.4616,1.5831,1.3501,2.0842,1.4782,2.1472,-0.036,2.8997,1.2821,0.3941,0.102,0.0426,0.3019,0.7645,1.5493,1.4722,1.3599,2.0668,1.5879,0.1999,1.8217,1.0487,0.2257,0.6951,0.4908,0.1931,1.0076,1.9525,0.9641,0.1043,1.1266,1.4289,0.372,1.1751,1.3281,-0.0491,0.5888,1.3473,0.316,0.0213,0.7397,2.2858,0.1943,-0.0386,0.7445,-0.0555,0.2103,0.2316,0.4097,-0.136,0.1102,0.166,BRCACancer
Utah__B08,0.3527,1.0082,1.4498,2.2272,0.9213,1.4125,1.561,1.2348,-0.0455,1.9576,0.1536,0.0765,0.2543,0.6665,-0.0716,1.6835,0.3511,0.6407,0.7274,0.0415,-0.033,0.535,1.206,0.7078,1.6339,0.4347,0.8732,0.3687,0.6312,1.3647,-0.078,0.2692,0.086,0.8827,0.012,-0.0452,1.33,1.4559,1.2131,1.6359,1.1937,1.9421,-0.0602,3.0033,0.98,0.6687,0.1944,-0.0054,0.0409,0.7453,1.3231,1.6166,1.0708,1.8123,1.1769,0.1944,1.7268,1.0739,0.2775,0.682,0.4491,0.2705,0.7892,1.5696,0.8068,0.2294,0.7055,1.2913,0.2557,0.7597,1.3019,-0.0808,0.3995,1.0273,0.2886,-8e-04,0.5384,2.3339,0.0559,-0.0382,0.8397,0.0037,0.0576,0.408,0.3232,-0.0443,0.0749,0.0714,Control
Utah__B09,1.0255,0.5934,1.1889,2.1596,0.5708,0.9264,1.426,1.42,0.0365,1.9563,0.108,0.0464,0.687,0.562,-0.0452,1.8933,0.1961,0.4608,0.642,0.1247,-0.0345,1.2293,1.4013,0.8262,1.6507,0.8491,0.4129,0.2599,0.9533,1.9038,-0.069,0.6196,0.0475,1.0353,-0.0104,-0.0548,1.1245,1.1881,1.2527,1.8216,1.3948,2.0058,-0.2111,2.1589,1.4732,0.481,0.166,-0.0016,0.0382,0.7545,1.3758,1.4133,1.0565,1.6995,1.5101,0.144,1.8556,0.6235,0.2529,0.7372,0.3222,0.0705,1.4452,1.5166,0.777,0.1065,2.0128,1.1066,0.4937,1.2186,1.2673,-0.1931,0.7441,1.3495,0.9062,-0.0327,0.477,2.0555,0.2208,-0.0342,0.3871,-0.0615,0.109,0.1209,0.2349,-0.1121,-0.0859,0.1458,Control
Utah__B10,0.7207,0.5432,0.8362,1.4344,0.5852,1.0238,1.5588,1.2259,0.0241,2.0855,0.0312,0.0388,0.5439,0.2694,-0.0056,1.7331,0.2316,0.3842,0.5007,0.0345,-0.069,0.886,1.1319,0.7824,1.509,0.8535,0.4689,0.2443,0.513,1.2988,-0.0835,0.3624,0.0069,0.9748,-0.0091,-0.1371,0.9953,1.2227,1.1812,1.0794,1.4899,1.5834,-0.1308,2.6593,1.4456,0.3289,0.0891,-0.0362,0.2398,0.6656,1.4219,1.3009,1.0549,1.9994,1.4831,0.0571,1.7685,0.645,0.2588,0.624,0.1829,0.0864,1.0377,1.4615,0.687,0.0549,1.4518,0.9814,0.4126,1.0541,1.1165,-0.0242,0.6893,1.089,0.7187,0.0194,0.402,2.0843,0.1,-0.0073,0.5618,-0.0506,0.1161,0.1869,0.1617,-0.1172,-0.0336,0.2043,Control
Utah__B11,0.4927,0.8252,1.2804,1.6692,0.841,1.1915,1.4854,1.3433,0.0236,1.9142,0.1078,0.1632,0.4165,0.6144,-0.0224,1.8454,0.1422,0.4632,0.7053,0.0242,-0.0155,0.6323,1.1918,0.8101,1.7392,0.6309,0.698,0.4126,0.5689,1.5813,-0.022,0.318,0.0476,0.8859,-0.0248,-0.0558,1.1775,1.3354,1.1406,1.3878,1.3346,1.9234,-0.0418,2.6495,1.1874,0.4489,0.1099,0.0191,0.1497,0.7307,1.3896,1.4039,1.0719,1.9301,1.2771,0.1549,1.6655,0.929,0.3509,0.5479,0.4011,0.2046,0.873,1.3717,0.8014,0.1078,0.9615,1.2399,0.3567,0.949,1.2658,-0.0266,0.5503,1.1257,0.5208,0.0023,0.591,2.0445,0.0259,-0.0104,0.6359,0.0325,0.1512,0.1841,0.279,-0.0942,0.0198,0.2179,Control
Utah__B12,0.8104,0.4276,0.5178,1.5273,0.161,0.5364,1.2024,1.2857,-0.0245,1.7457,-0.1489,-0.0549,0.5026,0.1879,-0.0631,1.5964,0.0791,0.3769,0.5241,0.0633,-0.053,1.1496,1.0066,0.6855,1.3322,0.7771,0.3875,0.223,0.6029,1.3176,-0.1306,0.538,0.0971,1.0454,-0.061,-0.1672,0.815,0.938,0.7478,1.3828,1.2785,1.6026,-0.162,1.1387,2.0384,0.2543,0.105,-0.0106,0.0513,0.6438,1.1323,1.1321,1.0143,1.2838,1.1896,0.0881,1.4468,0.5105,0.1799,0.6269,0.3052,0.0512,1.1894,1.2848,0.4537,0.0587,1.9409,0.8164,0.3287,1.0091,0.8422,-0.1263,0.6144,1.5516,0.5687,-0.0212,0.2056,1.3962,-0.0935,-0.0213,0.3324,-0.0724,0.0081,0.0387,0.1184,-0.1503,-0.0953,0.2324,Control
Utah__C01,0.5244,0.8987,1.2001,1.7433,1.0273,1.3655,1.6154,1.5436,0.0756,1.9741,0.0792,0.1987,0.6232,0.4123,-0.0174,2.0796,0.3409,0.6952,0.8207,0.0686,-0.1006,0.7167,1.7372,0.9754,1.7966,0.6791,0.8677,0.4383,0.5545,1.3685,-0.05,0.2345,0.0613,1.169,0.0086,-0.0737,1.4135,1.499,1.2705,1.5158,1.4469,1.9244,-0.0085,2.7168,1.0208,0.4387,0.1252,0.0115,0.2779,0.784,1.3372,1.393,1.334,2.0178,1.2928,0.2341,1.9339,1.0546,0.3176,0.8022,0.5572,0.221,1.2172,1.7078,0.9265,0.0762,0.9344,1.4533,0.4656,1.0332,1.3664,-0.0978,0.5761,1.0786,0.793,0.0313,0.7721,2.2819,0.1054,-0.0167,0.7952,-0.0269,0.1324,0.4122,0.3124,-0.1754,-0.015,0.306,BRCACancer
Utah__C02,0.499,0.9179,1.3449,2.091,0.9658,1.2167,1.631,1.2473,0.0897,1.9038,0.2293,0.1571,0.3642,0.5748,0.0131,1.6719,0.4028,0.7123,0.8006,0.0877,-0.0781,0.5314,1.6205,0.942,1.5019,0.4696,0.944,0.5255,0.5728,1.3481,-0.11,0.2621,-0.0045,1.047,0.0101,-0.0773,1.3014,1.2044,1.1692,1.5665,1.3929,2.0396,0.1002,2.9549,1.2142,0.675,0.2133,0.0846,0.2928,0.7057,1.3839,1.4194,1.3959,1.9151,1.3266,0.2982,1.6487,1.0889,0.2691,0.5312,0.5124,0.277,0.7415,1.7071,0.7443,0.1977,0.8697,1.5348,0.4134,0.9069,1.1897,-0.04,0.559,1.4013,0.2548,0.0395,0.6421,1.9609,0.0216,-0.0147,0.879,-0.0147,0.1497,0.4796,0.2367,-0.08,-0.0537,0.1074,BRCACancer
