@relation data

@attribute id string
@attribute 34 numeric
@attribute 1579 numeric
@attribute 8841 numeric
@attribute 336 numeric
@attribute 6514 numeric
@attribute 6822 numeric
@attribute 948 numeric
@attribute 9415 numeric
@attribute 335 numeric
@attribute 376497 numeric
@attribute 23309 numeric
@attribute 1581 numeric
@attribute 6319 numeric
@attribute 2194 numeric
@attribute 1387 numeric
@attribute 7350 numeric
@attribute 10062 numeric
@attribute 4199 numeric
@attribute 9612 numeric
@attribute 9611 numeric
@attribute 123 numeric
@attribute 79718 numeric
@attribute 116519 numeric
@attribute 5360 numeric
@attribute 6256 numeric
@attribute 96764 numeric
@attribute 1376 numeric
@attribute 4547 numeric
@attribute 51129 numeric
@attribute 31 numeric
@attribute 6555 numeric
@attribute 6604 numeric
@attribute 8694 numeric
@attribute 25942 numeric
@attribute 4023 numeric
@attribute 1374 numeric
@attribute 23054 numeric
@attribute 2167 numeric
@attribute 19 numeric
@attribute 6342 numeric
@attribute 8202 numeric
@attribute 3992 numeric
@attribute 5465 numeric
@attribute 8648 numeric
@attribute 284541 numeric
@attribute 5346 numeric
@attribute 6907 numeric
@attribute 85441 numeric
@attribute 5244 numeric
@attribute 1962 numeric
@attribute 5469 numeric
@attribute 80205 numeric
@attribute 10499 numeric
@attribute 10498 numeric
@attribute 2180 numeric
@attribute 183 numeric
@attribute 8800 numeric
@attribute 6720 numeric
@attribute 51 numeric
@attribute 7363 numeric
@attribute Class {Control,BRCACancer}

@data
A11,0.7498,-0.19,0.5617,-0.1243,-0.0482,-0.0777,1.1668,0.2071,0.0424,0.1483,0.6559,-0.0734,0.0477,0.2521,1.2954,-0.121,0.1674,0.0876,0.314,1.4713,0.8437,0.8911,-0.2592,0.0019,0.5417,1.0453,0.6216,-0.0435,-0.113,0.3337,0.1094,0.0862,0.5225,1.5918,-0.202,0.6726,0.6837,-0.2297,0.587,1.1113,1.9412,0.587,0.3309,0.9758,-0.3065,-0.14,0.46,0.3442,0.027,0.1835,1.7071,0.613,0.6998,0.3214,1.0966,0.0049,0.3881,0.2451,0.9394,-0.1765,Control
A12,0.686,0.0797,0.5692,-0.0544,-0.0559,-0.1745,0.9666,0.1915,0.0104,-0.0176,0.382,-0.2022,0.1525,0.0558,0.7447,0.0284,0.0186,0.1369,0.1557,0.921,0.6473,0.7574,-0.004,-0.0424,0.3558,0.8371,0.5343,0.1016,-0.2213,0.0596,0.0766,0.151,0.4264,1.0611,-0.0594,0.4076,0.3312,-0.2746,0.2045,0.9238,1.3827,0.3014,0.0699,0.9102,-0.0929,-0.2268,0.2046,0.0541,0.0278,0.099,1.1182,0.3013,0.2504,0.1067,1.0422,0.3584,-0.1224,0.0317,0.4859,-0.001,Control
B01,0.9168,-0.2448,0.7133,0.1681,-0.0933,-0.0515,1.5407,0.1521,-0.0394,-0.1077,0.678,-0.2396,0.1207,0.0171,1.2657,-0.2269,0.0305,-0.0731,0.1242,1.3201,0.7925,1.2097,-0.3261,-0.246,0.3489,1.1945,0.6366,-0.0669,-0.3666,0.3273,0.2005,0.1556,0.4729,1.6421,-0.0128,0.7323,0.6781,-0.3651,0.4426,1.0731,1.9988,0.4201,0.2742,1.1356,-0.1383,-0.2653,0.5122,0.1189,0.1239,0.079,1.5348,0.6446,0.6111,0.1479,1.5216,0.2783,0.3049,0.1502,0.7649,-0.0923,Control
B02,1.1022,-0.1784,0.8902,0.0424,-0.1119,-0.0977,1.7016,0.3321,0.1285,0.2304,0.9141,-0.165,0.1434,0.4253,1.3037,-0.1651,0.1657,0.0721,0.3773,1.3337,1.0555,1.0776,-0.2143,-0.0245,0.6222,1.2857,0.8131,-0.0662,-0.1101,0.263,-0.019,0.3333,0.7576,1.7064,0.083,0.872,0.6594,-0.2184,0.4457,1.1266,1.9546,0.658,0.3228,1.2402,-0.1611,-0.0792,0.3499,0.4573,0.0763,0.1144,1.8353,0.5933,0.5582,0.4618,1.6638,0.138,0.2291,0.4155,0.9757,-0.0745,Control
B03,0.9818,-0.0487,0.815,0.0841,-0.0836,-0.1369,1.8691,0.2269,0.1041,0.1423,0.8065,-0.195,0.1223,0.2764,1.2732,-0.1474,0.1081,-0.0029,0.3258,1.3179,0.7712,1.1379,-0.1411,-0.0927,0.5183,1.1646,0.7069,-0.09,-0.1448,0.3012,0.0844,0.2205,0.6551,1.6146,-0.0763,0.7043,0.6853,-0.1662,0.3587,1.111,1.9456,0.6376,0.295,1.2441,-0.0771,-0.2045,0.3991,0.2905,0.0708,0.0853,1.6789,0.5775,0.6243,0.3643,1.7155,0.0989,0.2342,0.2679,0.925,-0.1346,BRCACancer
B04,0.8495,-0.1375,0.7148,-0.0218,-0.1237,-0.1559,1.7975,0.6912,0.1083,0.1133,0.8254,-0.179,-0.1125,0.2269,1.501,-0.1869,0.0893,0.1164,0.4354,1.6789,0.5062,1.7017,-0.188,-0.1093,0.6736,1.1786,0.555,-0.1909,-0.1615,0.3862,-0.1009,0.2183,0.5431,1.5842,0.0017,0.7058,0.8269,-0.1969,0.559,0.9282,2.0529,0.5167,0.4083,1.4316,-0.28,-0.1771,0.7598,0.2781,0.0143,0.0855,1.3897,0.8229,0.9887,0.3081,1.2995,0.1269,0.2833,0.3004,0.6408,-0.0812,BRCACancer
B05,0.622,-0.1675,0.6732,-0.0087,-0.1011,-0.2329,0.6987,0.8355,0.1015,0.021,0.7518,-0.2176,0.0396,0.2666,1.3143,-0.0467,0.1851,0.0887,0.3124,1.2522,0.9231,1.0022,-0.1371,-0.115,0.5613,0.8775,0.7292,0.0237,-0.2334,0.2269,0.0963,0.1251,0.5949,1.558,-0.0813,0.7238,0.6756,-0.2165,0.5402,0.8935,1.9194,0.5269,0.2845,1.1477,-0.2012,-0.1253,0.2964,0.2622,0.0311,0.0752,1.4183,0.6282,0.5679,0.3349,1.243,0.2727,0.1168,0.2941,0.6133,-0.0788,BRCACancer
B06,0.6197,0.0853,0.6966,0.1377,0.0372,-0.0694,1.2245,0.3275,-0.0359,-0.2419,0.5553,-0.3834,-0.1508,-0.2081,0.9236,-0.2337,-0.024,0.0067,-0.0404,0.9778,0.2443,0.9374,-0.3029,-0.2156,0.2571,0.928,0.4684,-0.0442,-0.3538,0.2277,0.2159,0.1534,0.3535,1.2002,-0.0681,0.2574,0.463,-0.4289,0.5008,0.743,1.7381,0.3646,0.1516,0.8836,-0.133,-0.339,0.3159,-0.0247,0.127,0.0915,1.1711,0.4648,0.4396,-0.0497,1.2703,0.2521,0.069,0.0548,0.5388,-0.0672,BRCACancer
B07,1.1312,-0.1584,0.9378,0.0324,-0.0888,-0.1628,1.8603,0.7056,0.1445,0.2104,0.9513,-0.1746,0.0393,0.3185,1.4043,-0.1138,0.2094,0.1378,0.3819,1.4868,0.7862,1.2151,-0.1142,-0.0516,0.5513,1.3849,0.7835,-0.0206,-0.0849,0.2822,-0.1496,0.3848,0.7146,1.7451,-0.0134,0.8176,0.7752,-0.2458,0.4334,0.8732,2.0688,0.6893,0.3463,1.3326,-0.2332,-0.0794,0.4008,0.5149,0.1746,0.1078,1.7472,0.7026,0.6832,0.467,1.551,0.1892,0.2649,0.3084,1.0545,-0.0868,BRCACancer
B08,1.0656,-0.2184,0.762,-0.084,-0.0433,-0.147,1.4555,0.3646,0.1831,0.2632,0.7934,-0.0979,0.0808,0.3043,1.1935,-0.0792,0.2053,0.1036,0.3973,1.3194,0.9188,0.9181,-0.1063,0.0905,0.6421,1.1721,0.6894,-0.1052,-0.0691,0.2979,0.1082,0.2496,0.7107,1.6385,0.0387,0.7806,0.6681,-0.206,0.2383,0.9706,1.9638,0.6549,0.3028,0.9881,-0.3038,-0.0061,0.319,0.3856,-0.0345,0.1418,1.812,0.6865,0.4899,0.4512,1.2467,0.0961,0.3292,0.2941,1.1297,-0.1719,Control
B09,0.532,-0.1991,0.5536,-0.0512,-0.1292,-0.0935,0.9998,0.5398,0.0518,0.0104,0.76,-0.2039,0.0453,0.2068,1.3839,-0.2432,0.1183,0.1346,0.3641,1.6564,0.4325,1.5092,-0.1294,-0.0749,0.6572,0.8348,0.3562,-0.0978,-0.0959,0.3849,0.0332,0.1103,0.4512,1.5147,-0.0623,0.5463,0.791,-0.2654,0.4031,0.8086,1.9713,0.266,0.3037,1.1469,-0.2311,-0.1048,0.7925,0.2673,0.0959,0.0192,1.2928,0.754,1.0071,0.2213,1.2553,0.2658,0.0936,0.2924,0.6457,-0.2151,Control
B10,0.7544,-0.1205,0.5802,-0.0357,-0.071,-0.1656,1.1797,0.1141,0.1436,-0.0104,0.5723,-0.3109,0.0709,0.1767,1.1843,-0.1654,-0.0103,0.0326,0.2507,1.4042,0.5964,1.2606,-0.2941,-0.106,0.4987,0.9326,0.4064,-0.0789,-0.1426,0.2844,-0.073,0.1775,0.4406,1.3869,0.0705,0.4373,0.6488,-0.2294,0.4116,0.8063,1.8727,0.3568,0.2007,1.2044,-0.2319,-0.1159,0.5448,0.282,0.0072,0.1042,1.3134,0.5624,0.7031,0.1533,1.3093,0.1195,0.0037,0.1692,0.6349,-0.1396,Control
B11,0.8444,-0.1181,0.6021,0.0038,-0.0497,-0.058,1.6655,0.6121,0.2196,0.1541,0.787,-0.1515,0.0801,0.2728,1.305,-0.1723,0.1122,0.0927,0.362,1.479,0.7659,0.9852,-0.0968,-0.124,0.6527,0.9758,0.7209,-0.0374,-0.1564,0.2763,0.1466,0.3326,0.6243,1.4664,-0.0674,0.5547,0.6898,-0.1627,0.3995,0.7442,1.8907,0.7207,0.2715,1.1427,-0.0632,-0.128,0.454,0.4321,0.0728,0.0453,1.5607,0.6156,0.6263,0.3713,1.4417,0.14,0.1715,0.3281,0.9641,-0.1131,Control
B12,0.2359,-0.1799,0.4585,-0.0564,0.0012,-0.1423,1.2078,0.1677,0.1352,-0.013,0.6584,-0.1208,-0.1499,0.0578,1.2458,-0.2144,-0.084,0.0371,0.2731,1.3175,0.285,1.1783,-0.2597,-0.0979,0.6131,0.5868,0.18,-0.0859,-0.1804,0.2193,0.025,0.1619,0.4088,1.0953,-0.0532,0.3634,0.5634,-0.2922,0.3521,0.6699,1.7795,0.1856,0.2016,0.9696,-0.2398,-0.1157,0.7571,0.1533,0.0913,0.0317,0.783,0.4538,0.7148,0.1128,1.0474,0.1974,-0.0403,0.1914,0.5066,-0.2407,Control
C01,0.7926,-0.0688,0.8098,-0.0649,-0.0797,-0.1666,1.517,0.4404,0.0382,0.2753,1.0848,-0.2032,0.0171,0.4763,1.511,-0.1284,0.2579,0.037,0.5037,1.574,0.757,1.1679,-0.1366,-0.03,0.8324,1.1653,0.8294,-0.1229,-0.1649,0.3878,-0.0484,0.352,0.7472,1.6818,-0.0064,0.8073,0.7599,-0.2257,0.4853,1.0484,2.1962,0.8091,0.3478,1.2442,-0.2793,-0.2071,0.5753,0.4898,0.0793,0.0879,1.7852,0.779,0.7999,0.554,1.4646,0.2625,0.2522,0.3829,0.9697,-0.1408,BRCACancer
C02,0.9309,-0.1801,0.7882,-0.073,-0.0553,-0.1827,1.1986,0.6766,0.1104,0.3499,0.9314,-0.1343,0.0668,0.5114,1.2063,-0.056,0.1618,0.2335,0.396,1.294,0.7724,1.0065,-0.1897,-0.0061,0.6066,1.262,0.8919,-6e-04,-0.0955,0.2429,-0.0364,0.3427,0.8071,1.6782,-0.0063,0.6342,0.6249,-0.2221,0.3135,0.9767,1.9408,0.6518,0.277,1.1871,-0.2309,-0.0241,0.3121,0.5251,0.1672,0.1587,1.8473,0.5766,0.4749,0.4903,1.2528,0.1194,0.2752,0.3677,0.9432,-0.1051,BRCACancer
C03,0.9148,-0.1269,0.9227,-0.0596,-0.1113,-0.1769,1.4545,0.9264,0.0576,0.3683,1.0731,-0.1936,0.0804,0.6712,1.4746,-0.0705,0.339,0.0958,0.5572,1.4321,0.987,1.0319,-0.1597,0.0226,0.7533,1.285,0.9169,0.0138,-0.0608,0.3091,-0.0854,0.4118,0.9319,1.7457,0.0449,1.0585,0.7744,-0.2404,0.3554,1.2178,2.0041,0.7,0.42,1.2948,-0.139,-0.023,0.4095,0.7563,0.0565,0.1472,1.8926,0.6456,0.6495,0.6553,1.5226,0.0816,0.3133,0.5028,0.9602,-0.0793,BRCACancer
C04,0.3913,-0.2401,0.4486,0.0027,-0.0102,-0.0569,0.82,0.2191,0.0783,0.1651,0.6664,-0.0467,-0.0799,0.3607,1.0435,0.0124,0.0092,0.1533,0.385,1.1146,0.7058,0.6971,-0.0782,0.1519,0.5507,0.7691,0.3944,-0.1126,-0.1642,0.136,0.021,0.1489,0.5569,1.3757,-0.0311,0.5747,0.517,-0.2263,0.0791,0.6534,1.505,0.4544,0.2032,0.8259,-0.228,0.0044,0.214,0.3399,-0.0027,0.0114,1.4107,0.4752,0.3458,0.4215,0.9349,0.0767,0.1387,0.3442,0.6495,-0.0872,Control
C05,0.4034,-0.3349,0.5126,-0.0902,-0.0086,-0.0387,0.915,0.4988,0.1307,0.1446,0.6319,-0.1044,-0.0428,0.2786,0.9674,-0.0411,0.0359,0.1071,0.3394,1.0155,0.5878,0.7055,-0.136,0.0374,0.5727,0.8586,0.5443,-0.023,-0.0592,0.1685,0.0307,0.2038,0.6248,1.3,-0.0515,0.5366,0.4206,-0.2397,0.1931,0.5312,1.6152,0.4047,0.1799,0.9008,-0.345,-0.0315,0.2472,0.3631,-0.0082,0.1093,1.3952,0.3771,0.3451,0.3744,0.9319,0.097,0.0482,0.3107,0.6061,-0.0473,BRCACancer
C06,-0.1897,-0.3575,0.2399,-0.0656,-0.2586,0.0412,-0.0347,0.0658,0.2367,-0.1128,0.1753,-0.2697,0.1021,0.0387,0.4733,-0.2466,-0.0749,-0.0495,0.13,0.3347,0.1336,0.1831,-0.039,-0.0318,0.2556,0.2001,0.0988,-0.0057,-0.1658,-0.0435,0.1218,-0.0774,0.2031,0.4814,-0.2134,0.1972,0.1449,-0.4709,0.0626,0.1374,0.5774,0.0684,-0.0355,0.2107,-0.1053,0.0119,0.1972,0.0962,-0.0718,-0.0241,0.1743,0.0495,0.152,0.0078,0.3147,0.0044,-0.1007,0.1316,0.063,-0.0389,Control
C07,0.6165,-0.2678,0.5745,-0.0144,-0.063,-0.0916,0.9846,0.5435,0.013,0.0999,0.5851,-0.197,0.1417,0.2911,1.1089,-0.0707,0.0802,0.0814,0.2912,1.1273,0.6506,0.7466,-0.1888,-0.0113,0.5093,1.0165,0.4786,-0.0619,-0.0723,0.1673,0.0214,0.1916,0.5722,1.522,-0.0271,0.6334,0.5042,-0.1631,0.3693,1.0051,1.7125,0.4136,0.1911,1.0923,-0.1135,-0.0876,0.2172,0.3823,0.0562,0.1099,1.6141,0.4832,0.3778,0.3073,1.0016,0.0448,-0.0235,0.2516,0.6991,-0.0773,Control
C08,0.754,-0.1058,0.6038,-0.1352,-0.0931,-0.1776,0.79,0.7001,0.0552,0.1879,0.7582,-0.185,0.0985,0.4144,1.282,-0.0866,0.2359,0.0797,0.3554,1.376,0.9448,0.8619,-0.0261,-0.0321,0.6071,1.1555,0.6763,-0.0612,-0.153,0.3156,0.031,0.1749,0.6673,1.7315,-0.109,0.7435,0.6459,-0.2223,0.3366,0.9637,1.9245,0.6889,0.3251,1.1192,-0.1772,-0.0587,0.2809,0.4835,0.0899,0.112,1.9162,0.5963,0.434,0.4139,1.0875,0.1816,0.2227,0.391,0.9195,-0.0497,Control
C09,0.6712,-0.2225,0.5812,-0.1697,-0.1347,-0.1354,1.2343,0.1903,0.1247,0.1507,0.604,-0.1646,-0.043,0.332,1.1269,-0.1854,0.0987,0.1661,0.3354,1.1334,0.8967,0.7799,-0.2023,0.0076,0.5955,1.0127,0.5325,-0.0586,-0.1378,0.1822,0.0604,0.1413,0.5936,1.468,0.0765,0.9523,0.4895,-0.1738,0.2468,0.8291,1.7824,0.3818,0.1798,1.056,-0.0768,-0.0285,0.2396,0.3663,0.0283,0.0672,1.4383,0.4722,0.3564,0.4426,1.2749,0.071,0.1923,0.2682,0.6077,-0.0076,Control
C10,0.8464,-0.2685,0.6891,-0.0404,-0.0489,-0.073,1.1465,0.1719,0.1685,0.2407,0.6413,-0.2029,-0.0712,0.416,1.0017,-0.1629,0.0536,0.0896,0.3246,1.0784,0.6854,0.8657,-0.1167,0.0396,0.5534,0.9295,0.6446,-0.0226,-0.0444,0.1636,-0.0321,0.2594,0.625,1.3983,-0.0339,0.6368,0.4363,-0.0853,0.1898,0.6262,1.7322,0.4181,0.1421,1.1156,-0.1646,-0.0701,0.2257,0.3393,0.1687,0.1058,1.3602,0.3955,0.3442,0.3652,1.2719,0.0802,0.0576,0.3278,0.6456,-0.0283,BRCACancer
C11,0.7074,-0.0877,0.694,0.0044,-0.0918,-0.0866,1.0747,0.5217,0.1677,0.2568,0.9426,-0.1917,0.1877,0.6201,1.3238,-0.0943,0.2512,0.1077,0.4689,1.4304,0.7951,0.9071,-0.0405,0.0473,0.623,1.0287,0.7078,-0.1435,-0.0877,0.3535,-0.0151,0.2172,0.7223,1.765,-0.1161,0.8063,0.7213,-0.1998,0.2937,0.7652,1.8956,0.7819,0.381,1.0491,-0.171,0.0334,0.3479,0.695,0.008,0.1134,1.7479,0.6401,0.5367,0.5983,1.2252,0.0293,0.3234,0.4773,0.9032,-0.1577,Control
C12,0.3505,-0.0764,0.4481,-0.0017,-0.0887,-0.1193,0.8252,0.2116,0.1076,0.073,0.5489,-0.0939,-0.0055,0.2833,0.854,-0.1858,0.0241,0.098,0.2725,1.0565,0.4644,0.6246,-0.1005,0.0301,0.4052,0.6161,0.3431,-0.0307,-0.1746,0.0732,-0.1019,0.0949,0.477,1.2195,-0.0495,0.4448,0.4053,-0.2338,0.1758,0.548,1.5269,0.3928,0.1363,0.6671,-0.3019,0.0033,0.209,0.2756,0.1047,0.0583,1.0638,0.3897,0.3305,0.2851,0.5899,0.1566,0.0017,0.2874,0.4853,-0.2055,BRCACancer
D01,0.5604,-0.2851,0.6436,-0.0377,-0.1478,-0.149,1.6824,0.4829,-0.0103,0.166,0.964,-0.3142,-0.0755,0.2124,1.4284,-0.0807,0.0475,-0.0295,0.4891,1.5745,0.4473,1.4533,-0.0424,-0.083,0.6919,0.9009,0.3706,-0.1343,-0.2654,0.3903,-0.0397,0.352,0.5825,1.4845,-0.0544,0.5702,0.7191,-0.1997,0.4769,0.601,2.0042,0.5113,0.3456,1.0629,-0.3687,-0.0457,0.9419,0.2481,0.1355,-0.029,1.2468,0.6624,0.9745,0.4154,1.4281,0.1546,0.0128,0.3376,0.6362,-0.1457,BRCACancer
D02,0.6729,0.0091,0.5658,-0.0817,-0.1117,-0.0454,0.9123,0.2448,0.1206,0.1642,0.7411,-0.0871,0.0429,0.4444,1.2842,-0.0302,0.1341,0.1149,0.4133,1.3263,0.811,0.8692,-0.1032,0.0972,0.5282,0.8617,0.5021,-0.0967,-0.0174,0.2351,-0.0142,0.1242,0.6364,1.5993,-0.0749,0.8406,0.6003,-0.1282,0.5289,0.6424,2.0342,0.4257,0.2878,1.0119,-0.1178,-0.0351,0.2569,0.4579,0.2185,0.0392,1.6525,0.6223,0.4461,0.3888,1.1279,-0.0946,0.0783,0.3308,0.6223,-0.0369,BRCACancer
D03,0.6659,-0.19,0.613,-0.0996,-0.1293,-0.2531,1.3209,0.2279,0.1106,0.1864,0.7216,-0.1495,0.0453,0.3577,1.1201,-0.0367,-0.0193,0.1176,0.3633,1.2155,0.6526,0.8585,-0.125,0.042,0.5947,0.8225,0.5746,-0.0431,-0.1309,0.1645,-0.1795,0.201,0.64,1.36,0.0822,0.7257,0.4735,-0.1953,0.3254,0.6096,1.8845,0.4074,0.1614,0.9524,-0.1333,-0.0032,0.2781,0.385,0.1955,0.0375,1.3985,0.4797,0.4307,0.3566,0.9859,-0.0223,-0.0623,0.2714,0.6342,-0.0684,BRCACancer
