@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10105 numeric
@attribute 10319 numeric
@attribute 10454 numeric
@attribute 1147 numeric
@attribute 1234 numeric
@attribute 123745 numeric
@attribute 1432 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 22798 numeric
@attribute 23118 numeric
@attribute 23533 numeric
@attribute 23643 numeric
@attribute 240 numeric
@attribute 26279 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 284217 numeric
@attribute 30814 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 329 numeric
@attribute 330 numeric
@attribute 3303 numeric
@attribute 3304 numeric
@attribute 3305 numeric
@attribute 3306 numeric
@attribute 331 numeric
@attribute 3312 numeric
@attribute 345611 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 3551 numeric
@attribute 3586 numeric
@attribute 3587 numeric
@attribute 3588 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3654 numeric
@attribute 3655 numeric
@attribute 3688 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 391013 numeric
@attribute 3911 numeric
@attribute 3913 numeric
@attribute 3914 numeric
@attribute 3918 numeric
@attribute 3949 numeric
@attribute 4261 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4843 numeric
@attribute 50487 numeric
@attribute 51135 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 54205 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 572 numeric
@attribute 596 numeric
@attribute 5970 numeric
@attribute 598 numeric
@attribute 6300 numeric
@attribute 64600 numeric
@attribute 6772 numeric
@attribute 6774 numeric
@attribute 6885 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7189 numeric
@attribute 7297 numeric
@attribute 81579 numeric
@attribute 836 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 84647 numeric
@attribute 8503 numeric
@attribute 8517 numeric
@attribute 8651 numeric
@attribute 8681 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCACancer}

@data
A11,0.5406,0.4721,0.0044,0.1351,1.3452,1.6876,0.0628,1.1233,0.5283,0.6608,-0.0172,1.3488,1.2512,0.5463,1.2222,0.0677,-0.0454,0.5688,1.5057,0.075,-0.0477,-8e-04,1.3249,1.7397,0.3657,2.8884,0.9221,0.1309,3.194,0.4223,2.0108,1.9084,2.435,0.6377,0.5513,0.1326,0.9608,1.3448,0.0846,1.7846,1.5924,1.1203,0.7572,-0.1035,2.6618,0.9805,-0.1012,0.0392,0.5158,0.7029,2.4501,1.6217,0.9662,-0.0849,-0.0791,-0.103,-0.0321,0.0689,0.1319,0.0791,-0.1233,0.5329,1.0151,1.19,1.1125,2.0686,0.6536,-0.0385,-0.0141,1.7687,1.2242,1.0238,0.9645,1.5704,1.2045,0.1856,0.0848,-0.0128,0.2168,-0.2318,0.6778,1.8048,0.9765,1.1557,-0.0624,0.8994,-0.0066,0.7966,0.6863,0.5351,0.1606,1.1764,1.1956,0.4134,-0.113,-0.0593,1.4823,1.2256,1.0633,2.0248,0.1146,0.0278,1.3526,2.5177,0.1872,1.2239,0.7483,0.9094,0.0773,0.8655,0.2705,0.137,0.999,0.5807,0.0466,0.0321,0.3096,-0.1148,0.3248,0.3338,0.8483,Control
A12,0.3543,0.3923,-0.0293,0.0696,0.8449,0.8976,0.0564,0.8493,0.3826,0.4377,0.0743,1.1995,0.7218,0.6193,0.8654,0.3118,-0.0206,0.5129,1.3063,0.0362,-0.0597,0.1288,1.2325,1.8084,0.4714,2.5652,0.6983,0.2554,3.2817,1.4399,1.628,1.4403,3.4523,0.6829,0.5657,-0.1147,0.3797,1.1457,0.1723,0.728,1.6677,0.7735,0.7413,0.1685,1.703,0.6805,-0.0047,0.1071,0.1702,0.7485,1.8175,1.3664,0.4496,-0.0234,-0.0679,0.0246,0.2378,-0.0328,0.2878,0.3208,2e-04,0.2237,0.3955,1.2792,1.0664,1.6783,0.4964,-0.0011,0.0554,0.9909,0.9277,1.0841,0.7457,1.6025,0.9724,-0.1209,-0.08,0.2002,0.226,0.0609,0.4178,1.2884,0.6537,0.6947,-0.2465,0.889,0.0022,0.6695,0.6913,0.2159,0.0686,0.438,0.7846,0.3227,-0.2273,0.2264,1.4875,0.92,0.8197,1.712,0.1544,0.0105,0.7856,1.4943,0.0949,0.7465,0.4091,0.4441,0.2558,0.8947,0.1435,0.147,0.9414,0.4971,-0.0087,0.0919,0.1044,-0.3236,0.1131,0.227,0.5603,Control
B01,0.6849,0.4273,-0.138,0.093,1.2751,0.8239,0.0595,1.2183,0.3787,0.5976,0.0349,1.775,0.9716,0.7352,1.2957,0.0634,0.17,0.6975,1.4944,-0.0119,-0.0607,0.0071,1.4892,2.0121,0.3667,2.5758,1.4735,0.2031,2.8593,0.2103,2.1294,2.3823,2.4146,0.3613,0.7439,-0.2438,0.8126,1.6022,0.2501,0.1716,2.173,1.25,0.9675,0.1327,2.4386,1.0143,-0.2013,0.0799,0.1675,1.6272,2.099,1.7658,0.9717,-0.0968,-0.067,-0.035,0.1816,-0.1951,0.1507,0.1159,-0.0407,0.2861,0.8434,1.2536,1.5141,2.5522,0.5264,-0.0309,0.0275,1.9258,1.4936,1.2976,1.0602,1.9253,1.579,-0.1709,0.0663,0.0585,0.2717,0.045,0.5944,1.5393,0.7649,1.4678,-0.3463,1.0989,-0.0215,0.703,0.573,0.6443,-0.025,1.3259,1.1788,0.4142,-0.406,0.078,2.2353,1.2138,1.3462,1.6386,0.0729,0.2059,1.5377,1.8841,0.221,0.9247,0.6996,0.7815,0.3692,0.8888,0.2395,0.2066,1.3439,0.7117,-0.0081,-0.0076,0.0057,-0.5245,0.5154,0.5387,1.1209,Control
B02,0.4887,0.9013,0.0101,0.2473,1.2949,1.2641,-0.0025,1.3113,0.6586,0.816,-0.0159,1.6152,1.3378,0.8084,1.5213,0.0228,0.0334,0.9533,1.7037,0.0287,-0.0671,0.0459,2.049,2.4738,0.6907,3.3457,1.8712,0.1796,3.4823,0.1148,2.0589,2.0671,2.7148,0.5505,0.8242,0.0213,0.8953,2.0927,0.1928,0.8544,2.3646,1.4524,1.0914,0.1262,3.0019,1.0756,0.0301,-0.1005,0.6555,1.291,2.3005,1.8441,0.9603,-0.0688,-0.0608,-0.0645,0.082,0.057,0.171,0.0992,-0.1113,0.5747,1.1403,1.8021,1.4393,3.1122,0.9941,0.0401,0.0433,1.9216,1.4558,1.3956,1.3465,2.0769,1.7588,0.2103,0.0105,-0.0602,0.3776,-0.0791,1.0909,1.7139,1.0793,1.2677,0.0037,1.2179,-0.0218,1.0242,0.8811,0.5247,0.2649,0.7573,1.5668,0.405,-0.0206,0.0623,2.6152,1.4263,1.34,2.0366,0.0835,0.124,1.9047,2.4056,0.4265,1.3104,0.8729,1.1753,0.3636,1.1595,0.3484,0.079,1.362,0.868,-0.0538,0.167,0.3553,0.002,0.7367,0.4158,1.2133,Control
B03,0.618,0.7489,-0.0339,0.1583,1.2866,1.4074,0.0018,1.2964,0.5588,0.6437,-0.0045,1.7276,1.1244,0.8239,1.4095,0.1643,0.0315,0.7565,1.6639,0.0235,-0.0389,-0.0178,1.77,2.2988,0.3318,2.9946,1.5317,0.1948,3.2169,1.0159,2.1642,2.2276,2.8591,0.3889,0.8038,-0.0601,0.8552,1.833,0.2389,0.7853,2.3633,1.343,1.0365,0.1331,2.8653,1.1046,-0.093,-0.1091,0.495,1.3176,2.3513,1.8402,1.0128,-0.0939,-0.0337,-0.0476,0.1238,0.0032,0.0834,0.0797,-0.0361,0.527,0.9365,1.5754,1.4807,2.6831,0.7242,0.0057,0.0866,1.8931,1.5497,1.2952,1.119,1.9938,1.9606,0.0948,-0.008,0.0282,0.3694,-0.0745,0.9005,1.7231,0.9322,1.2757,-0.0909,1.1503,-0.034,0.914,0.708,0.5927,0.1564,1.0441,1.3846,0.3684,-0.1355,-0.0606,2.431,1.3449,1.3737,1.7544,0.0398,0.1701,2.0194,2.3322,0.1629,1.1844,0.889,0.9775,0.2725,1.0598,0.3121,0.0654,1.5046,0.6967,-0.0491,0.1555,0.1775,-0.1466,0.5568,0.4176,1.0601,BRCACancer
B04,1.0125,0.4762,-0.03,0.2069,1.0813,1.2484,-0.0207,1.5574,0.5084,0.6265,-0.0517,1.9384,1.3669,0.5983,1.3409,-0.0371,0.0416,0.8852,1.3649,0.0099,-0.1237,-0.0825,1.5149,2.0217,0.265,2.5105,1.4969,0.2028,2.6632,0.2728,1.8746,1.4179,2.3469,0.6549,0.7201,-0.0964,0.8629,1.4056,0.0225,0.8647,1.7332,1.2436,1.2905,0.0806,2.5925,1.1414,-0.0555,-0.0365,0.4569,1.1583,2.6115,2.1666,1.3155,-0.0506,-0.1233,-0.0533,-0.0231,-8e-04,0.1668,0.0929,-0.1188,0.4656,1.3138,1.5204,1.6477,1.6768,0.6067,-0.0544,0.0552,1.5019,1.609,1.4994,1.2478,2.0074,1.5843,0.1053,-0.0716,0.0429,0.4318,-0.142,0.6219,1.892,0.7103,1.1452,-0.0903,1.1443,-0.0073,0.8283,0.7454,0.6523,0.0836,1.7304,1.1066,0.6396,-0.0923,0.0195,2.445,1.3225,1.4161,1.8642,0.0602,-0.0332,1.8843,1.5152,0.3204,1.1507,0.7544,0.9301,0.543,1.0387,0.3132,-0.06,1.4123,0.6286,-0.1579,0.2276,0.0921,-0.1926,0.4234,0.1917,0.749,BRCACancer
B05,0.5078,0.4448,-0.048,0.037,1.0308,0.92,0.0217,1.0531,0.4305,0.6992,0.0079,1.3724,1.1669,0.4937,1.2499,0.0998,-0.0166,0.8042,1.5281,-3e-04,-0.1471,0.0684,1.7847,2.0999,0.6911,3.1847,1.4503,0.2273,3.3766,0.3128,1.9171,1.7732,2.9191,0.4,0.7441,-0.0841,0.6369,1.5598,0.1818,0.2659,2.0497,1.2137,0.8579,0.2059,2.7634,1.0334,0.0377,0.0696,0.4789,0.7351,2.2374,1.7709,0.7915,-0.0047,-0.124,-0.0123,0.0053,0.0234,0.1618,0.1413,-0.0568,0.3115,0.8511,1.8138,1.2639,2.6534,0.849,-0.0424,-0.0173,1.509,1.1758,1.1414,0.9807,2.163,1.6637,0.0058,-0.0829,0.0645,0.2146,-0.0915,0.8085,1.7712,0.8091,1.0222,-0.1129,0.9502,0.0088,0.6254,0.8433,0.2515,0.134,0.622,1.2743,0.31,-0.1604,0.043,2.1259,1.2257,1.0362,2.1068,0.1443,0.0435,0.9064,1.8907,0.3651,1.0748,0.7887,0.7929,0.2195,1.1362,0.3196,-0.2379,1.1158,0.6254,-0.0595,0.1488,0.033,-0.0872,0.3824,0.3929,0.6725,BRCACancer
B06,0.4508,0.272,-0.1682,-0.0841,1.1032,1.396,-0.0683,1.0091,0.1636,0.3683,0.1577,1.3674,0.7683,0.3971,1.0613,0.2251,0.1572,0.461,1.3373,0.0104,-0.0926,-0.2514,1.5006,2.2572,0.2648,2.6002,1.2863,0.1632,2.8845,0.5698,1.777,1.7299,2.3772,0.5097,0.5113,-0.3396,0.459,1.4812,0.0736,0.4188,1.7818,1.003,0.8602,0.1645,2.4335,0.7858,-0.1737,0.152,0.0286,1.1116,2.0964,1.4117,0.734,-0.0194,-0.0581,0.0712,0.1026,-0.2323,0.0836,0.0355,0.0786,0.141,0.7892,1.0216,1.2056,1.5007,0.2939,-0.1086,-0.1043,1.5786,1.137,1.0547,0.7105,1.4569,1.3797,-0.3337,-0.0115,0.1325,0.2832,0.1619,0.1169,1.2783,0.5053,0.9729,-0.3907,0.8584,0.0728,0.4015,0.3251,0.4629,-0.0858,0.7863,0.8016,0.363,-0.4228,-0.1526,2.2731,1.0757,1.0289,1.3579,0.0968,0.2262,1.4233,1.9739,0.0826,0.82,0.5568,0.663,0.239,0.9527,0.1537,0.1536,1.4129,0.5369,0.0059,0.0896,-0.1417,-0.7898,0.2021,0.3648,0.8275,BRCACancer
B07,0.6026,0.6585,0.0179,0.2606,1.4799,1.7696,-0.0713,1.4636,0.6203,0.7663,-0.0032,1.7519,1.4254,0.6612,1.5366,0.0691,0.008,0.9738,1.7381,0.0516,-0.11,0.0629,1.9731,2.577,0.6642,3.0748,1.726,0.2885,3.16,0.2174,2.1961,2.1866,3.1853,0.5144,0.8484,0.0059,0.9906,2.1918,0.2505,1.4515,2.2682,1.4604,1.2148,0.0604,2.9735,1.0993,0.0637,-0.0472,0.5452,1.2906,2.5925,1.8704,1.1696,-0.0057,-0.0844,-0.0549,-0.0169,0.0482,0.1859,0.1005,-0.0667,0.4862,1.2834,1.6613,1.4768,2.1568,0.8338,-0.0207,0.1405,2.1403,1.5902,1.4427,1.3477,2.0896,1.5748,0.191,-0.0949,-0.0013,0.432,-0.1791,0.8633,1.792,1.0321,1.4186,0.0257,1.2765,-0.0018,1.0787,0.8574,0.5065,0.203,1.1124,1.4052,0.4817,-0.1399,-0.0371,2.7551,1.4321,1.4521,2.1339,0.0683,0.1792,2.0958,2.268,0.1916,1.4214,0.8359,1.1698,0.514,1.2561,0.4622,0.088,1.7409,0.7399,-0.0431,0.286,0.215,-0.0443,0.6768,0.8665,0.9806,BRCACancer
B08,0.3104,0.7469,0.0431,0.1985,1.4267,1.3576,-0.0089,1.2368,0.6297,0.7068,-0.0755,1.3754,1.155,0.7614,1.4682,0.0716,0.0329,0.7483,1.7629,0.0663,-0.0608,-0.1207,1.5852,2.0538,0.362,2.9688,1.0878,0.1909,3.2387,0.2997,2.2475,1.9806,3.3246,0.9491,0.8409,0.0708,0.9221,1.8175,0.0712,0.8862,2.0339,1.5516,0.8656,0.0625,2.6205,1.1036,-0.0394,-0.0494,0.6366,1.0051,2.2952,1.5293,0.9315,-0.0744,-0.0616,-0.0573,-0.0382,0.1276,0.084,-0.0057,-0.1192,0.4473,1.0777,1.5663,1.2024,1.9468,0.8673,-0.0307,0.1242,1.903,1.3514,1.5826,1.0552,1.8077,1.132,0.1855,-0.0053,-0.0065,0.4514,-0.1291,0.7197,1.6981,1.0572,1.0803,0.1273,0.9295,0.0215,0.8112,0.7926,0.433,0.2826,0.6778,1.2641,0.4971,0.0247,-0.0042,1.6234,1.2814,1.1057,2.3817,0.1441,0.0031,1.7757,2.7239,0.1785,1.4299,0.7919,1.0291,0.3608,1.1499,0.306,-0.0394,1.156,0.8371,-0.0504,0.0681,0.392,-0.0168,0.415,0.3499,1.3792,Control
B09,1.0313,0.4915,-0.0122,0.1757,0.9438,0.6647,0.043,1.3351,0.4484,0.6215,-0.0645,1.9616,1.3513,0.3441,1.3834,0.2552,-0.0304,0.7255,1.0549,0.0998,-0.0559,0.0909,1.4025,1.8479,0.1847,1.9231,1.5196,0.1451,2.3797,0.2759,1.8664,1.8549,2.4491,0.3512,0.3986,0.069,0.7146,1.3225,0.2736,0.568,1.5112,1.0905,1.0191,-0.1693,2.6568,1.0329,-0.0122,-0.0593,0.4246,1.0383,2.8246,2.1209,1.1261,-0.0786,-0.0695,-0.1077,-0.0401,0.0602,0.1021,0.0168,-0.0954,0.3292,1.1232,1.1501,1.3963,2.012,0.6436,0.0054,-0.0178,1.3959,1.4071,1.3856,1.0407,1.6827,1.491,0.1349,0.1201,-0.0757,0.2316,-0.2273,0.439,1.8255,0.6103,1.0942,-0.0968,0.8686,-0.0231,0.6791,0.6986,0.6246,0.0768,2.0269,1.0746,0.5965,-0.1495,-0.0685,2.1007,1.2619,1.2557,1.9542,0.0927,0.0089,1.3195,1.2899,0.0635,0.9505,0.6653,0.8404,0.4485,0.9575,0.3119,0.0588,1.1372,0.3752,-0.0234,0.1414,0.1039,-0.0322,0.4069,0.5653,0.8328,Control
B10,0.7046,0.2834,-0.036,0.1033,1.0406,0.7781,-0.0215,1.3763,0.3712,0.4803,-0.0477,1.7964,1.0806,0.2959,1.0938,0.1511,-0.0425,0.763,1.4364,-0.0207,-0.0611,-0.0112,1.1074,1.6522,0.1971,2.3555,0.9421,0.1689,2.8399,1.0361,1.977,1.6229,3.6264,0.6576,0.6145,-0.0287,0.7708,1.101,0.0664,0.699,1.8534,0.9589,0.9582,-0.0201,2.5678,0.8619,-0.1568,0.0249,0.3903,1.0661,2.3771,2.0466,1.0401,-0.0544,-0.0672,-0.0666,-0.0205,0.0054,0.2027,0.0088,-0.0973,0.4792,0.8406,1.5148,1.488,1.5794,0.5045,-0.0465,-0.0739,1.366,1.4557,1.2765,1.0392,2.015,1.4619,0.0478,0.1098,-0.0338,0.3194,-0.0853,0.5219,1.7394,0.6316,0.9202,-0.0692,0.9729,-0.0554,0.7544,0.5039,0.4213,0.0931,1.4479,0.9463,0.3881,-0.1359,0.0395,2.1542,1.1455,1.2484,1.6541,0.057,-0.0423,1.4252,1.7199,0.0864,0.9694,0.6547,0.714,0.3345,0.874,0.1911,-0.0541,1.2173,0.5534,-0.0028,0.1516,0.1701,-0.2635,0.277,0.1925,0.7362,Control
B11,0.4604,0.3958,-0.0555,0.204,1.2072,1.0128,0.0048,1.35,0.4509,0.6847,-0.0489,1.422,1.1408,0.6457,1.4867,0.0119,0.0481,0.7787,1.5471,0.0499,-0.034,0.0645,1.6393,2.2778,0.6019,2.9205,0.8439,0.1053,3.3025,1.9642,2.0368,1.8065,4.5036,0.4607,0.725,0.1745,0.8515,1.3161,5e-04,0.4402,1.972,1.3771,0.8689,0.1554,2.2326,0.9963,-0.0355,0.0557,0.4206,0.8857,2.1992,1.6814,1.069,-0.0631,-0.0649,-0.0706,0.0028,0.0408,0.1711,-0.046,-0.1079,0.525,0.9123,1.7252,1.3382,1.9276,0.825,-0.005,0.0629,1.3481,1.4217,1.3764,1.0564,1.9382,1.24,0.1458,-0.0377,-0.053,0.4621,-0.0743,0.4327,1.6375,0.9134,0.9405,-0.0522,0.96,0.015,0.6434,0.759,0.4453,0.2148,0.9421,1.2114,0.4,-0.042,0.0193,2.0352,1.2212,1.1064,2.5363,0.1012,-0.0199,1.7626,2.566,0.1554,1.4468,0.69,0.8432,0.3626,1.0068,0.208,-0.1232,0.9041,0.6291,-0.0584,0.2017,0.1673,-0.1315,0.3641,0.5024,0.9894,Control
B12,0.8008,0.3876,-0.0498,0.0614,0.5564,0.3456,0.0244,1.113,0.3638,0.5036,-0.0616,1.731,0.9547,0.3376,1.1544,0.1629,0.025,0.6182,0.7186,-0.0513,-0.0975,-0.1675,1.1255,1.7988,0.2226,1.8059,1.1972,0.2381,2.4327,0.4206,1.4581,1.5154,2.3407,0.4987,0.2216,-0.0372,0.6148,0.9337,0.2472,0.0181,1.0853,0.9219,1.0292,-0.1207,2.1956,0.8146,-0.1883,0.1109,0.2813,1.005,2.3982,1.8871,0.9325,-0.0626,-0.0761,-0.0682,-0.055,0.0343,0.1156,0.0795,-0.165,0.1917,1.156,1.1653,1.2842,1.5991,0.3406,-0.0552,0.0025,0.9902,1.1501,1.1129,0.9981,1.2222,1.1456,0.0789,-0.0112,0.0513,0.2175,-0.2378,0.3144,1.4211,0.4982,0.7469,-0.1087,0.6759,-0.0057,0.4891,0.5235,0.3131,0.0569,1.9527,0.777,0.3317,-0.0933,-0.0343,2.0098,1.0188,1.0496,1.5348,0.0668,-0.0477,1.4078,0.8779,0.2909,0.7334,0.5564,0.793,0.3669,0.6178,0.2393,-0.1804,0.873,0.3193,-0.1117,-0.0027,0.0214,-0.2471,0.4004,0.2097,0.5101,Control
C01,0.4944,0.7227,-0.0034,0.3085,1.38,1.0126,-0.017,1.4476,0.6847,0.8,0.0174,1.4636,1.6889,0.8136,1.7616,0.0197,0.0267,1.0631,1.4878,0.0261,-0.1086,0.007,1.8635,2.2848,0.4387,3.0068,1.3796,0.2899,2.8403,0.2968,2.0067,1.6928,2.6353,0.7204,0.805,0.0502,0.9957,1.5921,0.2272,0.7974,1.9742,1.4596,1.1534,0.2694,2.9626,1.312,-0.0176,-0.0596,0.782,0.8329,2.1418,1.8494,1.2402,-0.0479,-0.1501,-0.0641,-0.086,0.0896,0.4276,0.1003,-0.1183,0.7772,1.5451,1.8466,1.4466,1.9287,1.0392,-0.055,0.0108,1.7841,1.3664,1.3659,1.3215,2.0354,1.2568,0.2252,-0.0383,0.0169,0.4567,-0.1872,0.6704,1.903,1.0379,1.167,-0.0058,0.9902,0.0114,0.9055,0.9687,0.5762,0.2317,0.9141,1.4302,0.6384,-0.1073,0.0274,2.0151,1.4228,1.2559,2.3079,0.0901,0.0773,1.9876,2.5149,0.4812,1.5586,0.8126,1.3604,0.4588,0.9613,0.4229,0.0364,1.2504,0.7916,-0.114,0.1749,0.3961,-0.1742,0.6309,0.5923,1.0438,BRCACancer
C02,0.4671,0.684,0.0399,0.2225,1.2322,1.0109,0.0237,1.1796,0.7019,0.7799,-0.0212,1.4342,1.5715,0.8137,1.4283,0.3081,0.0553,0.9007,1.5915,0.0031,-0.0691,-0.0853,1.9455,2.2651,0.5569,3.0434,1.1795,0.2148,3.0783,0.3083,1.9308,2.012,2.9295,0.7595,0.9407,0.0332,0.8407,1.638,0.2747,0.649,1.9761,1.2114,1.0308,0.1537,2.8157,0.926,0.0691,0.0092,0.7062,1.1681,2.1641,1.9002,0.8503,-0.0163,-0.0912,-0.0536,-0.013,0.1405,0.3193,0.1958,-0.1007,0.4878,1.1056,1.6794,1.3945,2.0466,1.0675,0.0087,0.0293,1.6107,1.4157,1.3914,1.3841,1.9216,1.2932,0.2894,-0.0597,-0.0043,0.4081,-0.138,0.6617,1.6208,1.072,0.9944,0.1277,1.0013,0.0668,1.0455,0.8616,0.3462,0.2893,0.8473,1.5139,0.4622,-0.0187,0.006,2.0997,1.2386,1.2553,2.3737,0.1446,0.0433,1.5529,2.3698,0.4151,1.2953,0.7302,1.2162,0.458,0.9934,0.4549,0.0228,1.2754,0.8772,-0.1225,0.1995,0.4638,0.1302,0.5742,0.5919,1.0909,BRCACancer
C03,0.458,0.8104,0.0066,0.3132,1.376,0.7968,0.0053,1.3531,0.9231,0.9758,-0.036,1.4849,1.923,0.7098,1.6733,0.1911,-0.0272,1.159,1.7393,0.0231,-0.0971,0.0395,1.8903,2.1379,0.386,2.9866,1.5778,0.3795,2.8942,0.0657,1.9202,1.812,2.9387,0.5885,0.8281,0.0655,0.937,1.7584,0.3959,1.3967,1.9788,1.3142,1.1489,0.1101,3.1793,1.0602,0.1856,-0.032,0.8422,0.9356,2.5163,1.8837,1.1793,-0.0123,-0.0906,-0.0326,-0.0135,0.1105,0.3867,0.1337,-0.0787,0.6957,1.3679,1.928,1.3917,2.1791,1.2166,-0.0313,0.0304,1.8662,1.5104,1.3048,1.4812,2.1422,1.2173,0.4337,-0.0942,0.0502,0.3978,-0.13,0.7761,1.816,1.1353,1.2159,0.1151,1.0868,0.0173,1.2029,0.9484,0.3827,0.3753,0.8426,1.6895,0.5944,-0.0448,-0.0656,2.5141,1.4177,1.3089,2.4757,0.1268,0.113,1.8112,2.3733,0.5511,1.6263,0.9752,1.4505,0.4667,1.2434,0.6158,0.0953,1.5651,0.9409,-0.1151,0.39,0.5578,0.197,0.8739,0.8396,0.8159,BRCACancer
C04,0.2442,0.7774,0.0696,0.11,0.7702,0.376,0.0553,0.6519,0.5682,0.6323,-0.0434,0.9879,1.2282,0.5298,1.2503,0.3182,-0.0804,0.6086,1.0608,0.01,-0.0458,-0.1499,1.225,1.3569,0.1882,2.4496,0.6176,0.3549,2.9191,0.3297,1.5339,1.353,1.8262,0.2767,0.6822,0.1705,0.5308,1.6545,-0.0732,0.0041,1.3672,1.0445,0.6082,0.0259,2.3789,0.7605,-0.1184,0.0049,0.5496,0.6289,2.1554,1.4372,0.6156,-0.0451,-0.0755,-0.049,-0.157,0.1967,0.2355,0.1137,-0.1504,0.3173,0.6684,1.454,0.9029,2.1606,0.7129,-0.0114,0.0079,0.985,0.7955,1.1165,0.8543,1.3223,0.7671,0.3081,0.078,0.0492,0.2326,-0.0986,0.6996,1.4351,0.963,0.6903,0.1095,0.6028,0.0094,0.5427,0.7873,0.2371,0.2509,0.6041,1.2122,0.4393,0.1398,0.0217,1.3629,1.1603,0.7431,2.4826,0.1082,0.031,0.7409,1.9305,0.1199,0.9798,0.572,0.9019,0.2817,0.692,0.1994,-0.3073,0.7261,0.3715,-0.1642,-0.1339,0.3576,0.3063,0.3449,0.1426,1.0857,Control
C05,0.2222,0.465,0.0397,0.0821,0.8165,0.6593,0.0793,0.7781,0.5706,0.5801,-0.0653,1.0109,1.0841,0.5001,1.1412,0.2786,-0.0674,0.698,1.2524,-0.0621,-0.0422,-0.0632,1.3886,1.5336,0.2885,3.0206,0.4484,0.1938,3.3796,0.1399,1.5253,1.3136,2.7429,0.6094,0.5418,-0.0289,0.6288,1.3412,0.1803,0.5171,1.3856,1.2587,0.6748,0.046,2.6565,0.7902,0.0097,-0.0374,0.5547,0.7762,1.6506,1.5565,0.5986,-0.0416,-0.0579,-0.0223,-0.0687,0.1268,0.1709,0.0963,-0.1485,0.4039,0.679,1.6564,1.0868,1.6711,0.7123,-0.0159,0.0486,0.9799,0.937,1.1142,1.0445,1.636,0.8638,0.2248,-0.0165,0.0356,0.1562,-0.1736,0.5506,1.4746,0.8555,0.6604,0.0748,0.6798,-0.0011,0.5979,0.6457,0.1362,0.089,0.4546,1.1245,0.3045,0,-0.0232,1.8174,1.1399,0.7841,1.94,0.1004,0.029,0.8182,2.4275,0.1511,1.0947,0.7609,0.9237,0.1701,0.7308,0.2136,-0.2927,0.7437,0.494,-0.0243,0.0081,0.1361,0.0189,0.3363,0.254,0.9062,BRCACancer
C06,0.0362,0.1574,0.057,0.0273,0.1994,0.4238,0.0622,0.2166,0.25,0.2288,0.0395,0.3441,0.4463,0.3226,0.3973,0.2216,-0.081,0.1152,0.1688,-0.0121,-0.0402,-0.0269,0.5001,0.5909,0.023,1.2959,0.6105,-0.0935,1.5909,0.8465,0.4891,0.5233,-0.0374,0.1919,0.4782,-0.0903,0.2933,0.8726,0.4639,0.2805,0.2731,0.2799,0.306,0.1888,0.8626,0.2209,-0.0755,0.0663,0.2444,0.0854,0.5605,0.6172,0.0279,-0.1362,0.006,-0.1025,0.0159,0.0749,0.1826,0.1123,-0.0908,0.2205,0.2932,0.5573,0.4197,0.8758,0.455,0.0319,0.2149,0.0223,0.2206,0.2189,0.2789,0.3699,0.3392,-0.0112,0.0609,0.1057,-0.0355,-0.0934,0.1183,0.6234,0.3,0.113,-0.0863,0.1852,-0.0352,0.3615,0.5213,0.0769,0.1103,0.2003,0.5461,0.2549,-0.1069,-0.0651,0.6253,0.4919,0.1958,0.7172,5e-04,0.2148,0.057,0.2135,-0.1027,0.4127,0.1881,0.2238,-0.0142,0.2605,0.0512,-0.049,0.3994,0.0019,0.0976,-0.0154,0.0047,-0.4084,0.0241,-0.0583,0.2356,Control
