@relation data

@attribute id string
@attribute 994 numeric
@attribute 1022 numeric
@attribute 993 numeric
@attribute 4750 numeric
@attribute 1111 numeric
@attribute 7465 numeric
@attribute 1026 numeric
@attribute Class {Control,BRCACancer}

@data
F05,1.3916,0.4509,-0.0126,0.5712,0.294,0.2551,1.4225,Control
F06,0.9002,0.5221,0.0291,0.4358,0.4785,0.1703,1.2134,Control
F07,1.4366,0.4171,-0.0663,0.6126,0.1774,0.2563,0.9924,Control
F09,1.4605,0.607,0.0158,0.6649,0.4394,0.3372,1.3193,Control
F10,1.3495,0.5158,-0.093,0.6724,0.3722,0.2969,1.4485,Control
F11,1.3105,0.3807,-0.1084,0.4615,0.3274,0.3019,1.254,Control
F12,1.1885,0.4519,-0.0404,0.6102,0.3086,0.2146,1.2327,Control
G01,0.9023,0.3571,-0.0591,0.4307,0.3583,0.1782,0.978,Control
G02,1.1436,0.4515,-0.0539,0.3956,0.3025,0.3187,1.2495,Control
G03,1.5563,0.4337,-0.0983,0.6974,0.3869,0.3535,1.0949,Control
G04,1.4422,0.4238,0.0791,0.555,0.4791,0.3162,1.491,BRCACancer
G05,1.1022,0.2391,-0.1816,0.2079,0.2532,0.0093,0.9414,BRCACancer
G06,1.0944,0.271,0.0788,0.6289,0.3958,0.2495,1.3614,BRCACancer
G07,1.2875,0.2595,-0.1137,0.4329,0.203,0.1851,0.7261,Control
G08,1.2774,0.5542,-0.0814,0.5925,0.2639,0.3159,1.1375,Control
G09,1.2363,0.2447,-0.0353,0.3953,0.1897,0.2318,1.2805,Control
G10,1.1625,0.2593,-0.1928,0.4196,0.1585,0.2458,1.1344,BRCACancer
G11,0.6434,-0.0405,-0.1738,0.2835,0.1605,-0.0214,0.9787,BRCACancer
G12,1.0701,0.4197,-0.0906,0.5093,0.2017,0.1369,1.4757,BRCACancer
H01,1.0508,0.2615,0.0388,0.4438,0.049,0.1329,1.144,Control
H02,1.3529,0.2862,-0.0024,0.3656,0.3997,0.207,1.0925,Control
H03,1.3797,0.3047,-0.3023,0.3953,0.1761,0.3456,0.7777,Control
H04,1.6146,0.3544,-0.1508,0.5045,0.5601,0.4018,1.0226,Control
H06,1.2382,0.3966,-0.1221,0.4122,0.2523,0.1051,1.3736,Control
H07,1.1155,0.3452,-0.0521,0.4423,0.2591,0.1388,0.8923,BRCACancer
H08,0.886,0.2645,0.0912,0.3536,0.1778,0.1865,1.4367,BRCACancer
H09,0.7709,0.2065,-0.2332,0.3956,0.0852,-0.0564,1.1003,BRCACancer
H10,0.8801,0.3284,-0.1693,0.3195,0.2596,0.0857,1.0719,BRCACancer
H11,0.8561,0.3359,-0.0245,0.4911,0.1922,0.0761,1.3374,BRCACancer
H12,1.4106,0.4871,0.0322,0.7065,0.5774,0.3972,1.4662,BRCACancer
I01,1.5828,0.5926,0.0953,0.6965,0.4731,0.4512,1.7353,Control
I02,1.2659,0.2558,0.0088,0.5032,0.2116,0.1124,1.0231,Control
I03,0.9626,0.224,-0.1238,0.333,0.1246,0.1194,1.1972,Control
I04,1.556,0.4784,0.0567,0.5226,0.3511,0.2561,1.2469,Control
I05,1.462,0.3392,-0.0594,0.3748,0.1653,0.2577,1.2077,Control
I06,1.3699,0.4077,-0.093,0.4731,0.2837,0.2962,1.1206,Control
I07,1.6511,0.5419,-0.007,0.563,0.3038,0.28,1.0311,Control
I08,1.3506,0.5658,-0.0597,0.7482,0.3589,0.2945,1.2874,Control
I09,1.1964,0.2413,-0.1194,0.3882,0.1457,0.188,1.3498,Control
I10,1.4013,0.4729,-0.0385,0.7043,0.3395,0.3462,1.4525,Control
I11,0.9099,0.2524,-0.0224,0.3904,0.0463,0.0936,0.9665,Control
I12,1.3603,0.452,-0.1521,0.6314,0.2888,0.247,1.1565,Control
I13,1.3693,0.3863,-0.0461,0.472,0.1984,0.2275,0.8998,Control
J01,1.25,0.2681,0.0273,0.2853,0.2552,0.1684,0.9904,Control
J02,1.5729,0.33,-0.1136,0.3964,0.1403,0.1943,0.7953,Control
J03,1.6116,0.5825,0.001,0.7249,0.5176,0.5133,1.5474,Control
J04,1.4959,0.4197,0.0144,0.5295,0.356,0.3254,1.1725,Control
J05,1.2907,0.3622,-0.0954,0.4953,0.1852,0.115,1.1534,Control
J06,1.3263,0.3757,0.0262,0.5383,0.2906,0.1258,0.9807,Control
J07,1.3333,0.5326,0.0568,0.6507,0.6474,0.4963,2.174,Control
J08,1.4745,0.3412,-0.0264,0.4738,0.3305,0.3024,1.2344,Control
J09,1.5222,0.2019,-0.1209,0.4644,0.0413,0.0354,0.8421,Control
J10,1.4998,0.5956,-0.1006,0.7628,0.4481,0.5346,1.2921,Control
J11,1.6514,0.3392,-0.1856,0.4941,0.3417,0.3441,0.9465,Control
J12,1.3164,0.2404,-0.0955,0.5013,0.4529,0.1316,1.0762,Control
K01,1.1787,0.5917,-0.0093,0.8143,0.4571,0.3534,1.8044,BRCACancer
K02,1.4269,0.5546,0.0232,0.7921,0.4551,0.367,1.5394,BRCACancer
K03,1.3355,0.4833,0.0292,0.573,0.5798,0.3361,0.9385,BRCACancer
K04,1.6938,0.4874,-0.0256,0.6454,0.4994,0.5411,1.2697,BRCACancer
K05,1.5714,0.4299,-0.0809,0.4274,0.2744,0.2914,1.0209,Control
AA_RR-849,1.2095,0.4234,-0.0851,0.3462,0.4022,0.1509,1.2903,BRCACancer
AE_RR-3300,1.4613,0.3637,-0.0757,0.5999,0.4594,0.4147,1.3781,Control
AF_RR-3276,1.0091,0.4621,0.2311,0.4532,0.7482,0.5079,1.1272,Control
AG_RR-3298,1.1255,0.4179,-0.0884,0.5803,0.1935,0.1804,1.4289,Control
AH_RR-3295,0.986,0.329,-0.1156,0.6379,0.3061,0.2704,1.082,Control
AI_RR-3291,1.5046,0.3315,-0.0761,0.6836,0.2716,0.2848,1.523,Control
AJ_RR-3296,1.4397,0.3495,-0.1094,0.6359,0.2584,0.2532,1.011,Control
AM_RR-1949,1.2234,0.24,-0.098,0.3646,0.3274,0.2791,0.826,Control
AN_RR-3297,1.2575,0.4893,-0.0716,0.6276,0.3874,0.1401,1.4719,Control
AO_RR-3288,1.4984,0.6483,-0.106,0.6198,0.243,0.2274,1.273,Control
AP_RR-3280,0.9482,0.5873,-0.1133,0.3207,0.2902,0.2031,0.8901,Control
AR_RR-3278,1.4828,0.6301,-0.1124,0.5468,0.139,0.1855,1.1363,Control
AS_RR-3277,1.2187,0.5011,-0.0768,0.5974,0.3837,0.1926,1.1096,Control
A_RR96-12,1.8197,0.4104,-0.1004,0.7911,0.1465,0.2454,0.4897,BRCACancer
B_RR-1519,1.1226,0.5476,0.3149,0.5584,0.892,0.6859,1.2396,BRCACancer
C_RR-3293,1.2001,0.4713,0.3827,0.8373,0.9758,0.7547,1.0007,BRCACancer
D_RR-3301,1.2136,0.4644,-0.0538,0.4107,0.1957,0.1399,1.5247,BRCACancer
E_RR-2070,1.8314,0.3522,-0.127,0.7807,0.1168,0.3204,1.1442,BRCACancer
J_RR-1226,1.0374,0.4829,-0.0624,0.6259,0.4262,0.4213,1.204,BRCACancer
K_RR-3290,1.4977,0.3742,-0.0653,0.541,0.2539,0.1553,1.5413,Control
L_RR-3286,1.4982,0.5058,-0.0538,0.6112,0.1826,0.1343,1.3392,Control
N_RR-3294,1.3173,0.41,-0.1232,0.4881,0.2529,0.164,1.2512,Control
O_RR-3285,1.0356,0.3442,-0.1157,0.4732,0.2908,0.2154,1.2929,Control
P_RR-3274,1.4247,0.1564,-0.1289,0.4548,0.2563,0.3265,1.4516,Control
Q_RR-3283,1.3049,0.3582,-0.1282,0.4645,0.1991,0.1291,1.2565,Control
RR-3275,1.2743,0.4662,-0.1013,0.5519,0.5665,0.2068,1.1775,Control
RR-3281,0.9237,0.0841,-0.1656,0.3069,0.1924,0.2451,1.1537,Control
RR-3287,1.1545,0.3278,-0.1163,0.5236,0.41,0.1849,1.0861,BRCACancer
RR-3289,1.4585,0.5357,-0.0895,0.4974,0.1627,0.2414,1.5766,Control
RR-3299,1.088,0.5372,-0.0967,0.7337,0.2461,0.135,0.8016,BRCACancer
T_RR-3292,0.9284,0.536,-0.0856,0.45,0.2897,0.2424,1.5022,Control
U_RR-2236,1.7094,0.5171,-0.0911,0.5324,0.1872,0.2481,1.1274,BRCACancer
V_RR-1455,1.3315,0.6787,0.5578,0.692,1.0935,0.8244,1.4377,BRCACancer
W_RR-922,1.1189,0.2368,-0.0578,0.2674,0.1523,0.1609,2.1196,BRCACancer
X_RR-1083,1.1396,0.295,-0.0461,0.3435,0.176,0.1143,1.2747,BRCACancer
Y_RR-841,0.9574,0.3213,-0.1344,0.3086,0.2602,0.243,1.0224,BRCACancer
Z_RR-778,1.2536,0.4917,-0.0904,0.2811,0.424,0.2678,1.207,BRCACancer
