@relation data

@attribute id string
@attribute 10 numeric
@attribute 1544 numeric
@attribute 1549 numeric
@attribute 1553 numeric
@attribute 7498 numeric
@attribute 9 numeric
@attribute Class {Control,BRCACancer}

@data
H03,-0.2545,0.1898,0.2839,0.3833,-0.0704,0.1669,Control
H04,-0.1828,0.3164,0.0426,0.3169,-0.1292,0.1333,Control
H06,-0.0478,0.0735,0.2492,0.1389,-0.0583,0.1881,Control
H07,-0.1338,0.1609,0.4085,0.1668,-0.0794,0.0841,BRCACancer
H08,0.0043,0.1091,0.3586,0.146,-0.0133,0.1758,BRCACancer
H09,-0.3427,0.1819,0.0646,0.0893,-0.0343,-0.0373,BRCACancer
H10,-0.3266,0.0433,0.3347,0.3367,-0.0969,0.0156,BRCACancer
H11,-0.2865,0.1059,0.1421,0.2797,-0.0208,0.2597,BRCACancer
H12,-0.1471,0.1026,0.1893,0.3362,-0.0359,0.283,BRCACancer
I01,-0.2074,0.0935,0.0065,0.0266,-0.0556,0.2766,Control
I02,-0.2968,0.1771,-0.098,0.1469,-0.0753,0.1116,Control
I03,-0.3515,0.1715,-0.1633,0.1653,-0.094,-0.0209,Control
I04,-0.1294,0.054,-0.0115,0.1307,-0.0694,0.2086,Control
I05,-0.1603,0.2244,0.2186,0.2737,-0.1216,0.0896,Control
I06,-0.2198,0.0853,0.1797,0.1295,-0.0491,0.1416,Control
I07,-0.2521,0.1202,0.1019,0.3214,-0.0834,0.2544,Control
I08,-0.3543,0.1433,0.1852,0.0811,-0.0531,0.1363,Control
I09,-0.2252,0.2835,0.3671,0.2968,-0.0256,0.2253,Control
I10,-0.1642,0.1038,0.212,0.1863,-0.0808,0.269,Control
I11,-0.2855,0.097,-0.0474,0.3155,-0.0446,0.2343,Control
I12,-0.0354,0.1933,0.0576,0.3225,-0.0641,0.1278,Control
I13,-0.097,0.1789,0.1448,0.2188,-0.0347,0.1774,Control
J01,-0.2129,0.1517,-0.0241,0.1878,-0.0892,0.1187,Control
J02,-0.2209,0.0687,0.0164,0.2177,-0.0281,0.1706,Control
J03,0.0723,0.0432,0.1295,0.3922,-0.0706,0.3025,Control
J04,-0.1945,0.073,0.3012,0.3523,-0.0771,0.1425,Control
J05,-0.1194,0.1796,-0.1112,0.2126,-0.0873,0.1151,Control
J06,-0.3731,0.052,0.0581,0.2034,-0.0183,0.1866,Control
J07,-0.1384,0.0821,-0.0335,0.2816,-0.0693,0.2212,Control
J08,-0.0086,0.2918,0.0266,0.2253,-0.0713,0.1926,Control
J09,-0.1962,0.2038,0.4521,0.0965,-0.0294,0.1853,Control
J10,-0.1991,0.0673,0.1721,0.2349,-0.092,0.2389,Control
J11,-0.1514,0.0394,-0.1965,0.2136,-0.0905,0.112,Control
J12,-0.1861,0.1915,0.1383,0.2914,-0.0325,0.1296,Control
K01,-0.1279,0.1021,-0.0079,0.3674,-0.0592,0.2202,BRCACancer
K02,-0.1344,0.2105,0.0165,0.4233,-0.0558,0.2053,BRCACancer
K03,-0.1275,0.2898,0.4097,0.4477,-0.0562,0.1704,BRCACancer
K04,-0.1459,0.1384,0.1686,0.2668,-0.0695,0.171,BRCACancer
K05,-0.1465,0.2157,0.1472,0.2702,-0.0766,0.0663,Control
AA_RR-849,-0.0313,0.1396,0.0829,0.1339,-0.0653,0.2059,BRCACancer
AE_RR-3300,-0.2327,0.1005,0.076,0.196,-0.032,0.0661,Control
AF_RR-3276,-0.159,0.1579,0.151,0.5073,-0.1172,0.3297,Control
AG_RR-3298,0.0146,0.106,-0.1092,0.2405,-0.0757,0.061,Control
AH_RR-3295,-0.2712,0.064,0.1035,0.3674,-0.0869,0.1129,Control
AI_RR-3291,-0.0794,0.0659,-0.0788,0.5011,-0.0457,0.094,Control
AJ_RR-3296,-0.2959,0.1067,-0.0125,0.2574,-0.1072,0.1245,Control
AM_RR-1949,-0.2879,0.022,0.2687,0.0433,-0.0538,0.1218,Control
AN_RR-3297,-0.2298,0.1814,0.156,0.2713,-0.064,0.2209,Control
AO_RR-3288,-0.0879,0.1284,0.4556,0.2801,-0.0456,0.151,Control
AP_RR-3280,-0.1492,0.1021,0.035,0.2445,0.0199,0.1422,Control
AR_RR-3278,-0.2572,0.0385,0.2592,0.2738,-0.0609,0.1901,Control
AS_RR-3277,-0.0039,0.221,0.076,0.3973,-0.0658,0.1133,Control
A_RR96-12,-0.0705,0.1686,0.2894,0.267,-0.063,0.177,BRCACancer
B_RR-1519,-0.2882,0.115,0.3734,0.2529,-0.0644,0.3143,BRCACancer
C_RR-3293,-0.1671,0.2428,0.2092,0.2326,-0.0111,0.4653,BRCACancer
D_RR-3301,-0.1553,0.0964,-0.0917,0.2911,-0.0668,0.0427,BRCACancer
E_RR-2070,-0.315,0.009,0.3049,0.2228,-0.0724,0.2424,BRCACancer
J_RR-1226,-0.0743,0.2354,0.4227,0.3517,-0.0354,0.2039,BRCACancer
K_RR-3290,-0.1036,0.1359,0.2907,0.2821,-0.0404,0.1203,Control
L_RR-3286,-0.0586,0.0229,0.3223,0.2494,-0.01,0.0957,Control
N_RR-3294,-0.1898,0.0702,0.1599,0.2658,-0.0859,0.1023,Control
O_RR-3285,-0.34,0.0453,0.1008,0.1578,-0.0409,0.1155,Control
P_RR-3274,-0.3245,0.1191,0.0294,0.2882,-0.1022,0.0769,Control
Q_RR-3283,-0.2811,0.1349,0.3472,0.2877,-0.071,0.0126,Control
RR-3275,-0.1523,0.0937,0.2109,0.372,-0.1299,0.128,Control
RR-3281,-0.1102,0.2202,0.1961,0.3909,-0.0593,0.1078,Control
RR-3287,-0.1881,0.2453,0.3464,0.2285,-0.0991,0.1295,BRCACancer
RR-3289,-0.084,-0.0115,-0.0498,0.1815,-0.0418,0.1278,Control
RR-3299,-0.1973,0.2673,0.0988,0.1427,-0.0545,0.1905,BRCACancer
T_RR-3292,-0.3785,0.1347,-0.1526,0.2292,-0.1216,0.1299,Control
U_RR-2236,-0.1084,0.1088,-0.0244,0.2382,-0.0173,0.1348,BRCACancer
V_RR-1455,-0.0903,0,-0.2712,0.0763,-0.1079,0.4621,BRCACancer
W_RR-922,-0.2095,0.0322,0.0905,0.0911,-0.0172,0.164,BRCACancer
X_RR-1083,-0.2839,-0.0243,0.047,0.379,-0.0786,0.0775,BRCACancer
Y_RR-841,-0.0677,0.1922,0.0391,0.3422,-0.0608,0.1267,BRCACancer
Z_RR-778,-0.1052,0.2328,0.0892,0.1173,-0.0444,0.0629,BRCACancer
