@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10252 numeric
@attribute 10254 numeric
@attribute 10379 numeric
@attribute 10401 numeric
@attribute 11009 numeric
@attribute 1154 numeric
@attribute 116379 numeric
@attribute 122809 numeric
@attribute 1271 numeric
@attribute 1387 numeric
@attribute 1437 numeric
@attribute 1439 numeric
@attribute 1440 numeric
@attribute 1441 numeric
@attribute 1489 numeric
@attribute 149233 numeric
@attribute 161742 numeric
@attribute 163702 numeric
@attribute 200734 numeric
@attribute 2033 numeric
@attribute 2056 numeric
@attribute 2057 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23529 numeric
@attribute 23533 numeric
@attribute 23624 numeric
@attribute 2689 numeric
@attribute 2690 numeric
@attribute 282618 numeric
@attribute 2885 numeric
@attribute 29949 numeric
@attribute 30837 numeric
@attribute 338376 numeric
@attribute 3440 numeric
@attribute 3442 numeric
@attribute 3445 numeric
@attribute 3448 numeric
@attribute 3454 numeric
@attribute 3455 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 3467 numeric
@attribute 3558 numeric
@attribute 3559 numeric
@attribute 3560 numeric
@attribute 3561 numeric
@attribute 3562 numeric
@attribute 3565 numeric
@attribute 3566 numeric
@attribute 3567 numeric
@attribute 3568 numeric
@attribute 3569 numeric
@attribute 3572 numeric
@attribute 3574 numeric
@attribute 3575 numeric
@attribute 3578 numeric
@attribute 3586 numeric
@attribute 3587 numeric
@attribute 3588 numeric
@attribute 3589 numeric
@attribute 3590 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3594 numeric
@attribute 3595 numeric
@attribute 3596 numeric
@attribute 3597 numeric
@attribute 3600 numeric
@attribute 3601 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 3718 numeric
@attribute 3952 numeric
@attribute 3953 numeric
@attribute 3976 numeric
@attribute 3977 numeric
@attribute 4352 numeric
@attribute 4609 numeric
@attribute 5008 numeric
@attribute 50604 numeric
@attribute 50615 numeric
@attribute 50616 numeric
@attribute 51561 numeric
@attribute 51588 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5292 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 53832 numeric
@attribute 53833 numeric
@attribute 55801 numeric
@attribute 5617 numeric
@attribute 5618 numeric
@attribute 56832 numeric
@attribute 5777 numeric
@attribute 5781 numeric
@attribute 58985 numeric
@attribute 59067 numeric
@attribute 595 numeric
@attribute 598 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6772 numeric
@attribute 6773 numeric
@attribute 6774 numeric
@attribute 6775 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6778 numeric
@attribute 7173 numeric
@attribute 7297 numeric
@attribute 8027 numeric
@attribute 81848 numeric
@attribute 8503 numeric
@attribute 85480 numeric
@attribute 8554 numeric
@attribute 8651 numeric
@attribute 867 numeric
@attribute 868 numeric
@attribute 8835 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 9021 numeric
@attribute 9063 numeric
@attribute 9180 numeric
@attribute 9655 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A11,0.5676,-0.1112,1.0357,1.275,0.5114,0.1643,0.6314,-0.053,1.1783,-0.0616,1.3339,0.0359,1.0476,-0.1478,1.3311,-0.222,-0.0581,0.2437,0.1733,0.0566,1.7953,-0.0084,0.2293,0.54,0.6814,0.3297,1.3016,-0.06,-0.0771,-0.0858,-0.0938,1.5523,-0.0825,0.2459,-0.1394,-0.0774,-0.238,0.1638,0.7924,1.6001,1.6774,-0.1461,1.6963,1.579,1.14,4e-04,0.0744,0.2348,2.1752,2.3725,-0.0569,-0.199,0.8248,-0.1365,0.0969,0.1299,1.2418,0.1097,3.1402,-0.0325,-0.1162,2.6957,1.0146,0.189,0.4174,-0.1018,0.0292,0.8261,0.083,-0.3023,1.0981,0.1088,0.4112,1.6694,0.976,1.2358,-0.0861,0.2688,0.003,-0.0609,0.2701,0.9858,0.3445,-0.1092,0.6322,-0.1622,0.6637,0.6264,1.2025,1.0402,1.114,0.9811,1.5981,1.2442,0.1945,-0.1275,0.0595,-0.1646,-0.0289,0.0257,-0.0277,1.7032,0.4262,-0.0811,0.1344,0.118,0.4353,0.7415,1.1993,1.4881,1.8685,1.2392,1.5877,0.8919,1.1274,2.2062,-0.1485,0.9351,1.2612,-0.0831,0.0324,-0.1433,1.3593,-0.0811,1.2882,0.9959,0.2477,1.2257,1.2363,0.564,0.9598,-0.0251,0.2739,Control
Utah__A12,0.3938,0.0144,0.8548,0.6938,0.5221,0.1879,0.5154,0.0104,0.5796,-0.0133,0.7983,0.3136,0.8661,-0.0926,1.2604,-0.2641,0.0902,-0.0323,0.2019,0.2718,1.0459,-0.0694,0.1784,0.3955,0.4581,0.2257,0.7748,-0.1262,-0.259,9e-04,0.0712,1.1373,0.0848,0.0639,-0.2866,-0.1859,-0.2651,-0.0023,0.6939,1.0571,0.7996,-0.3253,0.6982,1.6508,0.7894,-0.2275,0.0104,0.2533,1.1955,2.0609,0.1603,-0.1645,0.7045,0.0434,0.2987,0.1091,1.5072,-0.0906,3.3007,-0.0737,0.1121,1.8606,0.7051,0.0658,0.2782,-0.0274,0.0923,0.383,0.1011,-0.0789,0.7777,0.1273,0.167,1.4495,0.4637,0.6995,-0.011,0.3159,0.0193,0.067,0.4485,0.9286,0.3891,0.2322,0.2043,-0.1509,0.5553,0.381,0.9215,1.1023,0.9752,0.7648,1.6271,1.0289,-0.1111,-0.0826,0.1459,-0.284,0.002,0.1565,-0.0199,1.3553,0.2625,-0.0241,0.1506,0.002,0.3424,0.5292,0.783,1.4931,0.919,0.947,1.3763,0.6648,0.6719,1.6087,-0.0063,0.4673,0.8389,0.1442,0.0743,-0.1877,0.6278,-0.2734,0.8081,0.6237,-0.002,0.7403,1.4417,0.0893,0.5732,0.0731,0.2141,Control
Utah__B01,0.7023,-0.1101,1.1875,1.3586,0.7071,0.4353,0.3518,-0.081,1.14,-0.1061,1.305,0.1805,0.9062,-0.3766,1.4047,-0.4359,0.0934,0.2751,0.2015,0.1712,1.7251,-0.3045,0.0146,0.3916,0.6181,0.2705,1.0235,-0.3122,0.0742,0.004,-0.2325,1.5002,0.1032,0.1821,-0.2714,-0.2677,-0.588,-0.0846,0.6467,1.4727,1.8488,0.1146,0.1725,2.1328,1.2711,-0.0416,-0.1119,0.4701,1.2431,2.4128,0.0829,-0.2119,1.0941,-0.3013,0.1333,-0.0468,2.5637,-0.0444,3.5169,-0.0442,0.082,2.5013,1.0495,-0.1534,0.903,-0.179,0.067,0.4774,0.1576,-0.2019,0.8773,0.2484,0.314,1.7935,0.9815,1.2483,-0.028,0.4744,0.0192,0.055,0.2368,1.0881,0.3134,0.2867,0.4512,-0.1081,0.7527,0.3681,1.4577,1.3226,1.056,1.0757,1.9184,1.5918,-0.161,-0.1707,0.1852,-0.2378,-0.2751,0.1434,-0.2624,1.5206,0.5709,-0.1197,0.0751,-0.198,0.4362,0.9141,1.2709,2.2112,1.9036,1.228,1.7764,0.9454,1.1633,1.9583,-0.09,0.8065,1.264,0.0365,0.0047,-0.2396,1.4565,-0.4583,1.2405,1.0112,-0.002,1.0797,1.0573,0.5217,1.0777,0.0402,0.3175,Control
Utah__B02,0.5192,0.1277,1.4298,1.8233,0.9288,0.3038,0.2966,-0.0966,1.118,-0.013,1.342,0.1719,1.2576,0.0105,1.9538,-0.0856,0.089,0.1859,0.143,0.1331,1.784,-0.0181,0.2525,0.6693,0.8367,0.5056,1.3879,-0.0665,-0.1096,-0.0697,-0.0762,1.6034,-0.0781,0.3699,-0.1069,-0.1136,-0.3223,-0.0179,0.5761,1.6643,1.7665,-0.1293,0.8176,2.3156,1.4757,-0.0695,-0.0373,0.2717,1.9001,2.6486,0.0143,-0.1484,1.0566,-0.0576,0.0294,0.1005,2.2677,0.0905,3.8379,-0.1335,0.0766,2.9919,1.1128,0.0901,0.8355,-5e-04,-0.1004,0.9431,0.1246,-0.0658,0.9273,0.2612,0.4224,1.861,0.9702,1.7178,-0.0075,0.4937,-0.082,-0.0502,0.3486,1.1427,0.6066,0.0383,0.6996,-0.0851,0.6864,0.7108,1.4219,1.4237,1.3957,1.3587,2.0553,1.7587,0.2193,-0.1419,0.0442,-0.1584,-0.063,0.044,-0.1652,1.9574,0.4835,-0.0751,-0.0123,0.1092,0.4267,0.8807,1.2116,2.5759,2.2355,1.4313,1.8778,1.1624,1.2628,2.5226,-0.0747,1.2025,1.3266,-0.0457,0.1269,-0.1187,1.1941,0.0264,1.2966,0.9559,0.2067,1.3204,1.5479,1.0861,0.9651,-0.0653,0.3267,Control
Utah__B03,0.6398,-0.057,1.331,1.5238,0.7987,0.312,0.5458,-0.0991,1.1969,-0.0082,1.3124,0.0866,1.072,-0.1124,1.6821,-0.1194,-0.0099,0.2594,0.1326,0.0938,1.7618,-0.1091,0.2116,0.5703,0.6643,0.4438,1.1755,-0.0559,-0.1928,-0.0745,-0.0708,1.5674,-0.0258,0.2827,-0.1371,-0.0523,-0.4006,-0.0143,0.589,1.5954,1.7744,-0.1293,0.7522,2.3143,1.3652,-0.169,-0.0067,0.3838,1.7664,2.5241,-0.0388,-0.2217,1.0492,-0.1054,0.0908,-0.042,2.1162,0.035,3.76,-0.1577,0.0824,2.8729,1.1427,0.0753,0.8381,-0.0955,-0.1084,0.8125,0.1979,-0.1144,0.9069,0.3038,0.4072,1.8576,1.0222,1.4462,-0.0771,0.2685,-0.0346,-0.0293,0.0948,1.0069,0.5627,0.1793,0.5771,-0.0221,0.6091,0.5779,1.5109,1.3201,1.3929,1.1338,1.9803,1.9459,0.104,-0.1426,0.0764,-0.2189,-0.1405,0.0571,0.1103,1.7834,0.5476,-0.0766,0.0385,0.0353,0.3893,0.9276,1.2222,2.399,1.9517,1.3534,1.9073,1.0886,1.2554,2.2404,-0.1153,1.0036,1.3498,-0.0872,0.1189,-0.2271,1.3531,-0.1104,1.2845,1.108,0.1627,1.3125,1.2524,0.961,1.0383,-0.047,0.3682,BRCACancer
Utah__B04,1.008,0.0379,1.2259,1.2781,0.7838,0.158,0.7886,-0.1578,0.9773,-0.029,1.5339,0.1265,0.8639,-0.1483,1.6702,-0.174,0.3406,0.6939,0.2445,0.2145,1.9323,-0.1773,0.2261,0.5203,0.647,0.3329,1.4169,-0.0808,-0.161,-0.0162,-0.1179,1.6385,-0.0761,0.2921,-0.1614,-0.1063,-0.3814,0.0739,0.7568,1.2505,1.951,-0.2235,0.8273,1.7134,1.2646,-0.1997,-0.125,0.2381,1.8806,2.1272,-0.0657,-0.1591,0.9544,-0.0785,0.0484,-0.0135,2.3045,0.0022,3.3031,0.0349,0.0383,2.6353,1.1807,0.0212,0.5403,-0.0666,-0.0411,0.8185,0.3625,-0.0496,0.7839,0.6364,0.2921,2.1389,1.3224,1.2697,-0.0111,0.4966,0.0731,-0.0651,0.4595,0.9881,0.2068,0.0958,0.5789,-0.2135,0.3659,0.5393,1.5671,1.5308,1.2619,1.2611,1.9926,1.5967,0.1145,-0.122,0.1951,-0.2017,-0.1367,0.1418,0.3674,1.5984,0.6444,-0.0229,0.0982,0.0221,0.6671,1.4335,1.2706,2.4126,1.8529,1.332,1.9765,1.0415,1.3129,1.9882,-0.0726,0.9559,1.3057,0.0092,0.1694,-0.139,1.7683,-0.1528,1.5356,1.6246,0.1256,1.2719,1.3658,0.2495,1.2044,-0.0837,0.5222,BRCACancer
Utah__B05,0.537,0.0811,0.9751,1.3241,0.7153,0.2296,0.3024,-0.071,0.9108,-0.0569,1.3523,0.1896,1.0877,-0.1907,1.0727,-0.284,0.0354,0.2505,0.232,0.1846,1.773,-0.067,0.1963,0.443,0.7198,0.5217,1.2177,-0.1281,-0.2309,-0.0408,-0.0354,1.4949,0.0089,0.2352,-0.3718,-0.237,-0.4515,-0.0274,0.7242,1.3489,1.7525,-0.175,0.2616,2.0152,1.2345,-0.308,-0.0229,0.2634,2.4666,2.4895,0.066,-0.1406,0.7707,-0.0562,0.1113,-0.0427,1.4916,-0.0976,3.1824,0.0064,0.1435,2.7842,1.0692,-0.0231,0.5949,0.0053,0.0574,0.8191,0.4535,-0.1091,0.6422,0.1919,0.3741,1.7979,0.8028,1.2166,-0.1319,0.2992,-0.101,0.0107,0.3048,0.857,0.388,0.0193,0.4623,-0.215,0.3982,0.4595,1.1566,1.1614,0.9147,0.9971,2.133,1.6704,0.0153,-0.0965,0.1621,-0.2679,-0.1183,0.0397,-0.0036,1.8115,0.3925,-0.0387,0.1062,0.0472,0.3295,0.7814,1.2163,2.1061,1.87,1.2394,1.5944,0.9612,0.9651,2.1262,-0.0405,0.818,1.2102,0.0591,0.1142,-0.0954,1.1001,-0.0557,1.3231,0.9612,0.0621,1.1298,1.553,0.2551,0.9,-0.028,0.3247,BRCACancer
Utah__B06,0.4838,-0.1069,0.9693,1.2109,0.5856,0.3083,0.4265,-0.047,0.8404,-0.1381,0.9722,0.0153,0.6138,-0.362,1.6442,-0.5007,0.1505,-0.041,0.2347,0.2202,1.3562,-0.3472,-0.0961,0.1783,0.3886,0.0892,0.8211,-0.3795,-0.313,0.0249,-0.283,1.1292,0.1893,0.1251,-0.0517,-0.0658,-0.5109,0.0519,0.5198,1.0713,1.3374,0.004,0.406,1.7597,1.0215,-0.0586,-0.1044,0.2512,1.0908,1.9626,-0.0807,-0.0506,0.7928,0.1038,0.2045,-0.0236,1.7689,-0.1359,3.3383,-0.1962,0.1087,2.4968,0.8138,-0.1659,0.5261,-0.1578,0.134,0.3088,0.1466,-0.045,0.6167,0.1976,0.1397,1.4884,0.7458,0.8149,0.0143,0.2387,-0.148,0.1113,0.1736,0.6699,-0.1866,0.4363,0.2127,0.0993,0.64,0.1352,1.1199,1.072,0.8638,0.73,1.4956,1.4068,-0.3234,-0.1389,0.142,-0.2214,-0.3318,0.1847,0.1339,1.2967,0.4255,-0.0798,0.0629,-0.2305,0.3837,0.7812,1.0038,2.2475,1.7384,1.0958,1.5896,0.6954,0.8266,1.8997,-0.1711,0.6873,1.0054,0.0045,0.0727,-0.303,1.0636,-0.7027,0.8181,0.8814,-0.2194,0.7991,0.7824,-0.0019,0.8356,0.0576,0.3351,BRCACancer
Utah__B07,0.6255,0.1664,1.5289,1.8386,1.0086,0.3817,1.0119,-0.0941,1.4059,0.0198,1.4398,0.2475,1.2417,-0.1355,2.0311,-0.1111,0.011,0.222,0.2718,0.105,1.9229,-0.0022,0.269,0.6313,0.7869,0.564,1.475,-0.1172,-0.1703,-0.0259,-0.1149,1.6266,-0.0107,0.3207,-0.2179,-0.0758,-0.4244,0.0466,0.5295,1.744,1.8239,0.0935,1.3816,2.2236,1.4838,-0.1068,0.0163,0.4286,1.7353,2.6991,-0.0906,-0.021,1.1907,-0.0648,0.2657,-0.0061,2.1277,0.1117,3.5653,-0.0862,0.0214,2.9671,1.1373,0.1008,0.8333,0.0253,-0.051,1.0131,0.1947,-0.1525,0.865,0.3884,0.4344,1.8836,1.1777,1.5622,-0.0059,0.5447,-0.1718,-0.0466,0.4355,1.1266,0.3652,0.0155,0.7012,-0.1645,0.498,0.6938,1.5493,1.4722,1.7365,1.3599,2.0668,1.5879,0.1999,-0.1324,0.1515,-0.1521,-0.1408,0.1012,-0.2059,1.8171,0.4486,-0.0058,0.0501,0.1043,0.5053,1.1751,1.3281,2.7103,2.3682,1.4368,2.1552,1.152,1.3701,2.4327,-0.0681,1.1969,1.4596,0.0346,0.2103,-0.0731,1.378,-0.0162,1.4135,1.1656,0.3239,1.3128,1.4284,0.4935,1.1775,-0.0605,0.4642,BRCACancer
Utah__B08,0.3527,0.1275,1.2054,1.4127,0.6188,0.0242,0.8476,-0.0667,1.3191,0.0724,1.2348,0.0702,1.3341,-0.0939,1.7697,0.0066,-0.0167,0.3511,0.0454,0.1127,1.6835,-0.1124,0.473,0.6407,0.7274,0.4067,1.206,-0.0301,-0.1572,-0.073,-0.0295,1.6339,-0.0684,0.3359,-0.0789,-0.1563,-0.2665,0.0445,0.6924,1.7463,1.6208,-0.1354,0.8476,2.0001,1.576,-0.217,-0.0153,0.4204,1.9743,2.3121,-0.1067,-0.0275,0.9619,-0.0493,0.0103,0.0749,1.7969,0.0419,3.4758,-0.0296,0.0231,2.6597,1.1417,0.1659,0.5664,-0.0542,-0.0531,0.7778,0.1734,-0.1818,1.098,0.078,0.3231,1.5898,0.9417,1.4211,-0.1327,0.4963,-0.0369,-0.0761,0.6294,1.1628,0.4486,-0.0337,0.5761,-0.0313,0.7325,0.7884,1.3231,1.6166,1.4822,1.0708,1.8123,1.1769,0.1944,-0.1166,0.0156,-0.1497,-0.1012,0.0749,0.1652,1.909,0.4422,-0.0815,0.0337,0.2294,0.5211,0.7597,1.3019,1.6236,1.9673,1.2927,1.4501,1.0455,1.2143,2.3995,-0.1117,1.0555,1.4213,-0.0856,0.0576,-0.1424,1.1084,0.0091,1.4213,0.6691,0.3182,1.2862,1.4652,0.5047,0.9479,-0.0747,0.2106,Control
Utah__B09,1.0255,-0.0388,0.8587,1.2139,0.6371,0.1424,0.6624,-0.1272,0.6966,-0.006,1.42,0.1496,0.746,-0.0675,1.3508,-0.143,-0.0545,0.3495,0.1159,0.0577,1.8933,-0.1107,0.2735,0.4608,0.642,0.5136,1.4013,-0.0669,-0.0365,-0.0584,-0.1237,1.6507,-0.0166,0.2686,-0.111,0.0636,-0.2469,-0.1112,0.6804,1.0526,2.0207,-0.2734,0.547,1.5016,1.1099,-0.0718,-0.1209,0.5005,1.9749,2.1479,-0.1092,-0.3103,1.1004,-0.1888,0.0326,-0.0041,1.9802,-0.1346,2.9638,-0.1584,-0.1715,2.6913,1.0688,0.0938,0.7419,-0.0332,-0.0622,0.5853,0.3882,-0.0444,0.433,0.4996,0.3916,2.0995,1.1346,0.9824,-0.0203,0.3825,-0.1578,-0.0605,0.6097,0.7963,0.2328,0.0115,0.5392,-0.0402,0.3527,0.4813,1.3758,1.4133,1.1205,1.0565,1.6995,1.5101,0.144,-0.1266,0.2034,-0.1881,-0.1243,0.0603,-0.3083,1.4837,0.7251,-0.0826,0.088,0.1065,0.6229,1.2186,1.2673,2.0819,1.7788,1.274,1.894,0.8033,1.2176,1.781,-0.1305,0.8658,1.3416,-0.0101,0.109,-0.1205,1.6683,-0.0051,1.3982,1.4484,0.3584,1.2258,1.0566,0.622,0.9894,-0.0854,0.4433,Control
Utah__B10,0.7207,-0.0622,1.0853,1.1862,0.611,0.0918,0.7111,-0.0507,0.81,-0.0493,1.2259,0.1489,0.733,-0.1236,1.3552,-0.0444,-0.0319,0.2935,0.0581,0.1458,1.7331,-0.0936,0.1622,0.3842,0.5007,0.3318,1.1319,-0.0824,-0.2187,-0.0646,-0.0879,1.509,0.0098,0.1935,-0.0631,-0.0511,-0.201,-0.1215,0.5733,1.1864,1.7673,-0.1868,0.6708,1.828,0.9769,-0.0927,-0.0648,0.4129,2.1469,2.2544,0.0331,-0.3158,0.7264,0.0168,-0.0166,0.0115,1.9754,-0.0314,3.6368,-0.123,-0.0462,2.6138,0.8922,0.0499,0.3359,-0.1447,0.0159,0.5201,0.3333,-0.028,0.6097,0.425,0.3128,2.0355,1.0493,0.9076,-0.0411,0.2733,-0.1248,0.0055,0.2831,0.818,0.2777,-0.0131,0.475,-0.2154,0.3226,0.4349,1.4219,1.3009,1.2461,1.0549,1.9994,1.4831,0.0571,-0.095,0.0804,-0.1118,-0.0652,0.0361,0.1672,1.5573,0.4014,-0.0534,0.0464,0.0549,0.4094,1.0541,1.1165,2.1333,1.7903,1.1627,1.9276,0.8051,1.0332,1.8918,-0.1025,0.7387,1.0791,-0.0832,0.1161,-0.1261,1.5076,-0.2181,1.2428,1.2803,0.2,1.1153,1.263,0.3887,0.9044,-0.0503,0.5705,Control
Utah__B11,0.4927,0.1366,1.1099,1.192,0.7408,0.1051,0.9204,-0.0612,1.1243,0.0253,1.3433,0.1985,1.3061,-0.1832,1.8224,-0.1317,0.0954,0.2869,0.0878,0.1833,1.8454,0.0335,0.3362,0.4632,0.7053,0.3214,1.1918,-0.0887,-0.1346,-0.0621,0.0361,1.7392,-0.0852,0.2549,-0.0862,-0.1495,-0.2433,-0.0785,0.6849,1.4729,1.5625,-0.0097,0.4263,1.9411,1.3996,-0.2355,0.0217,0.2745,1.7533,2.3096,-0.0929,-0.1722,0.7674,-0.0801,-0.092,-0.0553,1.763,-0.0453,2.9782,-0.1051,0.1011,2.3218,1.031,0.1066,0.4256,-0.0512,0.0446,0.5182,0.2584,-0.1432,1.0413,0.3772,0.3484,1.7208,1.078,1.2346,-0.0383,0.4517,-0.0477,-0.0513,0.9407,1.0313,0.3737,-0.0516,0.5577,-0.1223,0.4804,0.5988,1.3896,1.4039,1.2124,1.0719,1.9301,1.2771,0.1549,-0.1353,0.044,-0.0732,-0.0904,0.115,0.1,1.6761,0.4082,-0.0581,0.0283,0.1078,0.4216,0.949,1.2658,2.019,1.9373,1.2351,1.4048,0.9661,1.0197,2.1228,-0.0972,0.8685,1.2405,-0.0515,0.1512,-0.0336,1.2476,-0.0965,1.5054,0.8272,0.1508,1.1196,1.6709,0.6869,0.9141,-0.0049,0.4763,Control
Utah__B12,0.8104,-0.0098,0.5617,1.0542,0.5192,0.1956,0.583,-0.0719,0.4126,-0.0213,1.2857,0.0798,0.6478,-0.1919,1.536,-0.1622,-0.0619,0.2677,0.0227,0.0563,1.5964,-0.0692,0.2137,0.3769,0.5241,0.2771,1.0066,-0.1179,-0.0877,-0.0862,-0.0257,1.3322,-0.0504,0.1997,-0.0265,-0.2589,-0.1103,-0.0079,0.5872,0.6977,1.576,-0.0369,0.0275,1.0953,0.9395,-0.1321,-0.0097,0.2548,1.3092,1.4748,-0.1087,-0.2783,1.0301,-0.0586,-0.1347,-0.0015,2.0786,-0.1429,3.652,-0.0252,-0.1306,2.2896,0.8435,0.068,0.6957,-0.169,0.0957,0.3061,0.2102,-0.1681,0.5287,0.3834,0.3696,1.898,0.9426,0.7889,-0.0348,0.1921,0.022,-0.0288,0.2525,0.7445,0.1025,0.119,0.3108,-0.1244,0.2324,0.4005,1.1323,1.1321,0.9337,1.0143,1.2838,1.1896,0.0881,-0.1064,-0.0056,-0.0733,-0.0527,0.0264,-0.0799,1.47,0.3673,-0.0027,0.0814,0.0587,0.3517,1.0091,0.8422,1.9946,1.5771,1.0415,1.5047,0.7664,1.0407,1.8557,-0.0546,0.8181,0.9848,0.0304,0.0081,-0.1944,1.4087,-0.2029,1.1468,1.0584,-0.0743,1.0615,1.1349,0.1514,0.9618,-0.0292,0.5316,Control
Utah__C01,0.5244,0.0234,1.2122,1.6811,0.8161,0.1466,0.9277,-0.0349,1.128,-0.0043,1.5436,0.1645,1.5619,-0.1592,2.1196,-0.1723,-0.028,0.4784,0.2179,0.2273,2.0796,0.0128,0.2718,0.6952,0.8207,0.4302,1.7372,-0.1277,-0.1802,-0.0485,-0.1924,1.7966,-0.0505,0.4303,-0.2358,-0.1417,-0.4084,-0.0339,0.7371,1.5149,2.0535,-0.1061,0.7637,1.9432,1.483,-0.1417,-0.0297,0.2919,2.6147,2.3464,-0.1121,-0.107,1.0739,0.0249,0.0836,0.097,1.7805,-0.0263,2.9874,-0.0347,0.1967,2.9576,1.3568,0.1587,0.7892,-0.0373,-0.0625,0.9279,0.304,-0.1597,1.02,0.3459,0.4546,1.8655,1.2478,1.5326,-0.0375,0.4145,-0.0129,-0.0812,0.5534,0.9109,0.3607,0.0179,0.8372,-0.1329,0.5552,0.7713,1.3372,1.393,1.4528,1.334,2.0178,1.2928,0.2341,-0.1439,0.18,-0.3027,-0.1015,0.091,-0.186,2.0321,0.484,-0.0684,0.0668,0.0762,0.6658,1.0332,1.3664,1.9997,2.3007,1.4279,1.5462,1.2149,1.2256,2.4465,-0.0229,1.3886,1.3382,0.0578,0.1324,-0.0675,1.5321,-0.1358,1.5432,0.9836,0.1675,1.2475,1.6984,0.5907,1.0407,-0.0535,0.39,BRCACancer
Utah__C02,0.499,0.2206,1.2645,1.6301,0.775,0.0156,1.2059,-0.0628,1.0396,0.0183,1.2473,0.2349,1.4737,-0.0533,2.0821,-0.129,0.1359,0.1479,0.2218,0.1125,1.6719,0.1595,0.3733,0.7123,0.8006,0.4984,1.6205,-0.0984,-0.2353,-0.0456,-0.0895,1.5019,-0.0481,0.3256,-0.1533,-0.238,-0.3095,-0.0644,0.6234,1.5467,1.5904,-0.0736,0.6235,1.945,1.2321,-0.2552,-0.002,0.3256,2.7412,2.5313,-0.1323,-0.1012,1.1196,-0.0794,0.1376,0.1439,1.8858,-0.0156,3.8988,0.0953,0.0997,2.8297,0.9584,0.1667,0.8359,0.0295,0.0014,0.8228,0.3231,-0.0356,0.9251,0.233,0.4025,1.9093,0.8611,1.5906,0.0437,0.4775,-0.178,-0.0119,0.9206,1.3049,0.3077,0.008,0.8034,-0.1402,0.5938,0.7322,1.3839,1.4194,1.7396,1.3959,1.9151,1.3266,0.2982,-0.0516,0.073,-0.2133,-0.1354,0.074,-0.0619,1.9521,0.3728,-0.0156,0.0915,0.1977,0.4854,0.9069,1.1897,2.081,1.8572,1.2517,1.7056,1.1704,1.1904,2.3893,-0.0566,1.2436,1.2963,0.0163,0.1497,-0.0925,0.9912,0.1444,1.2712,0.8749,0.3201,1.2591,1.8054,0.6095,0.8179,0.0221,0.3898,BRCACancer
Utah__C03,0.4905,0.1263,1.2229,2.0376,1.0567,0.2057,1.3737,-0.0148,1.2142,-0.0095,1.5083,0.2133,1.5319,-0.0842,1.9764,-0.0171,-0.0631,0.3252,0.2236,0.0874,1.9159,0.0299,0.3869,0.9317,0.9966,0.6326,1.9703,-0.036,-0.1661,-0.0554,-0.0875,1.5147,-0.0584,0.4339,-0.2435,-0.2698,-0.1778,-0.0379,0.5464,1.4391,1.8437,-0.2707,1.3299,1.9476,1.336,-0.1561,-0.0207,0.3149,2.4364,2.7379,-0.0945,-0.0701,1.1962,-0.0174,0.3693,0.0437,1.8838,0.107,3.3019,-0.04,0.063,3.1464,1.0969,0.2215,1.104,0.1194,-0.0369,1.1649,0.268,-0.0996,0.8368,0.3327,0.543,1.8951,1.1874,1.9277,-0.0575,0.3444,-0.0882,-0.0723,0.7943,1.1726,0.4965,-0.0707,0.9689,-0.1502,0.5862,0.8555,1.4737,1.33,2.0071,1.4918,2.1142,1.2561,0.4421,-0.0533,0.1027,-0.2854,-0.0316,0.1259,-0.1609,2.0526,0.4522,-0.0575,0.0088,0.1281,0.6208,1.1291,1.3069,2.4788,2.3701,1.4231,1.9451,1.349,1.2795,2.5792,-0.0457,1.4793,1.3201,0.0391,0.2831,-0.0657,1.1904,0.2059,1.3958,0.9994,0.4307,1.5157,1.9184,0.7223,0.9275,-0.0493,0.4787,BRCACancer
