@relation data

@attribute id string
@attribute 259307 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 5053 numeric
@attribute 6898 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__I12,-0.1017,0.4604,0.4475,-0.0892,-0.0802,Control
Utah__I13,0.0648,0.417,0.3948,-0.0575,-0.0391,Control
Utah__J01,0.0396,0.2849,0.3779,-0.0341,0.0381,Control
Utah__J02,0.1325,0.342,0.3097,-0.0613,0.0246,Control
Utah__J03,0.1389,0.6029,0.5724,-0.064,-0.0307,Control
Utah__J04,0.0448,0.4014,0.3692,-0.0617,-5e-04,Control
Utah__J05,0.0385,0.3626,0.2574,-0.1288,-0.1231,Control
Utah__J06,-0.0447,0.32,0.2424,-0.0685,-0.1256,Control
Utah__J07,0.1831,0.4459,0.5465,-0.0857,-0.0194,Control
Utah__J08,0.0904,0.3786,0.3086,-0.087,-0.0476,Control
Utah__J09,-0.1345,0.2726,0.229,-0.1092,-0.0298,Control
Utah__J10,-0.0144,0.4465,0.4371,-0.1076,-0.0934,Control
Utah__J11,0.074,0.4019,0.3845,-0.0582,-0.038,Control
Utah__J12,0.0096,0.3621,0.3149,-0.044,-0.0036,Control
Utah__K01,0.135,0.4952,0.4182,-0.113,-0.0548,BRCACancer
Utah__K02,0.1036,0.4302,0.4469,-0.0796,-0.0331,BRCACancer
Utah__K03,-0.0321,0.4472,0.4494,-0.0279,-0.0887,BRCACancer
Utah__K04,0.1026,0.4646,0.4789,-0.0806,-0.0313,BRCACancer
Utah__K05,0.1384,0.3963,0.4402,-0.1113,-0.0299,Control
Ontario__AA3226,0.1344,0.3334,0.3386,-0.0958,-0.0516,Control
Ontario__AB3227,0.0556,0.4162,0.3647,-0.0671,-0.0289,Control
Ontario__AC3228,0.031,0.2296,0.2856,-0.1701,-0.0831,Control
Ontario__AD3231,-0.0042,0.2592,0.374,-0.1147,-0.1474,Control
Ontario__AE1543,-0.0116,0.2337,0.3111,-0.031,-0.0386,Control
Ontario__AF3229,0.1845,0.2241,0.2945,-0.0512,-0.0196,Control
Ontario__AG3230,0.0378,0.4367,0.481,-0.0621,-0.0153,Control
Ontario__AH3232,0.1004,0.2027,0.3048,-0.0814,0.0162,Control
Ontario__AI3233,-0.0166,0.4872,0.5797,-0.0928,-0.0292,Control
Ontario__AJ3234,-0.0261,0.5218,0.5294,-0.0229,-0.0327,Control
Ontario__AK3235,-0.0744,0.2683,0.2768,-0.1096,-0.03,Control
Ontario__AL3236,-0.0352,0.2941,0.427,-0.0491,-0.0167,Control
Ontario__AM3237,-0.0413,0.4044,0.434,-0.0371,0.0323,Control
Ontario__AN757,0.0392,0.5075,0.3165,-0.1103,0.0466,Control
Ontario__C474,0.2791,0.3419,0.2585,-0.065,0.0059,Control
Ontario__D480,-0.0011,0.2851,0.3447,-0.0636,-0.056,Control
Ontario__E519,0.1831,0.5601,0.3976,-0.0172,0.0082,Control
Ontario__F548,-0.0134,0.3399,0.2369,-0.0596,-0.0474,Control
Ontario__G660,0.1599,0.3282,0.3196,-0.0863,-0.0305,Control
Ontario__H663,-0.089,0.5068,0.4944,-0.0616,0.0194,Control
Ontario__I782,-0.0703,0.4937,0.4003,-0.0532,-0.0299,Control
Ontario__J787,0.2323,0.5593,0.5285,-0.0874,-0.0378,Control
Ontario__K1162,0.0016,0.5334,0.4557,-0.092,-0.0807,BRCACancer
Ontario__L1176,-0.0182,0.3334,0.4293,-0.0546,-0.0731,BRCACancer
Ontario__M1263,-0.0775,0.4305,0.3779,-0.0483,-0.0819,BRCACancer
Ontario__P1075,0.1442,0.3127,0.2905,-0.0883,-0.0166,BRCACancer
Ontario__Q1080,0.0557,0.3237,0.2474,-0.0747,0.0186,BRCACancer
Ontario__R1104,-0.0177,0.5892,0.4757,-0.1014,-0.0313,BRCACancer
Ontario__S1133,0.3686,0.3367,0.1923,-0.0111,-0.043,BRCACancer
Ontario__T1463,-0.0544,0.4307,0.523,-0.046,-0.1039,BRCACancer
Ontario__U2017,0.0072,0.3592,0.4912,-0.0729,-0.0445,BRCACancer
Ontario__V432,0.2855,0.4436,0.2621,0.0562,-0.0472,BRCACancer
Ontario__W433,0.0448,0.4829,0.4262,-0.0276,-0.0383,BRCACancer
Ontario__X524,0.1968,0.36,0.4295,-0.066,0.003,BRCACancer
Ontario__Y546,-0.0038,0.3203,0.2824,-0.1239,0.0217,BRCACancer
Ontario__Z3225,-0.0578,0.6087,0.4947,-0.0603,-0.0414,Control
