@relation data

@attribute id string
@attribute 29968 numeric
@attribute 316 numeric
@attribute 55163 numeric
@attribute 57026 numeric
@attribute 8566 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__I10,0.1825,-0.1016,1.0815,-0.0178,1.0026,Control
Utah__I11,0.0294,-0.0243,0.3019,-0.2158,0.4936,Control
Utah__I12,0.2364,-0.0626,0.7123,-0.2749,0.7438,Control
Utah__I13,0.1145,-0.0514,0.6928,0.0552,0.8125,Control
Utah__J01,0.0412,-0.0449,0.4173,0.125,0.7967,Control
Utah__J02,0.1301,-0.0726,0.6001,0.0792,0.7188,Control
Utah__J03,0.1196,-0.0766,1.0362,0.0064,0.8023,Control
Utah__J04,0.1313,-0.0952,0.8976,0.0183,0.8,Control
Utah__J05,0.176,-0.07,0.522,-0.4577,0.8074,Control
Utah__J06,0.1947,-6e-04,0.4467,-0.5079,0.6877,Control
Utah__J07,0.1218,-0.0548,1.0998,0.086,0.9803,Control
Utah__J08,0.1452,-0.0415,0.6946,-0.3846,0.8568,Control
Utah__J09,0.2233,-0.0499,0.3463,-0.3707,0.5698,Control
Utah__J10,0.2214,-0.0836,0.7957,-0.0752,0.738,Control
Utah__J11,0.1313,-0.088,0.5108,-0.0261,0.7273,Control
Utah__J12,0.3265,-0.0807,0.3525,-0.2901,0.55,Control
Utah__K01,0.0014,-0.0652,1.1235,0.0278,1.1242,BRCACancer
Utah__K02,0.1359,-0.0639,1.0583,-0.0177,0.9723,BRCACancer
Utah__K03,0.1836,-0.0943,0.5648,-0.4132,0.7329,BRCACancer
Utah__K04,0.2029,-0.105,0.8609,0.0285,0.8504,BRCACancer
Utah__K05,0.0818,-0.1229,0.6222,0.1259,0.7109,Control
Ontario__AA_RR-849,0.114,-0.04,0.493,-0.0494,0.7719,BRCACancer
Ontario__AE_RR-3300,0.0865,-0.0665,0.3901,-0.3579,0.7146,Control
Ontario__AF_RR-3276,0.3936,-0.131,1.0861,-0.2012,1.0247,Control
Ontario__AG_RR-3298,0.0772,-0.0561,0.4413,-0.0386,0.7608,Control
Ontario__AH_RR-3295,0.1409,-0.0751,0.5625,-0.4079,0.6707,Control
Ontario__AI_RR-3291,0.076,-0.0712,0.8117,-0.2618,0.7604,Control
Ontario__AJ_RR-3296,0.0977,-0.0687,0.5266,-0.0042,0.6055,Control
Ontario__AM_RR-1949,0.1148,-0.0768,0.4099,0.0314,0.6647,Control
Ontario__AN_RR-3297,0.0906,-0.0973,0.5678,0,0.7778,Control
Ontario__AO_RR-3288,0.1169,-0.0897,0.7463,-0.2729,0.9274,Control
Ontario__AP_RR-3280,0.0716,-0.049,0.292,-0.2991,1.1371,Control
Ontario__AR_RR-3278,0.1188,-0.0182,0.8123,-0.2832,0.9047,Control
Ontario__AS_RR-3277,0.0945,-0.0404,0.3718,-0.0887,0.6539,Control
Ontario__A_RR96-12,0.1603,-0.0895,0.8542,-0.0223,0.8327,BRCACancer
Ontario__B_RR-1519,0.4065,-0.1077,1.2245,0.0355,0.9993,BRCACancer
Ontario__C_RR-3293,0.3929,-0.0501,1.3759,0.257,0.9162,BRCACancer
Ontario__D_RR-3301,0.0804,-0.0701,0.6426,-0.0327,0.8301,BRCACancer
Ontario__E_RR-2070,0.123,-0.0743,0.9007,0.0474,1.1094,BRCACancer
Ontario__J_RR-1226,0.0284,-0.0728,0.3031,-0.3314,0.5609,BRCACancer
Ontario__K_RR-3290,0.0977,-0.0804,0.8999,0.0272,0.8556,Control
Ontario__L_RR-3286,0.0805,-0.0132,0.9124,-0.3598,0.9221,Control
Ontario__N_RR-3294,0.1111,-0.0657,0.5126,-0.2239,0.7214,Control
Ontario__O_RR-3285,0.0949,-0.0527,0.4228,-0.2709,0.7546,Control
Ontario__P_RR-3274,0.0984,-0.0485,0.6314,-0.347,0.6783,Control
Ontario__Q_RR-3283,0.0476,-0.0695,0.8107,-0.1294,0.9648,Control
Ontario__RR-3275,0.0623,-0.0984,0.4457,-0.1926,0.719,Control
Ontario__RR-3281,0.1292,-0.0788,0.2971,-0.4296,0.5289,Control
Ontario__RR-3287,0.1028,-0.1576,0.5871,-0.1899,0.714,BRCACancer
Ontario__RR-3289,0.0856,-0.027,0.7694,0.0084,0.8089,Control
Ontario__RR-3299,0.0541,-0.0583,0.5954,-0.2874,0.4383,BRCACancer
Ontario__T_RR-3292,0.1035,-0.0811,0.497,-0.3072,0.7995,Control
Ontario__U_RR-2236,0.0722,-0.0322,0.9732,0.1564,1.2301,BRCACancer
Ontario__V_RR-1455,0.5488,-0.0865,1.4913,0.3162,1.2554,BRCACancer
Ontario__W_RR-922,0.0623,-1e-04,0.7874,0.1391,0.8502,BRCACancer
Ontario__X_RR-1083,0.0869,-0.0649,0.5548,0.0925,0.74,BRCACancer
Ontario__Y_RR-841,0.0673,-0.0647,0.3105,-0.4239,0.5428,BRCACancer
Ontario__Z_RR-778,0.0819,-0.0778,0.4755,0.0737,0.7469,BRCACancer
