@relation data

@attribute id string
@attribute 1001 numeric
@attribute 10053 numeric
@attribute 10205 numeric
@attribute 10207 numeric
@attribute 1040 numeric
@attribute 10653 numeric
@attribute 11030 numeric
@attribute 11227 numeric
@attribute 114569 numeric
@attribute 118429 numeric
@attribute 118932 numeric
@attribute 120224 numeric
@attribute 123036 numeric
@attribute 126695 numeric
@attribute 128077 numeric
@attribute 128218 numeric
@attribute 1364 numeric
@attribute 1366 numeric
@attribute 143098 numeric
@attribute 147700 numeric
@attribute 147798 numeric
@attribute 152002 numeric
@attribute 161291 numeric
@attribute 1832 numeric
@attribute 200634 numeric
@attribute 2041 numeric
@attribute 2065 numeric
@attribute 2125 numeric
@attribute 2335 numeric
@attribute 2591 numeric
@attribute 25987 numeric
@attribute 266977 numeric
@attribute 26751 numeric
@attribute 27134 numeric
@attribute 27242 numeric
@attribute 29841 numeric
@attribute 3176 numeric
@attribute 347735 numeric
@attribute 3694 numeric
@attribute 3880 numeric
@attribute 4070 numeric
@attribute 4072 numeric
@attribute 4313 numeric
@attribute 4582 numeric
@attribute 50848 numeric
@attribute 5349 numeric
@attribute 5468 numeric
@attribute 54836 numeric
@attribute 54845 numeric
@attribute 54961 numeric
@attribute 55040 numeric
@attribute 55615 numeric
@attribute 55620 numeric
@attribute 558 numeric
@attribute 5603 numeric
@attribute 5652 numeric
@attribute 57111 numeric
@attribute 57402 numeric
@attribute 57619 numeric
@attribute 57669 numeric
@attribute 59084 numeric
@attribute 6337 numeric
@attribute 64063 numeric
@attribute 6935 numeric
@attribute 7040 numeric
@attribute 7431 numeric
@attribute 79098 numeric
@attribute 79767 numeric
@attribute 79977 numeric
@attribute 83481 numeric
@attribute 84674 numeric
@attribute 8829 numeric
@attribute 92359 numeric
@attribute 9289 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A11,-0.0906,0.0284,0.4963,0.2023,-0.0832,0.532,-0.0951,-0.1417,-0.0755,1.1534,0.0688,0.1223,2.6134,0.115,0.8292,-0.0464,-0.2951,-0.0772,0.5896,-0.0208,0.0631,0.056,-0.0705,0.0744,0.0958,0.1942,-0.0864,-0.032,-0.012,0.5527,-0.2257,-0.0249,0.3466,0.1816,0.08,0.0074,0.539,0.2683,-0.0354,-0.1298,-0.1009,-0.1439,-0.1323,0.1408,0.9268,0.0746,0.0174,0.0548,-0.0653,0.0962,-0.1067,0.1951,-0.0908,-0.0116,0.8205,-0.0713,-0.0698,0.0769,-0.0276,0.2193,0.2759,-0.068,-0.1245,0.6957,2.0524,2.3257,-0.0942,0.097,-0.1497,0.1568,0.573,-0.0251,-0.0059,1.226,0.0683,Control
Utah__A12,-0.1116,-0.0307,0.2623,0.1757,-0.0723,0.2844,0.0012,0.0406,0.0974,1.0548,-0.0173,0.054,2.1391,0.2398,0.6838,0.112,-0.1271,-0.2139,0.3073,-0.1385,0.0076,0.1786,-0.2134,0.0558,0.0739,0.284,-0.0132,-0.0746,0.0641,0.3043,-0.1502,0.0466,0.3828,0.2394,0.0581,0.0859,0.4109,0.2984,0.0396,-0.1782,-0.127,-0.1294,-0.116,0.1592,1.2204,0.2568,0.1032,0.0839,-0.0772,-0.103,-0.1551,0.1672,0.0054,-0.1308,0.6982,-0.0907,0.0428,0.2996,0.0334,0.2157,0.1337,0.0112,-0.1988,0.2798,1.7473,1.8062,0.1433,-0.002,-0.0119,0.136,0.5279,-0.0955,-0.1078,0.7176,0.0047,Control
Utah__B01,-0.0995,-0.023,0.4107,0.4526,-0.1432,0.4,-0.0419,0.0195,-0.1028,1.2372,0.1001,0.4814,2.7886,0.1372,0.6356,-0.0553,-0.4526,-0.2814,0.8276,-0.2893,-0.1367,0.1252,-0.041,-0.0463,0.1446,0.2638,0.0712,-0.1642,-0.046,0.3646,-0.2125,-0.0131,0.6861,0.2033,0.0308,0.01,0.4676,0.1498,0.0063,-0.3408,-0.3017,-0.3113,-0.1563,0.0647,1.0295,0.1747,-0.0124,0.0995,-0.1551,-0.2123,-0.3576,0.0959,-0.0368,-0.0417,0.7305,-0.1644,0.0802,0.1453,-0.0382,0.27,-0.0343,0.0336,-0.3824,0.9333,1.6757,2.1452,0.0742,-0.1275,-0.0306,0.3426,0.5758,-0.0142,-0.4084,0.2846,-0.0333,Control
Utah__B02,-0.0432,0.0972,0.5602,0.305,-0.0526,0.5955,-0.0616,-0.1055,-0.0915,1.2715,0.231,0.1953,2.7666,0.3088,1.137,-0.057,-0.2296,-0.0523,0.6938,-0.0469,0.07,0.0924,0.0489,-0.091,0.204,0.3582,-0.0245,-0.0154,-0.0478,0.6223,-0.1242,-0.0466,0.6292,0.2806,0.1184,0.0565,0.5779,0.294,-0.0551,-0.1425,0.0677,-0.1002,-0.1482,0.065,1.2889,0.0705,0.0177,0.0859,-0.093,0.0632,-0.1146,0.2951,0.0634,0.112,1.0395,-0.0791,-0.0064,0.0886,-0.0524,0.2757,0.2979,-0.0407,-0.1037,0.6887,2.0639,2.4982,0.1177,0.1095,-0.1002,0.3541,0.8432,-0.0763,0.0237,1.1379,0.0063,Control
Utah__B03,-0.0728,-0.042,0.4797,0.3897,-0.0971,0.4584,-0.0549,-0.035,-0.0469,1.4278,0.2679,0.2667,2.7318,0.2333,0.9129,-0.0022,-0.3211,-0.2264,0.7348,-0.0606,-0.0324,0.0723,-0.0225,-0.1382,0.2174,0.2107,-0.0226,-0.0364,0.0844,0.589,-0.1967,-0.0338,0.6302,0.3041,0.087,-0.0082,0.5671,0.2088,-0.0246,-0.1341,-0.2085,-0.0889,-0.1082,0.0325,1.1045,0.1081,0.0143,0.1439,-0.1415,0.0326,-0.1913,0.2335,-0.045,0.0396,0.9334,-0.0671,0.0183,0.0246,-0.0557,0.2996,0.1313,-0.0923,-0.1444,0.7504,1.7886,2.4579,0.0391,0.0074,-0.1386,0.244,0.7756,-0.0348,0.0208,0.7843,0.042,BRCACancer
Utah__B04,-0.1838,0.0447,0.2693,0.3926,-0.0491,0.2243,-0.0843,-0.0543,-0.1268,1.6729,-0.0693,0.1084,2.6991,0.1973,0.7794,0.0032,-0.1297,-0.0955,0.8284,-0.062,0.0546,0.1286,-0.0988,-0.0327,0.1588,0.2355,-0.1066,-0.0305,-0.0342,0.6617,-0.1385,-0.1011,0.5724,0.2143,0.1059,0.0709,0.6683,0.1664,-0.0329,-0.1349,-0.0646,-0.0932,-0.1566,0.1393,0.9757,0.0033,0.0063,4e-04,-0.1041,0.022,-0.1621,0.1923,-0.064,-0.0147,0.8511,-0.1713,-0.0758,0.0903,-0.0521,0.2354,0.2499,-0.1467,-0.2244,0.8123,1.8958,1.9538,0.0272,0.0486,-0.1181,0.1182,0.6524,-0.0727,-0.0712,1.0493,-0.0584,BRCACancer
Utah__B05,-0.1672,-0.0468,0.1651,0.2335,-0.0997,0.288,-0.0396,0.0041,-0.1362,1.1331,0.0368,-0.0231,2.3039,0.2362,0.8137,0.0469,-0.0908,-0.2334,0.4368,-0.01,0.0336,0.1297,-0.0263,0.0587,0.1003,0.24,-0.0779,-0.0493,0.027,0.51,-0.1431,0.0188,0.4068,0.1443,0.3291,0.0597,0.3949,0.2329,-0.0252,-0.2047,-0.1072,-0.0941,-0.2752,0.2087,0.8182,0.1102,0.0496,0.0306,-0.0705,-0.0117,-0.1552,0.1978,-0.0939,0.0587,0.6559,-0.1413,0.0025,0.0954,-0.0137,0.1879,0.158,-0.1061,-0.1888,0.4624,2.1324,2.11,0.0985,-0.0119,-0.0784,0.1609,0.6132,-0.0088,-0.0806,1.0974,-0.013,BRCACancer
Utah__B06,-0.2263,-0.0945,0.374,0.2484,-0.1056,-0.0201,0.0167,0.0374,-0.1648,1.0985,-0.0788,0.1124,2.4484,0.1402,0.2555,-0.0366,-0.4885,-0.3496,0.6193,-0.2887,-0.1968,0.0371,-0.3071,-0.0623,0.0875,0.12,0.0903,-0.1989,0.0306,0.5248,-0.2229,0.1007,0.5093,0.0168,0.0359,0.0642,0.5554,0.1127,0.0848,-0.3979,-0.2624,-0.2896,-0.1341,-0.0073,0.9016,-0.106,0.144,0.0317,-0.0067,-0.17,-0.3665,-0.0735,-0.2741,-0.0922,0.4405,-0.1705,0.0144,0.2729,0.034,0.1468,-0.0178,-0.2937,-0.4,0.4693,1.4019,1.9608,0.0607,-0.1169,0.0209,-0.088,0.5503,-0.0242,-0.4291,0.4768,-0.0763,BRCACancer
Utah__B07,-0.1191,0.0504,0.5115,0.3672,-0.0263,0.5671,-0.0867,-0.0522,-0.0842,1.4294,0.3419,0.0453,2.8811,0.3065,1.0453,0.0524,-0.2939,-0.0904,0.6874,0.0051,0.1206,0.1589,-0.0079,-0.0739,0.2696,0.3223,-0.1045,0.0026,-0.0457,0.799,-0.1933,-0.0366,0.6254,0.3038,0.0429,-0.0342,0.6457,0.2466,-0.0268,-0.1931,-0.0569,-0.0995,-0.1459,0.0712,1.24,-0.0145,0.0139,0.0216,-0.1096,0.1202,-0.1188,0.2964,-0.0235,-0.0362,1.0919,-0.1349,-0.0295,2e-04,-0.0284,0.2734,0.3703,-0.1351,-0.1254,0.7519,2.1589,2.4525,0.0907,0.0758,-0.1174,0.2303,0.8566,-0.0866,-0.0372,1.216,-0.0861,BRCACancer
Utah__B08,-0.0431,0.3079,0.38,0.2168,-0.0652,0.9188,-0.0854,-0.0711,-0.0314,1.3287,0.1238,0.303,2.882,0.2339,0.9717,-0.0307,-0.1452,-0.0703,0.715,0.035,0.0754,0.0679,0.0607,-0.0202,0.1426,0.2992,-0.019,0.0239,-0.0402,0.4783,-0.0805,-0.0685,0.4277,0.2968,0.0026,-0.026,0.6587,0.289,-0.057,-0.0964,0.0151,-0.1,-0.1314,0.0325,1.4759,-0.0143,0.0552,0.1328,-0.1203,0.1413,-0.0047,0.2315,0.0373,0.1137,0.8346,-0.1143,-0.0898,-0.0197,-0.0459,0.1813,0.1229,-0.0388,-0.0818,0.5086,2.4005,2.5867,0.1338,0.1373,-0.1375,0.3429,0.9549,-0.0461,0.1899,0.8161,0.0117,Control
Utah__B09,-0.0565,0.1504,0.1157,0.3968,-0.1227,0.3206,-0.1122,-0.0452,-0.1621,1.4619,-0.0841,0.0022,2.8509,0.1367,0.5478,3e-04,-0.372,-0.1816,0.6826,-0.1325,0.0475,0.1083,-0.1145,0.0475,0.158,0.2346,-0.0533,-0.1404,-0.0625,0.5226,-0.1971,-0.0414,0.5039,0.1714,-0.029,-0.0656,0.4178,0.1244,-0.0857,-0.0726,-0.0905,-0.0898,-0.1598,0.0396,0.9007,0.1093,-0.0182,0.0576,-0.1806,0.0153,-0.1484,0.2877,-0.0511,-0.0254,0.7075,-0.1153,-0.181,-0.0097,-0.1099,0.1831,-0.0658,-0.0519,-0.1501,0.94,1.9835,1.8107,0.1106,0.0275,-0.1217,0.0818,0.3357,-0.1135,-0.0197,0.854,-0.0729,Control
Utah__B10,-0.0373,-0.0046,0.101,0.2715,-0.0172,0.2077,-0.0515,-0.0916,-0.1093,1.5182,0.0502,0.0388,2.7079,0.1809,0.8574,-0.0212,-0.4174,-0.1157,0.5477,-0.0387,-0.0037,0.1776,-0.116,-0.0199,0.0874,0.194,-0.0954,-0.1164,-0.0285,0.5061,-0.1037,-0.0441,0.4207,0.187,0.1075,0.0133,0.5523,0.1971,0.0179,-0.1653,-0.0112,-0.1008,-0.1606,0.1336,0.9056,0.1214,0.0507,-0.016,-0.1513,-0.0347,-0.1034,0.2791,-0.0676,-0.0596,0.7799,-0.1118,-0.0151,0.2531,-0.0423,0.1624,0.28,-0.0679,-0.0536,0.584,1.6909,1.8395,0.1102,-0.011,-0.1026,0.1766,0.4866,-0.0655,-0.0134,1.0356,0.0052,Control
Utah__B11,-0.0929,0.1201,0.3736,0.268,-0.0091,0.5907,-0.089,-0.0537,-0.1311,1.492,0.2102,0.0145,2.6923,0.1605,1.0353,-0.007,-0.249,-0.1489,0.6437,0.0327,0.1645,0.1526,-0.0082,-0.033,0.2725,0.2234,-0.0821,-0.0365,-0.0666,0.4483,-0.0977,-0.0496,0.3865,0.2133,0.0597,0.0498,0.6924,0.2804,-0.05,-0.0262,0.1479,-0.0621,-0.1475,0.1417,1.277,0.1512,0.0146,0.0318,-0.1075,0.1018,-0.1068,0.2066,0.053,-0.0203,0.6731,-0.0685,-0.067,0.1377,-0.0358,0.2007,0.126,-0.0679,-0.1127,0.5332,2.5514,2.341,0.0653,0.0816,-0.0798,0.1934,1.0595,-0.0235,-0.0059,0.6028,-0.011,Control
Utah__B12,-0.0885,0.0065,-0.0354,0.38,-0.0708,0.0093,-0.068,-0.0719,-0.0808,1.1322,0.0404,0.0838,2.3525,0.1129,0.5093,0.0742,-0.1576,-0.124,0.6842,-0.087,0.0084,0.1387,-0.1327,-0.1203,0.0108,0.2331,-0.0851,0.0229,-0.0736,0.2334,-0.2208,-0.0848,0.5384,0.1345,0.0446,-0.0623,0.3472,0.1859,-0.0708,-0.1148,-0.1428,-0.0838,-0.1467,0.0629,0.5543,0.0525,0.0594,-0.1001,-0.1046,0.0184,-0.162,0.0823,0.0093,-0.049,0.5247,-0.1412,-0.0247,0.002,-0.0188,0.1665,0.0526,-0.0983,-0.1499,0.7535,1.5744,1.63,0.0604,0.0253,-0.0989,0.0649,0.1203,-0.139,0.1034,0.1818,-0.0379,Control
Utah__C01,-0.1477,0.0999,0.5545,0.2337,-0.0933,0.5737,-0.0756,-0.049,-0.1233,1.5696,0.2575,0.0235,2.2712,0.2124,0.9969,3e-04,-0.0805,-0.0457,0.7597,-0.0899,0.0356,0.1815,0.018,0.0053,0.1431,0.3296,-0.0896,-0.0272,-0.0298,0.5983,-0.123,-0.0306,0.5035,0.2554,0.1847,0.0322,0.8822,0.2718,-0.0378,-0.1937,0.1362,-0.0718,-0.2217,0.1518,1.167,0.0647,0.0215,0.0498,-0.1549,0.216,-0.0915,0.1766,0.0028,0.0075,0.9253,-0.1467,0.0201,-0.0055,-0.0425,0.1672,0.1529,-0.1874,-0.162,0.5268,2.3286,2.5423,0.1142,0.1201,-0.1216,0.1671,0.9103,-0.0054,-0.0605,1.2448,-0.0956,BRCACancer
Utah__C02,-0.0889,0.2035,0.3262,0.3101,0.013,0.6667,-0.0534,-0.0392,-0.1074,1.3846,0.0785,0.1529,2.7004,0.396,1.3528,0.0558,-0.1822,0.0793,0.5834,0.0424,0.0794,0.1439,0.1472,0.2214,0.1572,0.414,-0.1403,-0.005,-0.0214,0.5373,-0.0595,-0.0421,0.479,0.3946,0.1075,0.0519,0.6233,0.3299,-0.0224,-0.1384,0.1385,-0.0315,-0.1509,0.0801,1.2372,0.0622,0.0652,0.1125,-0.1072,0.218,-0.0671,0.2132,0.0273,0.0418,1.06,-0.0842,-0.0391,-0.031,-0.0127,0.2671,0.2725,-0.1708,0.0227,0.5765,2.3928,2.2931,0.1738,0.1394,-0.0765,0.2076,0.9147,-0.075,0.0799,1.0055,-0.0107,BRCACancer
Utah__C03,-0.1001,0.074,0.4259,0.2859,-0.0357,0.506,-0.055,-0.1276,-0.1941,1.3788,0.3141,0.0995,2.6222,0.2281,1.3565,0.0826,-0.1137,0.0862,0.6791,0.09,0.1304,0.1628,0.1198,-0.0597,0.2066,0.3775,-0.1375,9e-04,0.0206,0.7267,-0.1812,0.0103,0.4643,0.3486,0.095,0.0583,0.6724,0.4047,-0.0024,-0.0891,0.1167,-0.0497,-0.1299,0.2463,1.1385,0.0295,0.0528,0.1417,-0.0807,0.2918,-0.0467,0.3471,-0.0045,-0.0466,1.2113,-0.1738,-0.0815,0.0149,-0.0097,0.2787,0.4306,-0.0821,-0.0799,0.5718,2.4922,2.5215,0.064,0.293,-0.1166,0.1687,0.8419,-0.0762,0.1541,1.8068,-0.065,BRCACancer
Utah__C04,-0.1143,0.2051,0.2503,0.1407,0.0466,0.6334,-0.0443,-0.0301,-0.1461,0.8903,-0.0129,0.1533,2.3763,0.2826,0.9453,0.017,-0.006,-0.1552,0.4325,0.0281,0.1391,0.135,0.0323,-0.0423,0.0791,0.2884,-0.0773,-0.0458,-0.1092,0.2038,-0.032,0.0182,0.2206,0.2795,0.0152,0.0244,0.2266,0.2779,0.0068,-0.0462,0.0852,-0.0621,-0.1845,0.0978,0.946,0.1417,-0.0112,0.0635,-0.0414,0.1009,0.0263,0.1329,0.0645,0.0591,0.5763,-0.2173,-0.1247,-0.0392,-0.0292,0.0778,-0.0384,-0.0909,-0.0142,0.411,2.499,2.3076,0.085,0.052,-0.0758,0.1844,0.4482,-0.0691,0.2601,0.5076,-9e-04,Control
Utah__C05,-0.065,0.0683,0.2051,0.2069,-0.0078,0.3144,-0.0591,-0.1091,-0.052,1.0235,0.2478,0.0454,2.0421,0.3159,1.0997,0.0703,-0.1562,-0.0648,0.5414,0.0646,0.094,0.1304,0.0529,0.0549,0.0318,0.3803,-0.0701,-0.0509,-0.0242,0.313,-0.0348,-0.0249,0.3287,0.177,0.0741,0.0205,0.3224,0.242,-0.0229,-0.0936,-0.0982,0.0112,-0.1299,0.0545,0.7523,0.0659,0.004,0.1248,-0.0782,0.1419,-0.0187,0.1059,0.0543,0.0978,0.6294,-0.1006,-0.092,0.0564,-0.0311,0.1712,0.122,-0.1484,-0.0599,0.3655,1.9697,2.2442,0.0491,0.1141,-0.0982,0.2047,0.5723,-0.058,0.1628,0.8322,-0.016,BRCACancer
