@relation data

@attribute id string
@attribute 10319 numeric
@attribute 107 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1301 numeric
@attribute 1302 numeric
@attribute 1437 numeric
@attribute 1511 numeric
@attribute 1992 numeric
@attribute 22798 numeric
@attribute 23236 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 284217 numeric
@attribute 2919 numeric
@attribute 3315 numeric
@attribute 3458 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3684 numeric
@attribute 3689 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 3911 numeric
@attribute 3913 numeric
@attribute 3914 numeric
@attribute 3918 numeric
@attribute 4583 numeric
@attribute 4790 numeric
@attribute 4843 numeric
@attribute 50509 numeric
@attribute 5269 numeric
@attribute 5272 numeric
@attribute 5273 numeric
@attribute 5275 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 5747 numeric
@attribute 5868 numeric
@attribute 5869 numeric
@attribute 5878 numeric
@attribute 5970 numeric
@attribute 6318 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 7414 numeric
@attribute 7850 numeric
@attribute 7879 numeric
@attribute 81 numeric
@attribute 836 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 912 numeric
@attribute 929 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A11,0.0044,0.0065,-0.1422,-0.1488,-0.0234,0.0066,-0.0051,-0.042,-0.0602,-0.1466,-0.0827,-0.0717,-0.0795,-0.0341,-0.0907,0.031,0.0695,1.5443,-0.0172,0.6182,-0.0152,1.2512,-0.0625,1.2014,0.5011,0.6078,-0.0477,0.0548,0.1261,1.7846,0.6314,0.0443,0.1171,0.5536,-0.1035,-0.1012,0.0392,1.7572,2.3512,-0.0565,0.1362,-0.0849,-0.0791,-0.103,0.0689,0.1319,0.0791,-0.1233,-0.0832,1.1125,-0.0385,-0.1742,0.4272,1.5084,-0.0826,-0.048,1.2242,1.0238,0.9645,1.5704,1.2045,0.1856,1.4507,0.5666,-0.0643,0.8889,0.8992,-0.0094,0.3076,0.9582,-0.1143,0.8499,0.1269,0.7252,1.1886,1.1344,1.1956,-0.0949,2.0248,0.1146,0.0278,1.3526,2.5177,0.1872,-0.0401,-0.0128,0.1706,-0.0955,1.1373,0.16,1.0777,0.9421,0.8655,0.0321,0.7323,-0.1101,0.0283,0.9898,2.1422,-0.0399,Control
Utah__A12,-0.0293,0.1418,-0.1471,-0.0589,-0.0024,0.0538,-0.0758,-0.0445,-0.0162,-0.1926,-0.0704,-0.1051,-0.0575,-0.0374,-0.0296,0.3087,0.1622,1.5693,0.0743,0.1347,0.0549,0.7218,-0.0345,0.876,0.0799,0.33,-0.0597,0.4569,0.1978,0.728,0.4221,0.1923,0.0935,0.7331,0.1685,-0.0047,0.1071,0.9552,1.7763,0.1156,0.0587,-0.0234,-0.0679,0.0246,-0.0328,0.2878,0.3208,2e-04,0.0073,1.0664,-0.0011,-0.2359,0.5445,1.2509,0.0191,-0.0128,0.9277,1.0841,0.7457,1.6025,0.9724,-0.1209,0.8356,0.2326,-0.0433,0.7519,0.9088,-0.3354,0.0835,0.4893,-0.2447,0.5054,0.1012,0.5551,0.6323,0.9336,0.7846,-0.2316,1.712,0.1544,0.0105,0.7856,1.4943,0.0949,0.1042,0.0899,0.163,0.0384,0.9948,0.3221,1.0005,0.5344,0.8947,0.0919,0.6729,0.0304,-0.1267,0.9909,1.712,-0.0247,Control
Utah__B01,-0.138,0.1211,-0.2634,-0.1215,-0.1388,-0.0468,-0.0601,-0.1462,-0.0375,-0.1937,-0.0193,-0.2761,-0.106,-0.1372,-0.2012,0.1757,0.0563,2.0207,0.0349,0.3275,-0.0465,0.9716,-0.0555,0.8026,0.5459,0.5871,-0.0607,-0.0472,0.1139,0.1716,0.9846,0.0909,-0.0831,1.5089,0.1327,-0.2013,0.0799,1.0915,1.7165,0.2413,0.1224,-0.0968,-0.067,-0.035,-0.1951,0.1507,0.1159,-0.0407,-0.2436,1.5141,-0.0309,-0.3787,0.6092,1.7067,0.1152,0.0121,1.4936,1.2976,1.0602,1.9253,1.579,-0.1709,1.417,0.2302,-0.034,0.7207,0.9636,-0.275,0.5853,0.9193,-0.4292,0.8828,0.2081,1.1171,1.0792,0.9743,1.1788,-0.3001,1.6386,0.0729,0.2059,1.5377,1.8841,0.221,0.0818,0.0916,-0.0222,-0.057,1.0168,0.338,1.2933,0.5078,0.8888,-0.0076,0.8385,-0.0429,-0.2572,1.1807,1.5238,-0.0251,Control
Utah__B02,0.0101,0.0335,-0.1198,-0.0995,0.0071,0.0021,-0.0525,-0.0815,-0.0424,-0.1421,-0.0688,-0.0791,-0.1029,-0.1022,-0.0499,0.1671,0.0293,2.405,-0.0159,0.226,-0.0481,1.3378,0.077,1.2266,0.2957,0.7082,-0.0671,0.4079,0.2413,0.8544,1.4302,0.1616,0.0837,1.5833,0.1262,0.0301,-0.1005,1.6431,2.4496,0.0723,0.197,-0.0688,-0.0608,-0.0645,0.057,0.171,0.0992,-0.1113,-0.0598,1.4393,0.0401,-0.0975,0.8973,2.2776,0.0978,0.003,1.4558,1.3956,1.3465,2.0769,1.7588,0.2103,1.7916,0.5612,-0.0676,0.9567,1.0223,-0.1605,0.32,0.7534,-0.1437,0.9827,0.1632,1.0642,1.119,1.1725,1.5668,-0.1324,2.0366,0.0835,0.124,1.9047,2.4056,0.4265,0.0081,0.027,0.1822,-0.0558,1.1146,0.2957,1.3387,0.7859,1.1595,0.167,0.8273,-0.0541,0.0324,1.4619,2.6224,-0.0913,Control
Utah__B03,-0.0339,-0.0049,-0.1971,-0.1428,0.0011,-0.0384,-0.014,-0.0844,-0.0602,-0.1587,-0.0289,-0.143,-0.1198,-0.1262,-0.0929,0.0818,0.0403,2.2256,-0.0045,0.3352,0.0736,1.1244,0.0052,1.016,0.4204,0.6652,-0.0389,0.2647,0.1139,0.7853,1.2116,0.0488,-0.0777,1.514,0.1331,-0.093,-0.1091,1.6061,2.2961,0.0752,0.1101,-0.0939,-0.0337,-0.0476,0.0032,0.0834,0.0797,-0.0361,-0.1212,1.4807,0.0057,-0.173,0.7259,2.1577,-0.0942,0.0209,1.5497,1.2952,1.119,1.9938,1.9606,0.0948,1.5811,0.4548,-0.0389,0.8786,1.0227,-0.1774,0.377,0.8807,-0.1867,1.0434,0.0831,1.1315,1.0992,1.1333,1.3846,-0.3045,1.7544,0.0398,0.1701,2.0194,2.3322,0.1629,-0.0151,0.0561,0.176,-0.1094,0.8991,0.3252,1.363,0.7712,1.0598,0.1555,0.6819,-0.0852,-0.1367,1.3409,2.3564,-0.0101,BRCACancer
Utah__B04,-0.03,0.0414,-0.1788,-0.1013,-0.0759,-0.0049,-0.0837,-0.1141,-0.0288,-0.1604,-0.0883,-0.1591,-0.0819,-0.0703,-0.0797,0.1216,-0.1184,1.5648,-0.0517,0.8077,-0.0356,1.3669,-0.0488,0.8559,1.0499,0.6745,-0.1237,0.2235,0.1265,0.8647,0.6154,0.2189,-0.0454,0.4971,0.0806,-0.0555,-0.0365,1.5213,2.0841,0.0343,0.075,-0.0506,-0.1233,-0.0533,-8e-04,0.1668,0.0929,-0.1188,-0.0813,1.6477,-0.0544,-0.1018,0.832,1.9096,-0.1758,-0.0933,1.609,1.4994,1.2478,2.0074,1.5843,0.1053,1.6792,0.3945,-0.1163,0.8361,1.2316,-0.0269,0.646,1.5724,-0.1682,0.8951,0.2236,1.2713,0.9484,0.9534,1.1066,-0.1702,1.8642,0.0602,-0.0332,1.8843,1.5152,0.3204,0.0479,-0.044,0.192,-0.1035,1.4033,0.1692,1.7723,0.8671,1.0387,0.2276,0.8337,-0.0644,-0.0518,0.9623,1.1606,-0.0839,BRCACancer
Utah__B05,-0.048,0.1073,-0.1573,-0.0439,-0.0707,0.079,-0.1102,-0.088,0.0356,-0.1633,-0.0846,-0.1345,-0.0609,-0.0274,-0.056,0.1847,0.0494,1.8133,0.0079,0.1257,0.0208,1.1669,-0.1148,1.0369,0.2189,0.588,-0.1471,0.3289,0.0993,0.2659,1.751,0.0827,-0.0785,1.111,0.2059,0.0377,0.0696,1.1874,2.1983,0.1961,0.0245,-0.0047,-0.124,-0.0123,0.0234,0.1618,0.1413,-0.0568,-0.0933,1.2639,-0.0424,-0.1608,0.7343,1.8905,-0.2929,-0.0632,1.1758,1.1414,0.9807,2.163,1.6637,0.0058,1.66,0.4028,-0.1141,0.9772,0.8478,-0.1407,0.1593,0.8302,-0.2003,0.8195,0.0832,0.895,0.8856,1.066,1.2743,-0.2651,2.1068,0.1443,0.0435,0.9064,1.8907,0.3651,0.0796,-0.0035,0.5153,-0.017,0.9929,0.1701,1.2114,0.7374,1.1362,0.1488,0.5061,-0.0021,-0.1215,0.8102,0.8717,-0.1271,BRCACancer
Utah__B06,-0.1682,0.0095,-0.3425,-0.0642,-0.2017,-0.0011,-0.1617,-0.2091,0.0031,-0.1646,0.0316,-0.3361,-0.0573,-0.1052,-0.2657,0.0105,-0.1782,1.6206,0.1577,0.2674,0.024,0.7683,-0.1436,0.4421,0.2931,0.3774,-0.0926,0.0524,-0.0687,0.4188,0.5355,0.166,-0.0569,1.1072,0.1645,-0.1737,0.152,1.0223,1.6977,0.1944,-0.0424,-0.0194,-0.0581,0.0712,-0.2323,0.0836,0.0355,0.0786,-0.2451,1.2056,-0.1086,-0.3824,0.58,1.6368,-0.0983,0.0441,1.137,1.0547,0.7105,1.4569,1.3797,-0.3337,1.3543,0.1037,0.006,0.4708,0.7287,-0.3896,0.1613,0.6881,-0.4401,0.6327,0.1723,0.8806,0.6916,0.8389,0.8016,-0.2288,1.3579,0.0968,0.2262,1.4233,1.9739,0.0826,0.1701,0.3188,-0.0045,-0.0035,0.8298,0.2166,1.0176,0.4757,0.9527,0.0896,0.4949,-0.0337,-0.391,1.2815,1.5615,-0.0153,BRCACancer
Utah__B07,0.0179,0.0493,-0.1893,-0.0629,-0.0652,0.0241,-0.1007,-0.0983,-0.016,-0.1575,-0.0607,-0.1382,-0.0847,-0.0355,-0.0662,0.2426,0.2774,2.1675,-0.0032,0.3003,-0.0462,1.4254,0.0371,1.152,0.3195,0.7557,-0.11,0.4905,0.221,1.4515,0.6485,0.1037,-0.0371,0.7585,0.0604,0.0637,-0.0472,1.6832,2.4855,0.3428,0.1456,-0.0057,-0.0844,-0.0549,0.0482,0.1859,0.1005,-0.0667,-0.1187,1.4768,-0.0207,-0.1416,0.9394,2.1601,0.1835,-0.0695,1.5902,1.4427,1.3477,2.0896,1.5748,0.191,1.8749,0.5483,-0.0771,1.0137,1.1525,-0.1627,0.2287,0.9103,-0.1682,1.0143,0.1479,1.2294,1.1735,1.0448,1.4052,-0.0893,2.1339,0.0683,0.1792,2.0958,2.268,0.1916,-0.0122,0.0064,0.2447,-0.0597,1.383,0.1686,1.4186,0.8833,1.2561,0.286,0.7375,-0.0653,-0.0288,1.3996,2.268,-0.0997,BRCACancer
Utah__B08,0.0431,0.0052,-0.1107,-0.0933,0.0558,-0.015,-0.0254,-0.0426,-0.0785,-0.1089,-0.0515,-0.0418,-0.078,-0.0856,-0.029,0.0654,0.0651,2.1089,-0.0755,0.2454,-0.0412,1.155,0.1063,1.4839,0.2425,0.6875,-0.0608,0.307,0.1997,0.8862,0.8813,0.1191,0.0547,0.6871,0.0625,-0.0394,-0.0494,1.6207,2.5175,-0.0288,0.2362,-0.0744,-0.0616,-0.0573,0.1276,0.084,-0.0057,-0.1192,-0.0568,1.2024,-0.0307,-0.0414,0.5632,1.8412,0.2476,-1e-04,1.3514,1.5826,1.0552,1.8077,1.132,0.1855,1.7077,0.6819,-0.0253,1.01,1.0315,-0.0362,0.2168,0.6713,-0.0727,0.9276,0.2591,0.7958,1.2906,1.181,1.2641,-0.1055,2.3817,0.1441,0.0031,1.7757,2.7239,0.1785,-0.0399,0.0028,0.1747,-0.0996,1.4907,0.0725,1.1939,0.8193,1.1499,0.0681,1.031,-0.093,4e-04,1.5392,2.4708,-0.0458,Control
Utah__B09,-0.0122,-0.0086,-0.1356,-0.1163,-0.0806,-0.0248,-0.1009,-0.0849,-0.0983,-0.1833,-0.0761,-0.1474,-0.1098,-0.148,-0.1194,0.1447,-0.0394,1.415,-0.0645,0.7187,-0.0617,1.3513,-0.0088,0.6005,0.9171,0.6824,-0.0559,0.3315,0.0319,0.568,0.1036,-0.0153,-0.0347,0.7343,-0.1693,-0.0122,-0.0593,1.4325,1.9022,0.1304,0.1467,-0.0786,-0.0695,-0.1077,0.0602,0.1021,0.0168,-0.0954,-0.098,1.3963,0.0054,-0.1594,0.5348,1.485,-0.131,-0.0548,1.4071,1.3856,1.0407,1.6827,1.491,0.1349,1.5313,0.3094,-0.0516,0.7362,1.0524,-0.1161,0.6846,1.5246,-0.1084,0.9813,0.2879,1.0417,1.0415,0.8549,1.0746,-0.1814,1.9542,0.0927,0.0089,1.3195,1.2899,0.0635,-0.0144,-0.0141,0.1038,-0.0805,1.6005,0.0361,1.5105,0.6676,0.9575,0.1414,0.7389,-0.0384,-0.1062,0.7308,0.6148,-0.064,Control
