@relation data

@attribute id string
@attribute 29968 numeric
@attribute 316 numeric
@attribute 55163 numeric
@attribute 57026 numeric
@attribute 8566 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__K01,0.0303,-0.0679,1.0922,0.0117,1.1372,BRCACancer
Utah__K02,0.1269,-0.0667,1.0305,-0.0317,0.9871,BRCACancer
Utah__K03,0.1611,-0.0974,0.564,-0.4089,0.7505,BRCACancer
Utah__K04,0.175,-0.1081,0.844,0.0123,0.8667,BRCACancer
Utah__K05,0.088,-0.1261,0.6183,0.1052,0.7288,Control
Ontario__AA3226,0.1321,-0.0753,0.2953,-0.189,0.7091,Control
Ontario__AB3227,0.1286,-0.0748,0.8989,-0.2252,0.9405,Control
Ontario__AC3228,0.0471,-0.0251,0.498,-0.2656,0.7632,Control
Ontario__AD3231,0.0689,-0.0531,0.8459,-0.2352,1.2185,Control
Ontario__AE1543,0.1326,-0.1098,0.6262,-0.3515,0.7925,Control
Ontario__AF3229,0.0697,-0.0751,0.5063,-0.1004,0.725,Control
Ontario__AG3230,0.1522,-0.1189,0.5945,-0.2293,0.7564,Control
Ontario__AH3232,0.1728,-0.0933,0.5114,-0.4333,0.6878,Control
Ontario__AI3233,0.1758,-0.0398,0.9622,-0.0412,1.0781,Control
Ontario__AJ3234,0.0959,-0.0798,1.0693,-0.0839,1.084,Control
Ontario__AK3235,0.1053,-0.0046,0.7938,-0.0621,0.8319,Control
Ontario__AL3236,0.1536,-0.0581,0.9333,-0.2762,0.8858,Control
Ontario__AM3237,0.217,-0.0974,0.9546,-0.233,0.8589,Control
Ontario__AN757,0.1133,-0.0561,0.3988,-0.1841,0.5418,Control
Ontario__C474,0.0767,-0.0944,0.6134,-0.0717,0.9847,Control
Ontario__D480,0.1296,-0.0632,0.4786,-0.0332,0.7958,Control
Ontario__E519,0.2071,-0.0581,0.554,-0.0505,0.9055,Control
Ontario__F548,0.1095,-0.0883,0.2709,-0.2704,0.3322,Control
Ontario__G660,0.0774,-0.0648,0.6872,0.103,0.7669,Control
Ontario__H663,0.1629,-0.0864,0.7236,0.0467,0.8632,Control
Ontario__I782,0.0984,-0.0752,0.5966,-0.0919,0.5966,Control
Ontario__J787,0.0437,-0.0731,0.7521,0.2268,0.9288,Control
Ontario__K1162,0.1827,-0.1028,1.1695,-0.0021,0.8936,BRCACancer
Ontario__L1176,0.0175,-0.0469,0.4459,-0.1707,0.824,BRCACancer
Ontario__M1263,0.1231,-0.0594,0.9934,0.1387,0.783,BRCACancer
Ontario__P1075,0.0692,-0.0255,0.4178,-0.062,1.0523,BRCACancer
Ontario__Q1080,0.0064,-0.1097,0.2749,-0.2272,0.7588,BRCACancer
Ontario__R1104,0.0775,-0.0293,0.5696,-0.1076,0.8179,BRCACancer
Ontario__S1133,0.0784,-0.0364,0.2721,-0.2545,0.9309,BRCACancer
Ontario__T1463,0.2397,-0.0676,1.0161,0.1216,0.9649,BRCACancer
Ontario__U2017,0.0774,-0.0014,0.6105,-0.4255,0.683,BRCACancer
Ontario__V432,0.1483,-0.0938,0.4512,-0.3724,0.67,BRCACancer
Ontario__W433,0.1344,-0.1457,1.0522,-0.1831,0.925,BRCACancer
Ontario__X524,0.1857,-0.0841,0.5701,-0.1363,1.1481,BRCACancer
Ontario__Y546,0.1047,-0.0575,0.2931,-0.2545,0.4183,BRCACancer
Ontario__Z3225,0.2628,-0.1198,1.2611,0.2074,0.9003,Control
